# tau [ps];  MSD [pm^2];  Derivative
1.680000; 307772.051428; 72768.503016
1.690000; 308499.736458; 72631.715477
1.700000; 309226.053612; 67108.452011
1.710000; 309897.138133; 67729.921222
1.720000; 310574.437345; 69533.702828
1.730000; 311269.774373; 70876.499241
1.740000; 311978.539365; 65637.924510
1.750000; 312634.918611; 61901.689661
1.760000; 313253.935507; 65351.154439
1.770000; 313907.447052; 67832.134775
1.780000; 314585.768399; 64175.126803
1.790000; 315227.519667; 62838.067747
1.800000; 315855.900345; 60425.491600
1.810000; 316460.155261; 63158.897523
1.820000; 317091.744236; 64060.703475
1.830000; 317732.351271; 64089.761141
1.840000; 318373.248882; 65370.535001
1.850000; 319026.954232; 66956.312392
1.860000; 319696.517356; 68263.729098
1.870000; 320379.154647; 66324.825200
1.880000; 321042.402899; 61685.183219
1.890000; 321659.254731; 57783.462179
1.900000; 322237.089353; 57919.324043
1.910000; 322816.282594; 53562.960197
1.920000; 323351.912196; 55934.752668
1.930000; 323911.259722; 59481.659471
1.940000; 324506.076317; 62596.377795
1.950000; 325132.040095; 61394.355214
1.960000; 325745.983647; 61946.129785
1.970000; 326365.444945; 62838.377989
1.980000; 326993.828725; 63334.560547
1.990000; 327627.174330; 66511.308303
2.000000; 328292.287413; 67234.691077
2.010000; 328964.634324; 64128.585006
2.020000; 329605.920174; 67934.167122
2.030000; 330285.261845; 70665.536920
2.040000; 330991.917215; 68059.988243
2.050000; 331672.517097; 62443.562365
2.060000; 332296.952721; 65625.650974
2.070000; 332953.209230; 66308.336092
2.080000; 333616.292591; 66575.172564
2.090000; 334282.044317; 67628.572923
2.100000; 334958.330046; 68460.694540
2.110000; 335642.936992; 69486.914360
2.120000; 336337.806135; 68043.214461
2.130000; 337018.238280; 69470.327389
2.140000; 337712.941554; 72657.237897
2.150000; 338439.513933; 68791.982215
2.160000; 339127.433755; 59705.918686
2.170000; 339724.492942; 62425.931928
2.180000; 340348.752261; 60417.346834
2.190000; 340952.925729; 59658.822555
2.200000; 341549.513955; 59156.125297
2.210000; 342141.075208; 59831.377353
2.220000; 342739.388981; 56398.460329
2.230000; 343303.373585; 51587.576266
2.240000; 343819.249347; 46028.111238
2.250000; 344279.530460; 47659.884847
2.260000; 344756.129308; 51909.668308
2.270000; 345275.225991; 53540.380754
2.280000; 345810.629799; 58438.022564
2.290000; 346395.010024; 60792.701910
2.300000; 347002.937043; 59703.863901
2.310000; 347599.975682; 64059.725211
2.320000; 348240.572935; 62370.458113
2.330000; 348864.277516; 63661.168654
2.340000; 349500.889202; 59120.225458
2.350000; 350092.091457; 53720.539848
2.360000; 350629.296855; 55647.384239
2.370000; 351185.770698; 53953.594279
2.380000; 351725.306640; 54904.514715
2.390000; 352274.351788; 55474.593973
2.400000; 352829.097727; 57551.354658
2.410000; 353404.611274; 55222.860779
2.420000; 353956.839882; 55373.520794
2.430000; 354510.575090; 58005.599157
2.440000; 355090.631081; 58192.261322
2.450000; 355672.553694; 55467.943762
2.460000; 356227.233132; 55700.673881
2.470000; 356784.239871; 58225.364179
2.480000; 357366.493513; 58757.100168
2.490000; 357954.064514; 65059.524009
2.500000; 358604.659754; 62580.281473
2.510000; 359230.462569; 62542.345740
2.520000; 359855.886027; 60530.487091
2.530000; 360461.190897; 62968.390626
2.540000; 361090.874804; 61695.068261
2.550000; 361707.825486; 55464.971796
2.560000; 362262.475204; 56585.892098
2.570000; 362828.334125; 55926.669924
2.580000; 363387.600824; 54633.845618
2.590000; 363933.939281; 57863.061884
2.600000; 364512.569900; 56281.550704
2.610000; 365075.385407; 58958.233191
2.620000; 365664.967738; 58447.275236
2.630000; 366249.440491; 55936.210547
2.640000; 366808.802596; 60227.165024
2.650000; 367411.074247; 56211.372134
2.660000; 367973.187968; 54018.269758
2.670000; 368513.370665; 50170.314285
2.680000; 369015.073808; 49597.305815
2.690000; 369511.046866; 52023.065968
2.700000; 370031.277526; 50044.338093
2.710000; 370531.720907; 53014.552101
2.720000; 371061.866428; 51498.051506
2.730000; 371576.846943; 52100.048726
2.740000; 372097.847430; 47226.840055
2.750000; 372570.115831; 45847.354874
2.760000; 373028.589380; 49065.077599
2.770000; 373519.240156; 51259.777383
2.780000; 374031.837930; 49343.127832
2.790000; 374525.269208; 46422.098195
2.800000; 374989.490190; 43123.042518
2.810000; 375420.720615; 42295.412689
2.820000; 375843.674742; 42871.050074
2.830000; 376272.385243; 44449.272199
2.840000; 376716.877965; 42890.386136
2.850000; 377145.781826; 40971.767288
2.860000; 377555.499499; 42869.836409
2.870000; 377984.197863; 43744.438380
2.880000; 378421.642247; 42515.969576
2.890000; 378846.801942; 40930.812896
2.900000; 379256.110071; 44308.569902
2.910000; 379699.195770; 46598.381058
2.920000; 380165.179581; 47805.243737
2.930000; 380643.232018; 47444.501252
2.940000; 381117.677031; 46938.087718
2.950000; 381587.057908; 46174.988175
2.960000; 382048.807790; 46914.093132
2.970000; 382517.948721; 46825.002946
2.980000; 382986.198751; 47642.458708
2.990000; 383462.623338; 47807.259154
3.000000; 383940.695929; 46939.087495
3.010000; 384410.086804; 46467.679662
3.020000; 384874.763601; 47696.400557
3.030000; 385351.727606; 46506.907215
3.040000; 385816.796679; 52469.114493
3.050000; 386341.487823; 50520.408858
3.060000; 386846.691912; 50254.048270
3.070000; 387349.232395; 51655.347726
3.080000; 387865.785872; 52823.980581
3.090000; 388394.025678; 51303.315440
3.100000; 388907.058832; 49884.202392
3.110000; 389405.900856; 49576.275631
3.120000; 389901.663612; 44812.993672
3.130000; 390349.793549; 44703.234309
3.140000; 390796.825892; 49487.993353
3.150000; 391291.705826; 50073.741669
3.160000; 391792.443242; 48576.397476
3.170000; 392278.207217; 49969.881679
3.180000; 392777.906034; 52326.475728
3.190000; 393301.170791; 47901.175464
3.200000; 393780.182546; 47845.314051
3.210000; 394258.635686; 48626.233123
3.220000; 394744.898018; 45036.743219
3.230000; 395195.265450; 48116.644264
3.240000; 395676.431892; 51859.577504
3.250000; 396195.027668; 45832.986243
3.260000; 396653.357530; 39909.360521
3.270000; 397052.451135; 39858.328479
3.280000; 397451.034420; 40041.869074
3.290000; 397851.453111; 38600.155141
3.300000; 398237.454662; 43721.068578
3.310000; 398674.665348; 46238.358870
3.320000; 399137.048937; 45185.290139
3.330000; 399588.901838; 45644.243624
3.340000; 400045.344274; 45324.439413
3.350000; 400498.588668; 47363.687318
3.360000; 400972.225542; 46726.736284
3.370000; 401439.492904; 46623.502317
3.380000; 401905.727928; 43698.736777
3.390000; 402342.715295; 41308.484948
3.400000; 402755.800145; 41625.999555
3.410000; 403172.060140; 43251.939308
3.420000; 403604.579533; 43963.280869
3.430000; 404044.212342; 42033.426317
3.440000; 404464.546605; 42236.504572
3.450000; 404886.911651; 43666.423202
3.460000; 405323.575883; 47212.447815
3.470000; 405795.700361; 48434.587695
3.480000; 406280.046238; 49258.620627
3.490000; 406772.632444; 46198.452404
3.500000; 407234.616968; 44678.756451
3.510000; 407681.404533; 45761.739607
3.520000; 408139.021929; 43220.844888
3.530000; 408571.230378; 41998.246112
3.540000; 408991.212839; 41952.968226
3.550000; 409410.742521; 42915.402345
3.560000; 409839.896545; 43451.746359
3.570000; 410274.414008; 42333.521703
3.580000; 410697.749225; 47712.505469
3.590000; 411174.874280; 44756.762874
3.600000; 411622.441909; 42132.131809
3.610000; 412043.763227; 42281.622403
3.620000; 412466.579451; 39836.454539
3.630000; 412864.943996; 35182.849768
3.640000; 413216.772494; 34753.563554
3.650000; 413564.308129; 32338.641811
3.660000; 413887.694548; 35915.456791
3.670000; 414246.849116; 36697.702470
3.680000; 414613.826140; 35993.663015
3.690000; 414973.762770; 38352.183709
3.700000; 415357.284607; 35531.031461
3.710000; 415712.594922; 34086.831371
3.720000; 416053.463236; 29652.530421
3.730000; 416349.988540; 30481.080525
3.740000; 416654.799345; 35201.742408
3.750000; 417006.816769; 35308.140873
3.760000; 417359.898178; 38994.352450
3.770000; 417749.841703; 35763.343853
3.780000; 418107.475141; 37579.989024
3.790000; 418483.275031; 37460.805633
3.800000; 418857.883088; 34565.993095
3.810000; 419203.543019; 34267.883013
3.820000; 419546.221849; 30820.909946
3.830000; 419854.430948; 34989.051061
3.840000; 420204.321459; 36641.932044
3.850000; 420570.740779; 41057.026968
3.860000; 420981.311049; 39435.050741
3.870000; 421375.661556; 37798.484628
3.880000; 421753.646403; 39074.535633
3.890000; 422144.391759; 40575.223069
3.900000; 422550.143990; 37223.017275
3.910000; 422922.374162; 37037.758680
3.920000; 423292.751749; 34589.714413
3.930000; 423638.648893; 37175.600759
3.940000; 424010.404901; 35251.204926
3.950000; 424362.916950; 37081.137132
3.960000; 424733.728321; 37183.742399
3.970000; 425105.565745; 38427.406796
3.980000; 425489.839813; 37538.894315
3.990000; 425865.228757; 38018.162607
4.000000; 426245.410383; 42826.498702
4.010000; 426673.675370; 39393.460818
4.020000; 427067.609978; 41041.692116
4.030000; 427478.026899; 42860.515681
4.040000; 427906.632056; 42667.804402
4.050000; 428333.310100; 41412.610791
4.060000; 428747.436208; 43526.181162
4.070000; 429182.698019; 44073.700512
4.080000; 429623.435024; 42620.973320
4.090000; 430049.644758; 43925.602839
4.100000; 430488.900786; 40641.589015
4.110000; 430895.316676; 44433.688898
4.120000; 431339.653565; 41714.195979
4.130000; 431756.795525; 42671.058442
4.140000; 432183.506109; 38176.898674
4.150000; 432565.275096; 36912.184546
4.160000; 432934.396942; 37934.030612
4.170000; 433313.737248; 34000.138584
4.180000; 433653.738634; 36389.658277
4.190000; 434017.635216; 40857.288960
4.200000; 434426.208106; 40258.244312
4.210000; 434828.790549; 43333.379230
4.220000; 435262.124341; 44752.615866
4.230000; 435709.650500; 46117.307618
4.240000; 436170.823576; 46430.513822
4.250000; 436635.128714; 45420.530290
4.260000; 437089.334017; 44892.913863
4.270000; 437538.263156; 40065.371873
4.280000; 437938.916875; 41667.606514
4.290000; 438355.592940; 44476.525437
4.300000; 438800.358194; 43843.753198
4.310000; 439238.795726; 47837.455710
4.320000; 439717.170283; 45938.952222
4.330000; 440176.559805; 47590.451709
4.340000; 440652.464323; 47197.269390
4.350000; 441124.437016; 48574.895181
4.360000; 441610.185968; 46264.010901
4.370000; 442072.826077; 48037.520171
4.380000; 442553.201279; 51114.007663
4.390000; 443064.341356; 51928.199975
4.400000; 443583.623355; 51351.247608
4.410000; 444097.135831; 47418.468725
4.420000; 444571.320519; 45564.795402
4.430000; 445026.968473; 47440.501948
4.440000; 445501.373492; 45225.346872
4.450000; 445953.626961; 43679.935093
4.460000; 446390.426312; 36340.449632
4.470000; 446753.830808; 35756.531547
4.480000; 447111.396124; 36028.653335
4.490000; 447471.682657; 35822.637265
4.500000; 447829.909030; 34312.634461
4.510000; 448173.035374; 37444.979589
4.520000; 448547.485170; 37771.271037
4.530000; 448925.197880; 37633.005474
4.540000; 449301.527935; 39592.027045
4.550000; 449697.448206; 36664.210700
4.560000; 450064.090313; 37058.888358
4.570000; 450434.679196; 33484.221154
4.580000; 450769.521408; 31949.750359
4.590000; 451089.018911; 32946.255093
4.600000; 451418.481462; 33596.942562
4.610000; 451754.450888; 36648.286469
4.620000; 452120.933753; 38192.103807
4.630000; 452502.854791; 40801.505638
4.640000; 452910.869847; 43276.780671
4.650000; 453343.637654; 43707.278529
4.660000; 453780.710439; 43015.639768
4.670000; 454210.866837; 46682.400979
4.680000; 454677.690847; 45113.391013
4.690000; 455128.824757; 49730.136309
4.700000; 455626.126120; 48274.033747
4.710000; 456108.866457; 48066.809163
4.720000; 456589.534549; 47641.321904
4.730000; 457065.947768; 44097.325031
4.740000; 457506.921018; 41626.020331
4.750000; 457923.181222; 40079.155257
4.760000; 458323.972774; 40405.190127
4.770000; 458728.024675; 35054.530046
4.780000; 459078.569976; 34567.179537
4.790000; 459424.241771; 31402.779757
4.800000; 459738.269569; 34414.566701
4.810000; 460082.415236; 32435.013446
4.820000; 460406.765370; 32424.519836
4.830000; 460731.010569; 31070.548505
4.840000; 461041.716054; 30534.776682
4.850000; 461347.063820; 33143.627710
4.860000; 461678.500098; 38033.520634
4.870000; 462058.835304; 38318.052178
4.880000; 462442.015826; 34682.033793
4.890000; 462788.836164; 32895.367514
4.900000; 463117.789839; 32254.198348
4.910000; 463440.331822; 29327.468875
4.920000; 463733.606511; 28322.632325
4.930000; 464016.832834; 30732.496589
4.940000; 464324.157800; 30156.461377
4.950000; 464625.722414; 27657.907851
4.960000; 464902.301492; 28380.975285
4.970000; 465186.111245; 29553.627510
4.980000; 465481.647520; 31423.973720
4.990000; 465795.887258; 0.000000
