# tau [ps];  MSD [pm^2];  Derivative
4.620000; 256981.131683; 15995.503044
4.630000; 257141.086713; 17555.975274
4.640000; 257316.646466; 17488.568666
4.650000; 257491.532153; 13909.969038
4.660000; 257630.631843; 13699.500301
4.670000; 257767.626846; 11613.476378
4.680000; 257883.761610; 14921.757523
4.690000; 258032.979185; 17658.093619
4.700000; 258209.560121; 20940.851563
4.710000; 258418.968637; 18850.719470
4.720000; 258607.475832; 14585.582298
4.730000; 258753.331655; 13316.322298
4.740000; 258886.494878; 11182.231295
4.750000; 258998.317191; 12805.303997
4.760000; 259126.370231; 10546.088014
4.770000; 259231.831111; 11319.071018
4.780000; 259345.021821; 11123.744236
4.790000; 259456.259263; 13421.964923
4.800000; 259590.478913; 16795.702555
4.810000; 259758.435938; 18043.217541
4.820000; 259938.868114; 18486.808224
4.830000; 260123.736196; 13019.933283
4.840000; 260253.935529; 11030.995927
4.850000; 260364.245488; 11017.324853
4.860000; 260474.418736; 12791.200829
4.870000; 260602.330745; 13263.183748
4.880000; 260734.962582; 19114.495933
4.890000; 260926.107542; 22633.733881
4.900000; 261152.444880; 24254.551742
4.910000; 261394.990398; 23161.723828
4.920000; 261626.607636; 24630.569651
4.930000; 261872.913333; 24464.056303
4.940000; 262117.553896; 21754.099461
4.950000; 262335.094890; 23027.086705
4.960000; 262565.365757; 23374.440157
4.970000; 262799.110159; 17829.511337
4.980000; 262977.405272; 19276.830445
4.990000; 263170.173577; 0.000000
