# tau [ps];  MSD [pm^2];  Derivative
3.500000; 589435.799802; 62014.629650
3.510000; 590055.946099; 64204.639285
3.520000; 590697.992491; 67652.722916
3.530000; 591374.519721; 68587.707579
3.540000; 592060.396796; 68314.819812
3.550000; 592743.544994; 66669.663657
3.560000; 593410.241631; 63178.659976
3.570000; 594042.028231; 65635.684812
3.580000; 594698.385079; 63454.101220
3.590000; 595332.926091; 65957.309902
3.600000; 595992.499190; 63489.172898
3.610000; 596627.390919; 64499.018093
3.620000; 597272.381100; 63763.608730
3.630000; 597910.017187; 61978.472018
3.640000; 598529.801907; 61778.656516
3.650000; 599147.588473; 57190.954905
3.660000; 599719.498022; 58337.943070
3.670000; 600302.877452; 61282.976529
3.680000; 600915.707218; 61801.064187
3.690000; 601533.717860; 62263.738084
3.700000; 602156.355240; 61935.667333
3.710000; 602775.711914; 63851.276516
3.720000; 603414.224679; 60849.972371
3.730000; 604022.724403; 60381.284837
3.740000; 604626.537251; 61478.247157
3.750000; 605241.319723; 61765.215350
3.760000; 605858.971876; 62894.766351
3.770000; 606487.919540; 62714.181393
3.780000; 607115.061353; 64129.715250
3.790000; 607756.358506; 64095.846142
3.800000; 608397.316967; 61692.082282
3.810000; 609014.237790; 64608.095307
3.820000; 609660.318743; 68096.576920
3.830000; 610341.284512; 64371.762753
3.840000; 610985.002140; 63828.439908
3.850000; 611623.286539; 63102.110274
3.860000; 612254.307642; 65318.244087
3.870000; 612907.490083; 62077.314941
3.880000; 613528.263232; 65264.255504
3.890000; 614180.905787; 64110.394695
3.900000; 614822.009734; 64691.821582
3.910000; 615468.927950; 60823.123949
3.920000; 616077.159189; 59371.664899
3.930000; 616670.875838; 58959.642842
3.940000; 617260.472267; 60090.866799
3.950000; 617861.380935; 57196.180845
3.960000; 618433.342743; 55011.736508
3.970000; 618983.460108; 54917.448675
3.980000; 619532.634595; 57820.424707
3.990000; 620110.838842; 55636.346755
4.000000; 620667.202310; 55018.777309
4.010000; 621217.390083; 56175.816749
4.020000; 621779.148250; 58615.687031
4.030000; 622365.305121; 59773.621935
4.040000; 622963.041340; 60596.060468
4.050000; 623569.001945; 57982.896097
4.060000; 624148.830906; 56425.342062
4.070000; 624713.084326; 56985.715245
4.080000; 625282.941479; 54783.275309
4.090000; 625830.774232; 52917.562399
4.100000; 626359.949856; 52708.660718
4.110000; 626887.036463; 57112.853953
4.120000; 627458.165002; 58915.279972
4.130000; 628047.317802; 58917.971351
4.140000; 628636.497516; 59096.812854
4.150000; 629227.465644; 59362.796258
4.160000; 629821.093607; 59448.151029
4.170000; 630415.575117; 58406.862077
4.180000; 630999.643738; 60084.454313
4.190000; 631600.488281; 58662.540237
4.200000; 632187.113683; 55997.745637
4.210000; 632747.091140; 54372.134055
4.220000; 633290.812480; 57409.161227
4.230000; 633864.904093; 57542.734560
4.240000; 634440.331438; 54413.020963
4.250000; 634984.461648; 52800.581763
4.260000; 635512.467465; 51606.159731
4.270000; 636028.529063; 52384.868585
4.280000; 636552.377749; 52830.350382
4.290000; 637080.681252; 55165.650698
4.300000; 637632.337759; 54419.624630
4.310000; 638176.534006; 50814.956150
4.320000; 638684.683567; 46190.041059
4.330000; 639146.583978; 50370.487260
4.340000; 639650.288850; 51521.285706
4.350000; 640165.501707; 55329.889919
4.360000; 640718.800607; 57037.581813
4.370000; 641289.176425; 55875.078408
4.380000; 641847.927209; 54714.192899
4.390000; 642395.069138; 51404.018217
4.400000; 642909.109320; 50362.719684
4.410000; 643412.736517; 49226.737508
4.420000; 643905.003892; 45444.696603
4.430000; 644359.450858; 46155.799896
4.440000; 644821.008857; 49284.639057
4.450000; 645313.855248; 51651.968075
4.460000; 645830.374928; 54559.789248
4.470000; 646375.972821; 55637.676771
4.480000; 646932.349588; 52553.383716
4.490000; 647457.883426; 54513.531209
4.500000; 648003.018738; 50385.132122
4.510000; 648506.870059; 52741.479973
4.520000; 649034.284859; 52800.650108
4.530000; 649562.291360; 51696.144782
4.540000; 650079.252808; 48263.635351
4.550000; 650561.889161; 48400.319921
4.560000; 651045.892360; 50186.769492
4.570000; 651547.760055; 52437.868572
4.580000; 652072.138741; 52145.389977
4.590000; 652593.592641; 50735.067010
4.600000; 653100.943311; 45971.772690
4.610000; 653560.661038; 49663.536096
4.620000; 654057.296399; 51520.672118
4.630000; 654572.503120; 50455.113086
4.640000; 655077.054251; 49588.852525
4.650000; 655572.942776; 50473.806301
4.660000; 656077.680839; 51200.311969
4.670000; 656589.683959; 52176.445225
4.680000; 657111.448411; 52239.906266
4.690000; 657633.847474; 52544.031152
4.700000; 658159.287785; 53438.442304
4.710000; 658693.672208; 51785.294851
4.720000; 659211.525157; 50901.729022
4.730000; 659720.542447; 48385.855299
4.740000; 660204.401000; 49267.763924
4.750000; 660697.078639; 49881.085500
4.760000; 661195.889494; 50659.581158
4.770000; 661702.485306; 52457.117046
4.780000; 662227.056476; 52697.688493
4.790000; 662754.033361; 55318.598250
4.800000; 663307.219344; 55950.527040
4.810000; 663866.724614; 52481.632090
4.820000; 664391.540935; 51367.720308
4.830000; 664905.218138; 51586.572533
4.840000; 665421.083863; 49427.390679
4.850000; 665915.357770; 49932.848784
4.860000; 666414.686258; 47638.644902
4.870000; 666891.072707; 49569.926915
4.880000; 667386.771976; 50961.840571
4.890000; 667896.390382; 51276.193048
4.900000; 668409.152312; 53111.772972
4.910000; 668940.270042; 50841.354719
4.920000; 669448.683589; 53116.826506
4.930000; 669979.851854; 51768.768865
4.940000; 670497.539543; 55529.412862
4.950000; 671052.833671; 52872.432669
4.960000; 671581.557998; 50514.323983
4.970000; 672086.701238; 52144.366408
4.980000; 672608.144902; 52020.050323
4.990000; 673128.345405; 0.000000
