2 24.8304 15.344 59.8256 18.3285 16.1818 65.4897 
4 24.7396 15.2841 59.9764 18.4759 16.0602 65.464 
6 24.7087 15.4691 59.8222 18.5238 16.2178 65.2584 
8 24.7122 15.2361 60.0517 18.457 16.2589 65.2841 
10 24.8835 15.5085 59.608 18.3131 16.2178 65.4691 
12 24.7978 15.4554 59.7468 18.4947 16.2161 65.2892 
14 24.7276 15.0939 60.1785 18.5119 16.3617 65.1264 
16 24.6933 15.0545 60.2522 18.4827 16.2692 65.2481 
18 24.6933 15.308 59.9986 18.3936 16.2383 65.368 
20 24.7105 15.2961 59.9935 18.5084 16.2178 65.2738 
22 24.7002 15.111 60.1888 18.5632 16.3343 65.1025 
24 24.7242 15.0065 60.2693 18.565 16.2178 65.2172 
26 24.6488 15.099 60.2522 18.4639 15.9591 65.577 
28 24.6573 15.1624 60.1802 18.2754 16.0842 65.6404 
30 24.7636 15.0442 60.1922 18.308 16.2298 65.4622 
32 24.6676 15.2823 60.05 18.5238 16.1287 65.3474 
34 24.7344 15.1316 60.134 18.529 16.0585 65.4126 
36 24.7636 15.2224 60.014 18.4211 15.8186 65.7603 
38 24.7687 15.1487 60.0826 18.4313 16.0465 65.5222 
40 24.7242 15.1059 60.17 18.6729 15.9557 65.3714 
42 24.8441 15.1607 59.9952 18.5872 16.2675 65.1453 
44 24.815 15.2207 59.9644 18.5564 16.1578 65.2858 
46 24.8509 15.075 60.074 18.5941 15.8323 65.5736 
48 24.8989 14.9671 60.134 18.5238 16.0499 65.4263 
50 24.8527 15.3423 59.805 18.4862 16.2538 65.2601 
52 24.9023 15.3594 59.7382 18.5341 16.1458 65.32 
54 24.9486 15.1504 59.901 18.5324 16.0996 65.368 
56 24.7876 15.2447 59.9678 18.457 16.0773 65.4657 
58 24.7944 15.0699 60.1357 18.4964 16.3463 65.1573 
60 24.8064 15.2892 59.9044 18.6352 16.1904 65.1744 
62 24.9126 15.3012 59.7862 18.5564 16.1287 65.3149 
