0.4 1.00006 0.998185 -3.37454e-05 4.46962e-05 5.57565e-05 -0.000149746 -8.14062e-05 4.17148e-05 -0.00204066 8.23442e-06 0.00183119 
0.8 0.999945 0.992771 -6.33333e-05 3.59635e-05 6.32461e-05 -0.000168091 -8.84245e-05 2.89072e-05 -0.00214817 -7.23222e-06 0.00187602 
1.2 0.999648 0.983802 -9.24697e-05 2.61093e-05 7.10482e-05 -0.000187099 -9.5184e-05 1.64214e-05 -0.00221694 -2.16689e-05 0.00188138 
1.6 0.999172 0.971353 -0.000121229 1.49312e-05 7.91107e-05 -0.000206745 -0.000101702 4.25959e-06 -0.00224713 -3.48885e-05 0.00184744 
2 0.998518 0.955526 -0.000149435 2.50407e-06 8.75401e-05 -0.000226929 -0.000108013 -7.51464e-06 -0.00223894 -4.69033e-05 0.00177457 
2.4 0.997686 0.93645 -0.000177107 -1.12599e-05 9.64109e-05 -0.000247767 -0.000114113 -1.89889e-05 -0.00219297 -5.7606e-05 0.00166343 
2.8 0.996678 0.914281 -0.000204269 -2.63716e-05 0.000105634 -0.000269265 -0.000119957 -3.01989e-05 -0.00210966 -6.69275e-05 0.00151454 
3.2 0.995495 0.8892 -0.000230874 -4.27959e-05 0.000115222 -0.000291297 -0.000125629 -4.11449e-05 -0.00198981 -7.47917e-05 0.00132887 
3.6 0.994139 0.86141 -0.000257013 -6.05586e-05 0.000125271 -0.000314016 -0.000131085 -5.18284e-05 -0.00183451 -8.10458e-05 0.00110741 
4 0.992611 0.831135 -0.000282609 -7.95895e-05 0.000135828 -0.000337359 -0.000136371 -6.23218e-05 -0.00164468 -8.5768e-05 0.0008513 
4.4 0.990913 0.798618 -0.000307756 -9.99382e-05 0.000146846 -0.000361288 -0.000141383 -7.26661e-05 -0.00142158 -8.89342e-05 0.000561967 
4.8 0.989047 0.764115 -0.000332461 -0.000121427 0.000158388 -0.000385829 -0.000146184 -8.28826e-05 -0.00116669 -9.04093e-05 0.000240814 
5.2 0.987016 0.727894 -0.000356718 -0.00014395 0.000170472 -0.00041098 -0.000150793 -9.30474e-05 -0.0008814 -9.0232e-05 -0.000110523 
5.6 0.984821 0.690233 -0.000380658 -0.000167447 0.000182997 -0.000436746 -0.00015517 -0.000103161 -0.000567197 -8.84404e-05 -0.000490343 
6 0.982466 0.651413 -0.000404218 -0.000191738 0.000196008 -0.000462985 -0.00015937 -0.000113342 -0.000225766 -8.50127e-05 -0.000897052 
6.4 0.979952 0.611717 -0.000427475 -0.000216797 0.000209464 -0.000489769 -0.000163281 -0.000123597 0.000141352 -8.00808e-05 -0.00132887 
6.8 0.977283 0.571427 -0.000450536 -0.000242324 0.000223246 -0.000517047 -0.000167025 -0.00013395 0.000532624 -7.37012e-05 -0.0017841 
7.2 0.974462 0.530817 -0.000473332 -0.000268233 0.000237371 -0.000544778 -0.00017068 -0.000144508 0.000946554 -6.59424e-05 -0.00226114 
7.6 0.971491 0.490154 -0.00049592 -0.000294473 0.000251791 -0.000572974 -0.000174241 -0.000155281 0.00138175 -5.69739e-05 -0.00275844 
