0.4 0.999844 0.996615 -0.000182307 -5.64561e-05 -3.40132e-05 5.37682e-05 -0.00217102 -6.71979e-06 0.000151165 0.00139353 -9.07224e-05 
0.8 0.999376 0.986618 -0.000217296 -9.32382e-05 5.05898e-06 1.5108e-05 -0.00318218 1.82467e-05 0.000134873 0.00138052 -0.000133063 
1.2 0.998595 0.970584 -0.000250716 -0.000127021 4.33545e-05 -2.55245e-05 -0.00487565 4.6164e-05 0.000120856 0.00133882 -0.000171145 
1.6 0.997505 0.949418 -0.000282027 -0.000157208 7.94914e-05 -6.84846e-05 -0.00724584 7.65255e-05 0.0001101 0.00125487 -0.000204223 
2 0.996107 0.924279 -0.000309959 -0.000183797 0.000113981 -0.000112681 -0.0102856 0.000108896 0.000104071 0.00111136 -0.000234045 
2.4 0.994405 0.896487 -0.000335704 -0.000207047 0.000146225 -0.000157446 -0.0139833 0.00014481 0.000101225 0.000884632 -0.000258655 
2.8 0.992402 0.867428 -0.000359352 -0.000227134 0.000175603 -0.000203465 -0.0183288 0.000182553 0.000101468 0.000551242 -0.000277939 
3.2 0.990103 0.838445 -0.000380015 -0.000243035 0.000201832 -0.000248626 -0.0233072 0.000222157 0.000106643 8.62129e-05 -0.000293675 
3.6 0.987513 0.810751 -0.00039655 -0.0002544 0.000226016 -0.000291986 -0.0289018 0.00026451 0.000116395 -0.000532212 -0.000304852 
4 0.984635 0.785344 -0.00041064 -0.000262519 0.000248656 -0.000334414 -0.0350953 0.000307145 0.000129291 -0.0013213 -0.000311565 
4.4 0.981475 0.76294 -0.000423485 -0.000266613 0.000269029 -0.000373304 -0.0418666 0.00035113 0.000146236 -0.00229222 -0.000314186 
4.8 0.978039 0.743927 -0.000433401 -0.000266144 0.000288752 -0.000408948 -0.0491958 0.000396325 0.000168026 -0.00344513 -0.000313043 
5.2 0.974333 0.728345 -0.00044198 -0.000262004 0.000307633 -0.000441325 -0.0570582 0.000440773 0.000192105 -0.00477166 -0.000308514 
5.6 0.970361 0.715882 -0.000449649 -0.000254078 0.000327638 -0.000469433 -0.0654293 0.000484457 0.000218975 -0.00625456 -0.000301377 
6 0.966129 0.705906 -0.000454954 -0.000242612 0.000349297 -0.000493671 -0.0742826 0.000526391 0.000249578 -0.00786771 -0.000290676 
6.4 0.961644 0.697511 -0.000457955 -0.0002295 0.000371456 -0.000513485 -0.0835894 0.000566702 0.000282187 -0.00957858 -0.000277309 
6.8 0.956912 0.689581 -0.000460779 -0.000214316 0.000395818 -0.000528459 -0.0933206 0.000603809 0.000315874 -0.011351 -0.000262407 
7.2 0.951939 0.680875 -0.000462249 -0.000197267 0.00042345 -0.000539993 -0.103445 0.000637762 0.000350471 -0.0131476 -0.000245878 
7.6 0.946731 0.670119 -0.000461506 -0.000180088 0.000452773 -0.000548855 -0.113931 0.000669375 0.000385968 -0.014936 -0.000227599 
8 0.941296 0.656099 -0.000458819 -0.000162704 0.000484653 -0.000554286 -0.124744 0.000697473 0.000420908 -0.0166855 -0.000207636 
8.4 0.935639 0.63776 -0.000456251 -0.0001462 0.00051967 -0.000557192 -0.135852 0.00072397 0.000455341 -0.0183726 -0.000186718 
8.8 0.92977 0.614298 -0.000454068 -0.000131418 0.000556459 -0.000558237 -0.147216 0.000748664 0.000489312 -0.0199817 -0.000164364 
9.2 0.923694 0.585226 -0.000448506 -0.000119728 0.000594563 -0.00055752 -0.158802 0.000771309 0.000521375 -0.0215027 -0.000140528 
9.6 0.91742 0.55043 -0.000442296 -0.000110435 0.000634677 -0.000556026 -0.170573 0.000792878 0.000551483 -0.0229329 -0.000115158 
10 0.910957 0.510184 -0.000435482 -0.000103656 0.000675247 -0.000553508 -0.18249 0.000814076 0.000581188 -0.0242771 -8.80021e-05 
10.4 0.904311 0.465133 -0.000427402 -0.000100277 0.000715419 -0.000550016 -0.194518 0.000834278 0.000608666 -0.0255449 -5.83267e-05 
10.8 0.897493 0.416247 -0.000418662 -0.000101433 0.000755769 -0.00054537 -0.206615 0.000853109 0.000633219 -0.0267484 -2.67143e-05 
11.2 0.890509 0.364747 -0.000408566 -0.000107126 0.000795935 -0.000539121 -0.218746 0.000871141 0.000656018 -0.0279051 7.46125e-06 
11.6 0.88337 0.312015 -0.000396317 -0.000115004 0.000834789 -0.000532019 -0.230872 0.000888397 0.000676998 -0.0290345 4.48446e-05 
12 0.876083 0.259488 -0.000382446 -0.00012537 0.000873467 -0.000523192 -0.242954 0.000904973 0.000695571 -0.0301585 8.5423e-05 
12.4 0.868657 0.208565 -0.0003683 -0.00013943 0.000912545 -0.000511962 -0.254955 0.000919089 0.000711765 -0.0312943 0.000129823 
12.8 0.8611 0.160503 -0.000352491 -0.000156168 0.000950147 -0.000498411 -0.266836 0.000932294 0.000727094 -0.0324572 0.000177786 
13.2 0.85342 0.11634 -0.000335336 -0.00017388 0.000987935 -0.000481994 -0.278563 0.000944357 0.000740323 -0.0336598 0.000228396 
13.6 0.845626 0.0768248 -0.00031755 -0.000193599 0.00102695 -0.000462978 -0.290098 0.000952785 0.000752695 -0.0349027 0.000283543 
14 0.837724 0.0423727 -0.000298824 -0.000214181 0.00106505 -0.0004423 -0.301409 0.000958487 0.000764275 -0.0361801 0.000341095 
14.4 0.829723 0.013043 -0.000278679 -0.000235375 0.00110465 -0.000419208 -0.312459 0.000960817 0.000774316 -0.0374786 0.000401431 
14.8 0.821629 -0.0114585 -0.00025717 -0.000258031 0.00114541 -0.000395195 -0.323218 0.000959463 0.000784022 -0.0387741 0.000465216 
15.2 0.813449 -0.0317513 -0.000234756 -0.000281412 0.00118677 -0.000370235 -0.333653 0.000954017 0.000793219 -0.0400367 0.000530303 
15.6 0.80519 -0.0487317 -0.000210958 -0.000305337 0.00122964 -0.000344619 -0.343737 0.000943425 0.000801469 -0.0412323 0.000595781 
16 0.796857 -0.0635048 -0.000185768 -0.000328783 0.00127337 -0.000320042 -0.35344 0.000928402 0.000807908 -0.0423243 0.000662392 
16.4 0.788457 -0.0773038 -0.000160619 -0.000351656 0.00131953 -0.000298207 -0.362735 0.000910066 0.000812567 -0.0432778 0.000729659 
16.8 0.779995 -0.0913982 -0.000135498 -0.000374371 0.00136641 -0.0002793 -0.371598 0.000887956 0.000816352 -0.0440615 0.000794728 
17.2 0.771478 -0.106999 -0.00011035 -0.000396233 0.00141526 -0.000263835 -0.380004 0.000863089 0.000818275 -0.044653 0.000857812 
17.6 0.762911 -0.125167 -8.60195e-05 -0.00041745 0.00146629 -0.000253745 -0.387933 0.000837112 0.000817147 -0.0450356 0.000919395 
