0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
16 0.00740646 -0.00476949 0.00476947 0.000864206 -0.00414118 0.0041412 0.00218705 -0.00511601 0.00511603 0.000988259 -0.00538933 0.00538933 0.00151153 -0.00338733 0.00338734 0.00106433 -0.00449918 0.00449917 0.0041156 -0.00492789 0.00492789 0.00325333 -0.00465352 0.00465351 0.00329088 -0.00455908 0.00455907 -0.000795923 -0.000551932 0.00067626 -0.000746661 -0.00102159 0.000158763 -0.000790614 -0.0014229 -0.000669549 -0.000356268 -0.000880561 -0.000645086 -0.00093623 -0.000702674 
32 0.000554763 -0.000626789 0.000626796 4.35198e-05 -0.000117489 0.000117512 -0.000184798 -0.00055725 0.000557249 -0.000190737 -0.00234141 0.00234142 0.000360694 0.00133186 -0.00133185 0.00051718 0.000427024 -0.000427031 0.000375912 -0.000398241 0.00039823 0.000149985 -0.000879399 0.000879387 0.000178854 -0.000822875 0.000822869 -0.000141364 -0.000359395 -6.67541e-05 -0.000335031 4.33884e-05 -0.000141741 -9.51536e-05 -0.00104204 -0.000113472 -0.000340417 -0.000160474 -0.000350328 -0.000197284 -0.0003278 
48 0.00519861 -0.00327568 0.00327567 0.000845525 -0.00222982 0.00222985 0.00137379 -0.00431589 0.00431589 0.000764697 -0.00273141 0.00273141 0.00120788 -0.00216339 0.00216339 0.000378793 -0.00127862 0.00127862 0.00259811 -0.00328943 0.00328941 0.00258256 -0.00319706 0.00319705 0.0026005 -0.00325769 0.00325769 0.000156677 -0.000340863 -0.000829925 -0.000278789 0.000351313 -0.000552037 0.00073605 -0.0014413 0.000113878 -0.000657067 0.000184344 -2.83092e-05 0.000225666 6.79113e-05 
64 0.00224817 -0.00100431 0.00100432 0.000204952 -0.00013066 0.00013068 0.000417289 -0.00224254 0.00224254 0.000480531 0.000675985 -0.000675977 0.000681754 -0.00107962 0.00107962 0.000668459 -0.0028826 0.0028826 0.00129073 -0.00180787 0.00180787 0.000971461 -2.89562e-05 2.89542e-05 0.000957466 -8.34992e-05 8.34929e-05 -0.000968104 -0.000641821 -0.00141819 0.000288466 -0.00113406 -0.000668589 -0.000733197 -0.00174725 -0.00119975 -0.000645335 -0.000626606 -0.00064123 -0.000704663 -0.000592567 
80 0.00376436 -0.0026214 0.00262139 0.000300337 -0.00166037 0.0016604 0.00088413 -0.0033718 0.00337179 0.000713178 -0.001351 0.00135099 0.000725419 -0.00228816 0.00228817 0.000429261 -0.00273037 0.00273037 0.00161374 -0.00275222 0.00275221 0.00211172 -0.00235984 0.00235983 0.00215062 -0.00246787 0.00246786 -0.000319635 -0.00069855 -0.00160602 -0.00151884 -0.000973889 -0.00112814 0.000376201 -0.000449691 -0.000941619 -0.00104078 0.00042312 -0.00028538 0.000304571 -0.000297498 
96 0.00303357 -0.00219934 0.00219934 0.000395436 -0.00220668 0.00220671 0.000761402 -0.00294512 0.00294511 0.000418833 -0.00241391 0.0024139 0.000688277 -0.002217 0.00221701 0.000421175 -0.000760521 0.00076052 0.00157803 -0.00239936 0.00239936 0.00148317 -0.00204191 0.00204191 0.00145554 -0.00207668 0.00207668 -0.000124247 -0.000402116 -0.000376642 -0.000777771 -0.000738078 -0.00080082 0.00249695 -0.00190168 -2.68127e-05 -0.000959783 -0.000169615 0.000227451 -0.000211804 0.000217807 
112 0.00335694 -0.00242144 0.00242143 0.000426281 -0.00353802 0.00353803 0.00110123 -0.00310852 0.00310853 0.000250915 -0.00174471 0.00174472 0.00100297 -0.00376987 0.00376987 0.000481938 -0.00102135 0.00102135 0.00200948 -0.00281347 0.00281345 0.00125644 -0.00189256 0.00189256 0.00134746 -0.00197707 0.00197707 -0.000642141 -0.000768191 -9.73443e-05 0.000242453 -0.00108196 -0.000431867 0.000525395 -0.00285277 -0.00055947 -0.000717933 -0.00073789 -0.000796528 -0.000699376 -0.000793507 
128 0.00248177 -0.00199936 0.00199935 0.000148244 -0.00114309 0.0011431 0.000657868 -0.00245563 0.00245562 0.000191641 -0.00198475 0.00198475 0.000423099 -0.00186766 0.00186766 0.000546312 -0.00217394 0.00217394 0.00135244 -0.00205279 0.00205278 0.00109706 -0.00202208 0.00202207 0.00112934 -0.00193233 0.00193233 -0.000256674 -0.000643878 -0.000899435 0.000779564 0.000170522 -0.000235179 -0.000830831 -0.00267776 -0.000368135 -0.000435117 -0.000153667 -0.00091258 -0.000133016 -0.000847867 
144 0.00365413 -0.00272802 0.00272801 0.000417618 -0.00240765 0.00240767 0.00105652 -0.00370169 0.0037017 0.000430079 -0.00148585 0.00148585 0.00103544 -0.00365086 0.00365086 0.000365483 -0.00157373 0.00157372 0.00183964 -0.00286497 0.00286497 0.00172039 -0.00253804 0.00253802 0.00181449 -0.00250187 0.00250186 0.000194163 -9.38062e-05 -0.000486285 5.584e-05 0.000540413 -0.000150223 0.00144025 -0.00166775 0.000340696 -0.000315964 9.50682e-05 0.000146279 0.00011089 0.000184824 
