0 0 0 0 0 0 0 0 0 0 0 
32 -2.1486e-05 -0.00048772 -3.0603e-05 -0.000421594 -0.000179754 6.40736e-05 4.11238e-06 -0.000554792 3.35889e-05 -0.000848982 
64 6.57196e-06 0.00039604 6.69845e-05 4.79187e-05 0.000140483 -5.00926e-05 2.64998e-06 8.82839e-05 1.75801e-05 0.000123636 
96 3.58137e-05 -0.000484692 0.000195953 0.000290467 0.000129901 -9.93329e-06 3.44761e-05 6.36761e-05 2.25636e-05 8.42308e-05 
128 2.5338e-05 -0.00052749 9.1109e-05 -0.000725344 -0.000133454 0.000119091 5.4533e-05 -0.000582881 -5.34944e-06 -0.000871648 
160 2.57229e-05 0.000719486 0.000283494 -0.00052734 0.000258946 -2.75709e-05 4.8917e-05 -0.000457488 4.89918e-05 -0.000710729 
192 -4.24265e-05 0.00030708 0.000252144 -8.21461e-05 0.000205349 -0.000153457 -5.31329e-05 0.000180623 2.34097e-05 0.000259228 
224 0.000135822 -3.31275e-05 -2.89899e-05 -0.000156304 -2.83141e-05 0.000192873 0.000136673 0.000118107 9.32821e-05 0.000130518 
256 6.80854e-05 0.000401006 0.000150692 -3.43375e-05 0.000147129 4.20654e-05 6.72401e-05 8.57004e-05 4.21464e-05 0.000107477 
288 0.000247479 0.000496421 0.000511815 0.000883891 0.000549589 0.000131866 0.000243487 0.00033067 1.22014e-05 0.000489905 
320 5.34052e-05 0.000640016 0.000297465 0.000251813 0.000345106 -8.47898e-05 2.8931e-05 0.000563298 -1.21246e-05 0.000851011 
352 9.72043e-05 0.00011825 0.000442813 6.80497e-05 0.000307195 6.05472e-06 8.91541e-05 0.000264927 2.58347e-05 0.000384471 
384 -0.000170217 -3.1739e-05 1.37328e-06 3.91284e-05 2.31346e-06 -0.000242273 -0.000176514 -3.90199e-05 9.65208e-05 -0.000106791 
416 -0.000107075 0.000171629 -1.37943e-05 0.000468517 8.45935e-05 -0.000178109 -0.000107981 -8.81978e-05 3.45912e-05 -0.000149591 
448 -0.000133929 0.000299905 -0.000143746 -0.000117231 -4.35738e-05 -0.0001636 -0.000133937 -0.000133747 1.44916e-05 -0.000207866 
480 -4.4698e-05 1.51027e-05 -0.000159351 -0.000186275 -0.000151431 -2.01091e-05 -5.63768e-05 0.000198614 9.13147e-05 0.000252266 
512 9.73564e-05 0.000971532 2.08469e-05 4.16172e-05 0.00019039 4.13306e-05 8.40526e-05 0.000374521 9.5924e-05 0.000513816 
544 0.000113382 0.000161974 2.27251e-05 0.000222705 0.00011778 8.83046e-05 9.81966e-05 0.000429751 7.728e-05 0.000605985 
576 0.000127306 9.16325e-05 0.000298249 -0.000868738 0.000112628 0.000127955 0.000124581 0.000184087 4.20735e-05 0.000255095 
608 7.95724e-05 0.000808002 0.000187137 -0.000512255 0.000197703 -2.67955e-06 4.78598e-05 0.000740268 1.80351e-05 0.00110138 
640 7.43252e-05 0.000464976 0.000157471 -0.000613981 8.12321e-05 5.24449e-05 5.54274e-05 0.00046804 -3.8372e-05 0.000721242 
672 5.34295e-07 0.000688303 0.000152237 -0.000139758 0.000177354 -9.04001e-05 -1.77055e-05 0.000380529 6.91299e-06 0.000567335 
704 5.54438e-06 0.000672117 0.000103179 -0.000498195 8.71234e-05 -3.46829e-05 -4.78836e-06 0.000220816 -2.6627e-05 0.000344535 
736 -1.29887e-05 0.000170733 -6.96975e-05 -0.000690341 -9.88406e-05 3.53023e-06 -2.58591e-05 0.000255146 -2.77941e-07 0.000382854 
768 -3.39207e-05 0.00110478 -0.000455723 -0.000682398 -0.000182273 9.06223e-06 -4.27045e-05 0.000149075 -2.26009e-05 0.000234912 
800 -6.27854e-06 0.000913554 -0.000222574 -0.00109505 -0.000123444 3.63817e-05 -5.61582e-06 -2.00774e-05 -9.14684e-05 1.56231e-05 
832 2.64063e-05 0.000546213 -0.000376976 -0.000662799 -0.000246917 0.000112819 2.0548e-05 0.000148457 -1.2743e-05 0.000229056 
864 0.000155341 0.0013202 -0.000329525 0.000573139 0.000138654 0.000158108 0.00015805 9.89105e-05 -5.60465e-05 0.000176392 
896 0.000154749 0.00124065 -0.000163117 -0.000438126 7.5306e-05 0.000161331 0.000142774 0.000404252 6.09127e-05 0.000575921 
928 0.000210185 0.00168399 -0.000115783 -0.000182793 0.000160202 0.00026045 0.000238881 -0.000387653 7.78384e-05 -0.000620401 
960 0.000254514 0.00118094 -8.35447e-05 -0.000946599 -1.63462e-05 0.000418827 0.000307177 -0.000842634 5.4197e-05 -0.00129105 
992 0.000261887 0.000356934 -0.000119952 -9.21089e-05 -4.11014e-05 0.000415926 0.000306795 -0.000673668 -1.87895e-05 -0.00100111 
1024 0.000338531 0.000324677 3.76744e-05 -0.00106841 -5.37061e-05 0.000531125 0.000384634 -0.000621936 3.80268e-05 -0.000951922 
1056 0.000464652 0.00063734 1.82378e-05 -0.000810069 -1.97418e-05 0.000721736 0.000527752 -0.00084994 1.55446e-05 -0.00128269 
1088 0.000466805 -0.000423273 -4.66654e-05 -0.00135365 -0.000357755 0.000873645 0.000554368 -0.00135743 2.61002e-05 -0.00204919 
1120 0.000586436 -0.000256602 0.000211921 -0.000788868 -5.46088e-05 0.00094671 0.000687545 -0.00151999 -3.92607e-05 -0.00226035 
1152 0.000606356 0.000554301 0.000270612 -0.0019405 -6.15011e-05 0.00100867 0.000723506 -0.00183426 -9.46187e-05 -0.00270409 
1184 0.000695539 0.000464959 0.000477604 -0.000781787 0.000261085 0.000999853 0.000809521 -0.00167908 -8.16961e-06 -0.00251454 
1216 0.000577503 0.000281261 0.000334424 -0.00152369 -1.77618e-05 0.000951864 0.000694895 -0.00186817 3.03642e-06 -0.00280378 
1248 0.000385611 0.000116684 3.96224e-05 -0.00145209 -0.00022584 0.000746404 0.000485807 -0.00170181 3.2503e-05 -0.00256897 
1280 0.000299101 -8.47399e-05 0.000345561 -0.00146692 6.81666e-06 0.000507995 0.000382183 -0.00143176 -1.33688e-05 -0.00214095 
1312 -1.66558e-05 -0.000939628 0.000242991 -0.00154886 -0.000256446 0.000118298 2.53609e-05 -0.000891999 -1.27938e-05 -0.0013316 
1344 -0.000386693 -0.000567733 9.21023e-05 -0.00214913 -0.00042555 -0.000344078 -0.000366561 -0.000806091 -7.81989e-05 -0.00117004 
1376 -0.00103767 -0.000791454 -0.000836194 -0.00202239 -0.00102366 -0.00104177 -0.00103316 -0.00113151 -4.75532e-05 -0.00167349 
1408 -0.00141648 -0.000877018 -0.00105323 -0.00273293 -0.00129418 -0.001502 -0.00144493 -0.000823891 -0.000144372 -0.00116365 
1440 -0.00188294 -0.00133296 -0.00151133 -0.00304333 -0.0017576 -0.00198911 -0.00192619 -0.000981818 -0.00010019 -0.00142264 
