0 0 0 0 0 0 0 0 0 0 0 
32 -9.49489e-06 -6.8288e-05 -3.38674e-05 0.0001682 2.11302e-05 -4.57513e-05 -1.06719e-05 0 0 0 
64 1.10604e-05 -8.48606e-05 2.77009e-05 0.000149369 5.52659e-05 -4.0784e-05 1.24315e-05 0 0 0 
96 -1.40291e-05 -0.000115771 -3.78782e-05 0.000188665 2.44119e-05 -6.19899e-05 -1.57681e-05 0 0 0 
128 -5.09283e-06 -0.000152042 -3.39743e-05 0.000155348 1.06517e-05 -2.54681e-05 -5.72411e-06 0 0 0 
160 -2.65454e-06 2.81746e-05 6.2094e-05 9.05601e-05 6.92864e-05 -7.94394e-05 -2.98361e-06 0 0 0 
192 -2.23136e-05 -0.000198867 3.24369e-05 0.000101278 3.67321e-05 -9.62465e-05 -2.50796e-05 0 0 0 
224 1.86033e-05 -0.000139092 3.71454e-05 0.000193025 7.34963e-05 -3.51533e-05 2.09097e-05 0 0 0 
256 9.95003e-06 -0.000112575 3.34863e-05 0.000205222 7.40891e-05 -5.51894e-05 1.11835e-05 0 0 0 
288 2.30241e-05 -0.000121925 9.64068e-05 0.000131619 9.10585e-05 -4.52038e-05 2.58783e-05 0 0 0 
320 -4.53742e-06 -0.000165449 6.62662e-05 0.000154393 7.6718e-05 -9.39831e-05 -5.09993e-06 0 0 0 
352 7.37763e-06 -5.81511e-05 5.71088e-05 0.000188133 8.59619e-05 -7.72026e-05 8.29223e-06 0 0 0 
384 1.29019e-05 -5.96478e-06 9.97512e-05 0.000119819 9.87257e-05 -7.92242e-05 1.45013e-05 0 0 0 
416 3.08357e-05 8.48532e-05 3.48484e-05 0.000162753 7.76334e-05 -1.75554e-05 3.46585e-05 0 0 0 
448 2.28083e-05 9.18071e-05 8.37811e-05 0.000178221 0.000113849 -7.23365e-05 2.56357e-05 0 0 0 
480 -1.19203e-05 1.13887e-05 3.43175e-05 0.000150072 6.69029e-05 -9.9681e-05 -1.33981e-05 0 0 0 
512 1.16067e-06 0.000123579 5.52642e-05 0.000108014 7.48065e-05 -8.03522e-05 1.30455e-06 0 0 0 
544 1.64137e-05 8.78142e-05 5.45103e-05 8.58978e-05 6.83819e-05 -3.67385e-05 1.84484e-05 0 0 0 
576 1.80647e-05 3.19556e-05 5.61891e-05 0.000156342 8.01879e-05 -5.06174e-05 2.03042e-05 0 0 0 
608 5.26368e-06 -0.000127542 7.45338e-05 0.000155688 8.14587e-05 -7.69524e-05 5.91619e-06 0 0 0 
640 -3.33497e-05 -4.01118e-05 -7.26748e-05 0.000194864 9.47944e-06 -8.69181e-05 -3.74841e-05 0 0 0 
672 -7.69237e-06 -0.000157761 3.79424e-05 0.000150309 5.21632e-05 -7.32935e-05 -8.64592e-06 0 0 0 
704 -1.7413e-06 6.88675e-05 1.18922e-05 0.000179978 6.04919e-05 -7.20248e-05 -1.95705e-06 0 0 0 
736 -2.76955e-05 3.49184e-06 -3.61545e-05 0.000201254 3.88221e-05 -0.000109567 -3.11288e-05 0 0 0 
768 -1.54384e-05 -2.49279e-05 -6.82665e-05 0.00024783 2.94991e-05 -7.0375e-05 -1.73523e-05 0 0 0 
800 1.14038e-05 -7.00187e-05 -7.4811e-06 0.000180904 4.36554e-05 -2.38851e-05 1.28175e-05 0 0 0 
832 3.10437e-06 -6.21549e-05 -3.42758e-05 0.000159583 2.2564e-05 -2.11803e-05 3.48919e-06 0 0 0 
864 2.70398e-05 0.000166598 -9.7284e-06 0.000151738 5.246e-05 9.22865e-07 3.03919e-05 0 0 0 
896 -1.68029e-05 8.55988e-05 -3.02377e-05 0.000151231 3.15483e-05 -7.94566e-05 -1.88859e-05 0 0 0 
928 -4.11311e-05 -8.54999e-05 -7.59025e-05 -3.23898e-05 -5.97407e-05 -3.50251e-05 -4.62299e-05 0 0 0 
960 -4.74502e-05 7.60903e-05 -1.11798e-05 -8.36007e-05 -2.92855e-05 -8.17313e-05 -5.33326e-05 0 0 0 
992 -6.27564e-05 -0.00025612 1.56107e-05 -0.000231424 -8.00005e-05 -6.10158e-05 -7.05362e-05 0 0 0 
