-4.875	1.3304E-4
-4.85	1.11886E-4
-4.825	5.79099E-6
-4.8	-8.24213E-5
-4.775	-1.39428E-4
-4.75	-1.00404E-4
-4.725	-5.76801E-5
-4.7	4.11093E-5
-4.675	1.33364E-4
-4.65	2.59772E-4
-4.625	2.88312E-4
-4.6	2.66494E-4
-4.575	1.57807E-4
-4.55	-1.59186E-5
-4.525	-1.24483E-4
-4.5	-8.79417E-5
-4.475	-2.66189E-5
-4.45	2.14742E-5
-4.425	2.70047E-5
-4.4	-4.63168E-5
-4.375	-6.60326E-5
-4.35	-3.64105E-5
-4.325	2.94514E-5
-4.3	7.15011E-5
-4.275	6.0765E-5
-4.25	4.16205E-5
-4.225	6.31944E-5
-4.2	1.23269E-4
-4.175	1.25625E-4
-4.15	8.82928E-5
-4.125	2.18465E-5
-4.1	-9.21958E-5
-4.075	-1.39534E-4
-4.05	-1.13166E-4
-4.025	-5.66452E-5
-4	4.73376E-6
-3.975	9.26721E-5
-3.95	1.28333E-4
-3.925	2.0875E-4
-3.9	1.82466E-4
-3.875	1.83121E-4
-3.85	1.5731E-4
-3.825	1.72243E-4
-3.8	1.81422E-4
-3.775	2.09773E-4
-3.75	1.60285E-4
-3.725	1.46102E-4
-3.7	9.53982E-5
-3.675	1.51596E-4
-3.65	2.28387E-4
-3.625	2.55685E-4
-3.6	2.12138E-4
-3.575	1.41576E-4
-3.55	3.85699E-5
-3.525	-1.22352E-5
-3.5	-1.66272E-5
-3.475	1.3398E-5
-3.45	-8.51978E-6
-3.425	-3.84274E-5
-3.4	1.33569E-5
-3.375	5.15806E-5
-3.35	1.1721E-4
-3.325	1.3254E-4
-3.3	5.26211E-5
-3.275	1.76038E-5
-3.25	4.71304E-5
-3.225	7.74388E-5
-3.2	6.74446E-5
-3.175	2.15395E-5
-3.15	-5.09863E-5
-3.125	-6.27322E-5
-3.1	-1.92099E-5
-3.075	6.07283E-5
-3.05	9.51509E-5
-3.025	5.09872E-5
-3	-1.30904E-6
-2.975	-8.74971E-5
-2.95	-1.30246E-4
-2.925	-1.82443E-4
-2.9	-1.75065E-4
-2.875	-1.38024E-4
-2.85	-1.20912E-4
-2.825	-1.63956E-4
-2.8	-1.20393E-4
-2.775	-9.40489E-5
-2.75	1.10441E-5
-2.725	1.01197E-4
-2.7	1.58231E-4
-2.675	9.72346E-5
-2.65	9.48387E-5
-2.625	8.25657E-5
-2.6	1.6691E-4
-2.575	1.74934E-4
-2.55	1.69171E-4
-2.525	1.00234E-4
-2.5	1.21938E-4
-2.475	1.91039E-4
-2.45	2.25759E-4
-2.425	1.80183E-4
-2.4	4.17929E-5
-2.375	-8.00479E-5
-2.35	-1.82195E-4
-2.325	-1.60337E-4
-2.3	-6.38442E-5
-2.275	1.45481E-4
-2.25	2.86176E-4
-2.225	4.01688E-4
-2.2	4.12004E-4
-2.175	2.83384E-4
-2.15	8.86604E-5
-2.125	-6.70818E-6
-2.1	-6.22879E-5
-2.075	-1.47211E-4
-2.05	-1.08887E-4
-2.025	-6.81946E-5
-2	-6.61045E-5
-1.975	1.35839E-5
-1.95	8.72177E-5
-1.925	2.67992E-5
-1.9	-1.15039E-5
-1.875	-3.21747E-5
-1.85	-9.20153E-5
-1.825	-1.07564E-4
-1.8	-5.76996E-5
-1.775	-5.20813E-5
-1.75	-2.95642E-5
-1.725	3.71452E-5
-1.7	4.39429E-5
-1.675	3.33175E-5
-1.65	5.38491E-5
-1.625	8.18247E-5
-1.6	9.29805E-5
-1.575	1.15322E-4
-1.55	7.20378E-5
-1.525	7.79587E-6
-1.5	-9.18122E-5
-1.475	-2.20806E-4
-1.45	-2.43367E-4
-1.425	-2.00307E-4
-1.4	-1.49008E-4
-1.375	1.61094E-5
-1.35	1.45527E-4
-1.325	1.9786E-4
-1.3	2.15644E-4
-1.275	1.96794E-4
-1.25	1.06764E-4
-1.225	6.3128E-5
-1.2	4.28394E-6
-1.175	4.13296E-5
-1.15	6.20815E-5
-1.125	3.84511E-5
-1.1	1.11495E-5
-1.075	-7.19506E-6
-1.05	-2.91643E-5
-1.025	-5.33283E-5
-1	-5.07408E-5
-0.975	-1.00515E-4
-0.95	-1.48862E-4
-0.925	-1.26331E-4
-0.9	-6.0974E-5
-0.875	3.65989E-6
-0.85	-6.75334E-6
-0.825	-1.00411E-4
-0.8	-1.21258E-4
-0.775	-1.09782E-4
-0.75	-8.65535E-5
-0.725	2.39581E-5
-0.7	3.51259E-5
-0.675	-2.57607E-5
-0.65	-1.12203E-5
-0.625	-3.36403E-5
-0.6	-1.54722E-4
-0.575	-2.14947E-4
-0.55	-1.82438E-4
-0.525	-1.09159E-4
-0.5	4.90076E-5
-0.475	2.00612E-4
-0.45	2.46635E-4
-0.425	2.99284E-4
-0.4	4.48531E-4
-0.375	5.86597E-4
-0.35	7.98215E-4
-0.325	9.39775E-4
-0.3	0.0011
-0.275	0.00128
-0.25	0.00155
-0.225	0.00186
-0.2	0.00229
-0.175	0.00278
-0.15	0.00341
-0.125	0.00409
-0.1	0.00475
-0.075	0.00527
-0.05	0.00562
-0.025	0.0057
0	0.00552
0.025	0.00502
0.05	0.00431
0.075	0.00341
0.1	0.00256
0.125	0.0019
0.15	0.00149
0.175	0.00121
0.2	0.00103
0.225	7.5441E-4
0.25	3.00725E-4
0.275	-2.74921E-4
0.3	-9.22264E-4
0.325	-0.00163
0.35	-0.00226
0.375	-0.00281
0.4	-0.00324
0.425	-0.00356
0.45	-0.00378
0.475	-0.0039
0.5	-0.00396
0.525	-0.00393
0.55	-0.00381
0.575	-0.00364
0.6	-0.00347
0.625	-0.00324
0.65	-0.00301
0.675	-0.0028
0.7	-0.00251
0.725	-0.00222
0.75	-0.00199
0.775	-0.00174
0.8	-0.00152
0.825	-0.00132
0.85	-0.00111
0.875	-9.9314E-4
0.9	-9.57083E-4
0.925	-9.75182E-4
0.95	-0.00112
0.975	-0.00125
1	-0.00127
1.025	-0.00128
1.05	-0.00122
1.075	-0.00114
1.1	-0.00106
1.125	-0.00107
1.15	-0.00105
1.175	-0.00104
1.2	-9.88751E-4
1.225	-9.68143E-4
1.25	-8.42627E-4
1.275	-7.00518E-4
1.3	-5.49379E-4
1.325	-4.45593E-4
1.35	-3.4967E-4
1.375	-3.54858E-4
1.4	-4.3593E-4
1.425	-5.50659E-4
1.45	-6.26763E-4
1.475	-6.72889E-4
1.5	-6.41996E-4
1.525	-5.23958E-4
1.55	-3.94008E-4
1.575	-3.63846E-4
1.6	-3.85388E-4
1.625	-4.29347E-4
1.65	-4.74984E-4
1.675	-5.05484E-4
1.7	-4.76942E-4
1.725	-5.15241E-4
1.75	-5.72682E-4
1.775	-5.94006E-4
1.8	-5.33723E-4
1.825	-4.75152E-4
1.85	-3.92072E-4
1.875	-3.78285E-4
1.9	-4.02291E-4
1.925	-4.35369E-4
1.95	-4.5383E-4
1.975	-4.65892E-4
2	-4.24577E-4
2.025	-3.73668E-4
2.05	-3.4465E-4
2.075	-3.13116E-4
2.1	-2.75135E-4
2.125	-2.25516E-4
2.15	-1.68334E-4
2.175	-1.6335E-4
2.2	-2.10043E-4
2.225	-2.42597E-4
2.25	-2.00045E-4
2.275	-1.33553E-4
2.3	-8.70255E-5
2.325	-8.63286E-5
2.35	-2.11191E-4
2.375	-2.80658E-4
2.4	-3.35477E-4
2.425	-3.0354E-4
2.45	-2.96116E-4
2.475	-2.76254E-4
2.5	-2.38561E-4
2.525	-1.36689E-4
2.55	-8.27026E-5
2.575	-7.61086E-6
2.6	4.39036E-5
2.625	-5.12284E-5
2.65	-7.90359E-5
2.675	-1.46101E-4
2.7	-1.58061E-4
2.725	-1.377E-4
2.75	-5.1268E-5
2.775	-6.84286E-5
2.8	-8.25921E-5
2.825	-1.59093E-4
2.85	-1.86462E-4
2.875	-1.75943E-4
2.9	-8.07119E-5
2.925	-5.62671E-5
2.95	-1.31515E-4
2.975	-2.23719E-4
3	-2.29176E-4
3.025	-1.63039E-4
3.05	-1.83072E-5
3.075	8.33473E-5
3.1	1.15999E-4
3.125	2.40159E-5
3.15	-9.71258E-5
3.175	-1.77222E-4
3.2	-1.45305E-4
3.225	-1.35211E-4
3.25	-5.37827E-5
3.275	5.85628E-6
3.3	7.4288E-7
3.325	1.16948E-5
3.35	5.64848E-5
3.375	2.90811E-5
3.4	-4.42249E-5
3.425	-9.5186E-5
3.45	-1.25436E-4
3.475	-6.19227E-5
3.5	-1.85298E-5
3.525	1.74806E-5
3.55	-2.00828E-5
3.575	-7.07358E-5
3.6	-1.04571E-4
3.625	-7.44159E-5
3.65	-4.81785E-5
3.675	-6.98092E-5
3.7	-1.24784E-4
3.725	-1.1968E-4
3.75	-1.14142E-4
3.775	-1.91487E-5
3.8	1.20288E-4
3.825	1.6017E-4
3.85	1.51637E-4
3.875	9.16249E-5
3.9	-5.94671E-5
3.925	-2.10838E-4
3.95	-2.82574E-4
3.975	-2.96433E-4
4	-2.42691E-4
4.025	-1.56636E-4
4.05	-1.62976E-4
4.075	-1.76127E-4
4.1	-1.66811E-4
4.125	-1.25978E-4
4.15	-8.56198E-5
4.175	-5.09666E-5
4.2	-5.25569E-5
4.225	4.99156E-5
4.25	1.13076E-4
4.275	1.65916E-4
4.3	2.04344E-4
4.325	1.42253E-4
4.35	8.33397E-6
4.375	-2.60747E-5
4.4	-2.73188E-5
4.425	-3.78901E-5
4.45	-6.20778E-5
4.475	-7.19298E-5
4.5	-1.53962E-4
4.525	-1.96654E-4
4.55	-1.4481E-4
4.575	-7.42268E-5
4.6	-3.55921E-5
4.625	-1.34287E-5
4.65	-2.748E-5
4.675	-5.16011E-5
4.7	-2.06014E-5
4.725	-3.3825E-5
4.75	-5.55627E-5
4.775	-5.45406E-5
4.8	-1.00169E-5
4.825	3.88452E-7
4.85	7.89399E-5
4.875	7.28539E-6
4.9	-6.28913E-5
