0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
32 0.00156756 -0.00357295 0.00357295 0.000297674 -0.000785907 0.00078591 -6.28992e-06 -0.00369858 0.00369857 0.000378044 -0.00340178 0.00340177 0.000229733 -0.00254179 0.00254178 0.000112212 -0.000869069 0.000869071 0.000403596 -0.00275288 0.00275288 3.40536e-05 -0.00215476 0.00215477 0.00116396 -0.00386712 0.00386712 -0.000610101 -5.93768e-05 0.000201673 -0.000795275 0.00035547 0.000486365 -5.75267e-05 0.000437703 0.000275872 0.000103344 -0.000992416 -0.00012023 -0.000928637 -0.000115464 
64 0.00122778 -0.00195131 0.00195131 0.000166007 -0.00158983 0.00158983 -9.2253e-05 -0.00300685 0.00300685 0.000457098 -0.00162761 0.0016276 0.000123539 -0.00114249 0.00114249 9.01722e-05 -6.01728e-05 6.0173e-05 0.000163926 -0.00248359 0.00248358 0.000116821 -0.00102842 0.00102842 0.00106386 -0.00174497 0.00174497 -1.81849e-05 -1.85047e-05 0.000278477 -0.00060848 0.00124043 0.000492855 -0.000835852 -0.000374805 0.000865512 0.000143993 -0.000420949 -0.000113315 -0.000338117 -7.42009e-05 
96 0.0015759 -0.00219534 0.00219534 0.000136232 -0.00102162 0.00102162 -9.48659e-05 -0.00316153 0.00316152 0.000479421 -0.00202938 0.00202938 0.000249663 -0.00135111 0.00135111 7.54936e-05 -4.16126e-05 4.16151e-05 0.000116857 -0.00240403 0.00240402 0.000658375 -0.00181583 0.00181584 0.00145905 -0.00212938 0.00212938 -0.000158575 -0.000154794 0.000264133 -6.21045e-05 0.000882483 7.49989e-05 -0.000592208 0.00027665 0.00057846 4.01053e-05 -0.000429059 -0.000269139 -0.000442238 -0.00023149 
128 0.00177429 -0.00211249 0.00211249 0.000190338 -0.000629116 0.000629114 -0.000145118 -0.00301147 0.00301147 0.000560668 -0.00206084 0.00206084 0.000266132 -0.00127409 0.00127409 7.96426e-05 -0.00034546 0.000345457 0.000124861 -0.00224761 0.00224761 0.000883025 -0.00187076 0.00187076 0.00164943 -0.00206295 0.00206295 -0.00022636 6.90932e-05 0.00048911 -0.000860436 0.00108534 0.000565657 0.000903762 4.73457e-05 0.000798354 0.00012088 -0.000620127 3.15048e-05 -0.000608661 6.29051e-05 
160 0.00185822 -0.00193737 0.00193737 0.000181092 -0.00150654 0.00150654 -0.000109864 -0.00286894 0.00286894 0.00046017 -0.00196853 0.00196853 0.000348629 -0.000952972 0.000952969 9.78231e-05 0.000138163 -0.000138164 0.000169053 -0.0022721 0.0022721 0.00104065 -0.00173652 0.00173652 0.00168917 -0.00181037 0.00181037 -0.000195434 0.000102236 0.000867056 -0.000678868 0.00113164 0.000354043 0.000349135 -0.00100568 0.000859922 1.28118e-05 -0.00062357 8.22808e-05 -0.000593929 0.000136089 
192 0.00177275 -0.00181259 0.00181259 0.000131047 -0.000399134 0.000399134 -0.000110625 -0.00207472 0.00207472 0.000466925 -0.00178712 0.00178711 0.00038238 -0.000690933 0.000690933 8.7809e-05 -0.000642796 0.000642795 0.00010823 -0.00161881 0.00161881 0.00111297 -0.00187247 0.00187247 0.00166451 -0.00185511 0.00185512 -9.719e-05 -0.000117326 0.000694499 -0.00045472 0.000850165 0.000341351 0.000743489 0.000644046 0.00071339 0.00012244 -0.000388643 -0.000192877 -0.000388776 -0.000200195 
224 0.00183165 -0.00177064 0.00177065 0.000163719 -0.00208466 0.00208466 -6.57235e-05 -0.00205703 0.00205703 0.000443827 -0.0016693 0.0016693 0.000380976 -0.00110069 0.00110068 0.00010008 0.00104634 -0.00104634 0.000198075 -0.00198948 0.00198947 0.00117059 -0.00170909 0.00170909 0.00163358 -0.00170493 0.00170493 -0.00020501 0.000145482 0.00101953 -0.000986143 0.000714927 0.000727447 -0.00175742 -0.00013815 0.000586004 0.000284211 -0.000480456 4.63271e-05 -0.000493574 0.000101719 
256 0.00192653 -0.00166198 0.00166198 0.000193298 -0.00105893 0.00105893 -6.5872e-05 -0.00180109 0.00180108 0.000357663 -0.00171625 0.00171625 0.000389387 -0.00039982 0.00039982 9.66439e-05 0.00280851 -0.00280851 0.000224068 -0.00134345 0.00134345 0.0012844 -0.00180067 0.00180066 0.00170246 -0.00178749 0.00178749 -0.000571683 -0.000100723 0.00095261 -0.000749534 0.000173716 0.000618899 -0.000804742 -0.000488265 0.000272547 0.000176604 -0.000829805 -0.000223368 -0.000886359 -0.000190577 
288 0.00175797 -0.0014653 0.00146529 0.000241794 -0.000636524 0.000636525 -5.66222e-05 -0.00124476 0.00124476 0.000307271 -0.00142203 0.00142203 0.000393548 -0.000104234 0.000104237 7.6468e-05 -0.0011035 0.0011035 0.000261639 -0.00116375 0.00116375 0.00116612 -0.00159887 0.00159888 0.00149634 -0.00157066 0.00157066 -0.000551112 0.000141687 0.000793725 -0.000764741 0.000250763 0.000824153 0.000827739 -0.000378956 0.000347749 0.000383073 -0.00087297 7.73678e-06 -0.000889671 5.40108e-05 
320 0.00174919 -0.00161604 0.00161604 0.000240168 -0.000766608 0.000766606 8.53705e-06 -0.00138306 0.00138306 0.000395302 -0.00150593 0.00150593 0.000387107 -0.00018353 0.000183527 7.95611e-05 0.000347072 -0.00034707 0.000328265 -0.00119259 0.00119259 0.00113569 -0.00178696 0.00178696 0.00142093 -0.00175685 0.00175685 -0.00133697 0.000122562 0.00142039 -0.000519201 -0.000484164 0.000548886 -0.000350243 0.000910312 9.58827e-06 0.000307286 -0.00181005 1.77877e-05 -0.00183232 6.38475e-05 
352 0.00170961 -0.0018478 0.0018478 0.000201774 7.78222e-06 -7.78228e-06 1.93763e-05 -0.00182621 0.00182621 0.000406828 -0.00163006 0.00163006 0.00041465 -0.000229949 0.000229946 9.4656e-05 -0.000323386 0.000323386 0.000315805 -0.00123939 0.00123939 0.00112123 -0.00211549 0.00211549 0.0013938 -0.0020792 0.0020792 -0.00151202 0.000134242 -0.00034588 -0.000297871 -0.00108182 0.000300332 0.00254235 0.000152734 -0.00068966 0.000223424 -0.00177858 9.36867e-05 -0.00182664 0.000103147 
384 0.00178002 -0.00169431 0.00169431 0.000217755 -0.0020123 0.0020123 7.53973e-05 -0.00175311 0.0017531 0.000389896 -0.00124668 0.00124668 0.00041176 -0.00104081 0.00104081 8.86749e-05 0.0017801 -0.0017801 0.000381825 -0.00159878 0.00159877 0.00117313 -0.0018166 0.0018166 0.0013982 -0.0017268 0.00172679 -0.00162298 2.97632e-05 0.000933151 -0.000817409 -0.00173854 0.000563401 0.00215944 0.000211508 -0.000812423 0.000241436 -0.00192812 -0.000105281 -0.00194228 -4.63068e-05 
