#t    Mean    Standard Mean error       SD           
0 -0.0198942 0.008   -0.0287152
400 -0.0232951 0.008 -0.026254
800 -0.0282269 0.008  -0.028977
1100  -0.0577933 0.008 -0.0717396
1280  -0.0473347 0.008 -0.0720313
1400 -0.00769434 0.008 -0.0260017
1500 0.00388766 0.008  0.0165566
1600  0.0171619 0.008  0.0325398
2000  -0.00693986 0.008 -0.00793676
2400 -0.0173541 0.008 -0.00649348
2800   -0.00694656 0.008 -0.00292479
3200 -0.0104534 0.008  -0.00223881

