#t    Mean    Standard Mean error         SD         
0 -0.0156458 0.008   -0.0361242
400 -0.0206604 0.008 -0.0288627
800 -0.0273259 0.008  -0.0300409
1100  -0.0632839 0.008 -0.0780225
1280  -0.0525435 0.008 -0.0678917
1400 -0.0164259 0.008 -0.0208685
1500 0.00539509 0.008 0.00740607
1600 0.0137011 0.008 0.0178224
2000  -0.00628244 0.008 -0.00821261
2400 -0.0037198 0.008 -0.0123238
2800  -0.00792429 0.008 -0.00622557
3200 -0.00972593 0.008 -0.00612562

