#time (ps)	H2O
-2.8	4.79742109965636E-5
-2.825	-1.69791986254296E-4
-2.85	2.76321931271478E-5
-2.875	-8.81876151202749E-5
-2.9	-5.81455628865979E-5
-2.925	-1.9574406185567E-4
-2.95	2.51252783505155E-7
-2.975	4.58883546391753E-6
-3	-3.54495271477663E-5
-3.025	8.79808384879725E-5
-3.05	-7.40322749140893E-6
-3.075	3.47048020618557E-5
-3.1	-1.71067560137457E-5
-3.125	-1.10802852233677E-4
-3.15	-2.24739491408935E-4
-3.175	1.67864048109966E-5
-3.2	-4.33296213058419E-5
-3.225	-1.6826283161512E-4
-3.25	4.98128274914089E-6
-3.275	-4.44295883161512E-5
-3.3	2.58729422680412E-5
-3.325	7.3418089347079E-5
-3.35	3.7489689347079E-5
-3.375	5.41496096219931E-5
-3.4	-5.03279285223368E-5
-3.425	-1.67188687285223E-5
-3.45	-8.59517319587629E-5
-3.475	-2.01859711340206E-5
-3.5	-9.72635120274914E-5
-3.525	-4.96468879725086E-5
-3.55	7.02020343642612E-5
-3.575	-7.48844398625429E-5
-3.6	-2.9487747766323E-5
-3.625	3.6945076975945E-6
-3.65	4.06169711340206E-5
-3.675	2.26212192439863E-5
-3.7	-8.61422268041237E-5
-3.725	-6.7879560137457E-5
-3.75	-3.27419766323024E-5
-3.775	4.76395917525773E-5
-3.8	-1.91754027491409E-5
-3.825	-1.09005518900344E-4
-3.85	-2.00431931271478E-5
-3.875	-5.32032048109966E-5
-3.9	1.68292240549828E-5
-3.925	1.13568865979381E-4
-3.95	1.04088556701031E-5
-3.975	-4.17864728522337E-6
-4	-7.23166666666667E-5
-4.025	-8.00107628865979E-6
-4.05	7.6236852233677E-5
-4.075	7.16486597938144E-5
-4.1	-1.31480426116838E-4
-4.125	-1.03302288659794E-4
-4.15	-7.7549587628866E-5
-4.175	8.58663436426117E-5
-4.2	-1.13783704467354E-4
-4.225	-1.33448865979381E-4
-4.25	-3.68150666666667E-5
-4.275	-1.90884797250859E-5
-4.3	-5.95687670103093E-5
-4.325	-1.15315030927835E-4
-4.35	-1.28905972508591E-4
-4.375	-1.12625436426117E-4
-4.4	6.72083683848797E-5
-4.425	-3.42861910652921E-6
-4.45	-4.73838199312715E-5
-4.475	-4.0728024742268E-5
-4.5	4.76040611683849E-5
-4.525	-3.14151862542955E-6
-4.55	-6.74964041237113E-6
-4.575	8.52525498281787E-5
-4.6	-7.18194914089347E-5
-4.625	-5.16929065292096E-5
-4.65	-5.94687264604811E-5
-4.675	2.07366810996564E-6
-4.7	-6.5267787628866E-5
-4.725	4.02161883161512E-5
-4.75	-2.51720027491409E-5
-4.775	-1.19973072164948E-5
-4.8	-4.47868721649485E-5
-4.825	-6.40410426116838E-5
-4.85	-1.5449876975945E-4
-4.875	6.57769553264605E-5
-4.9	-4.27921525773196E-6
-4.925	2.22899828178694E-5
-4.95	-4.15861800687285E-5
-4.975	-7.46534089347079E-5
