time (ps)	KF /4M	time (ps)	KF /3M	time (ps)	KF /2M	time (ps)	KF /1M
0.029492967	0.00173509077730909	-5.01699999999999	-1.12659227999999E-4	0.025	0.00297833023714286	-5.113	-1.47164457142857E-4
0.054167289	0.00152608492055065	-4.99200000000001	-2.821696812E-4	0.05	0.00242278814773809	-5.08800000000002	3.95838857142854E-5
0.07884161	0.00121776590133195	-4.967	4.32849384000007E-5	0.075	0.00170671824714286	-5.06300000000001	4.26890285714279E-5
0.10351593	6.56666144353247E-4	-4.94199999999998	-9.69376320000013E-6	0.1	8.68321908928572E-4	-5.03799999999999	-1.23274171428572E-4
0.12819026	-4.14676150815584E-5	-4.91700000000001	2.46720632400001E-4	0.125	1.97582288095238E-5	-5.01300000000002	3.84903999999992E-5
0.15286458	-7.27715807819221E-4	-4.892	-4.94182656000003E-5	0.15	-7.63751097738095E-4	-4.98800000000001	-1.20819771428572E-4
0.1775389	-0.00141757931853506	-4.86699999999998	-5.29083719999997E-5	0.175	-0.00147955226309524	-4.96299999999999	-1.117064E-4
0.20221322	-0.00208272129917922	-4.842	-1.352701944E-4	0.2	-0.00214326840619048	-4.93800000000001	-1.96292571428572E-4
0.22688754	-0.00249826329849351	-4.817	1.27891447200001E-4	0.225	-0.00274254872833333	-4.91300000000001	-1.10586171428572E-4
0.25156187	-0.00283798955220779	-4.79199999999998	6.65083584E-5	0.25	-0.003279729805	-4.88799999999999	5.04845714285706E-6
0.27623619	-0.00313725811327792	-4.767	1.14534684000004E-5	0.275	-0.00376737437214286	-4.86300000000001	-1.55211085714286E-4
0.30091051	-0.00342668811113766	-4.74199999999999	-1.60468703999998E-5	0.3	-0.00413907455761905	-4.838	-2.6964228571429E-5
0.32558483	-0.0036199516843948	-4.717	-1.86827651999989E-5	0.325	-0.00434998879857143	-4.81300000000001	-1.54808457142858E-4
0.35025916	-0.00378174765113766	-4.692	-1.08439452E-4	0.35	-0.00437305337595238	-4.78800000000001	-1.33271542857144E-4
0.37493348	-0.0038997551395948	-4.66699999999999	6.88966343999998E-5	0.375	-0.00427442107714286	-4.763	1.33862857142758E-6
0.3996078	-0.00387685081075325	-4.642	-5.13259560000002E-5	0.4	-0.00407193589261905	-4.73800000000001	-1.0866514285715E-5
0.42428212	-0.00374432656329351	-4.61699999999999	-5.11120367999997E-5	0.425	-0.00382384057785714	-4.713	2.88570285714276E-5
0.44895644	-0.00360185135688312	-4.592	-1.07882675999997E-5	0.45	-0.00354592373404762	-4.68800000000001	6.83770285714287E-5
0.47363077	-0.00340825489832727	-4.567	1.390211064E-4	0.475	-0.00332688034119048	-4.66300000000001	1.92578285714286E-5
0.49830509	-0.00309152035062857	-4.54199999999999	4.10563691999994E-5	0.5	-0.00314612057571429	-4.638	8.24571428571428E-5
0.52297941	-0.00282701025730909	-4.517	1.147808376E-4	0.525	-0.00295092885738095	-4.61300000000001	-8.51329142857144E-5
0.54765373	-0.00260807149683117	-4.49199999999999	2.865476988E-4	0.55	-0.00272676923095238	-4.588	4.56916571428572E-5
0.57232806	-0.0024304994764987	-4.46699999999999	8.83691423999998E-5	0.575	-0.00251008880571429	-4.563	6.40922285714289E-5
0.59700238	-0.00220519878324156	-4.442	-6.90285024000003E-5	0.6	-0.00230208917452381	-4.53800000000001	-2.14470285714287E-4
0.6216767	-0.00207807163411948	-4.41699999999999	-1.333507824E-4	0.625	-0.0021271713152381	-4.513	8.52339428571413E-5
0.64635102	-0.00197339485511688	-4.39199999999999	1.27999871999995E-5	0.65	-0.00198595427380952	-4.488	9.43487999999997E-5
0.67102534	-0.00193349978004156	-4.36699999999999	-4.0871754E-5	0.675	-0.00190306153452381	-4.463	-2.30756685714286E-4
0.69569967	-0.00176974135670649	-4.34199999999999	4.68820043999996E-5	0.7	-0.00180261750428571	-4.438	-3.35657028571429E-4
0.72037399	-0.00165671896059429	-4.317	-7.87325219999988E-5	0.725	-0.00170170735952381	-4.41300000000001	9.86781714285707E-5
0.74504831	-0.00153946101014649	-4.29199999999999	-1.93977827999987E-5	0.75	-0.00160703635452381	-4.388	5.73485714285659E-6
0.76972263	-0.00139974782359169	-4.26699999999999	1.75434256800001E-4	0.775	-0.00156386460738095	-4.363	2.02889142857142E-5
0.79439696	-0.00130353731745039	-4.24199999999999	-1.05230663999999E-4	0.8	-0.00147460336047619	-4.338	-7.16069714285724E-5
0.81907128	-0.00136152743027844	-4.21699999999999	-1.24117092E-4	0.825	-0.00141335556738095	-4.313	-1.91444685714286E-4
0.8437456	-0.00135255148495169	-4.19200000000001	-9.71222471999994E-5	0.85	-0.00130805280047619	-4.28800000000002	-7.64830857142872E-5
0.86841992	-0.00130696620168312	-4.16699999999999	-4.67472059999994E-5	0.875	-0.0012434159597619	-4.263	-9.72979428571444E-5
0.89309424	-0.00125869317252779	-4.14199999999999	-1.93259879999996E-5	0.9	-0.001126401045	-4.238	-5.81152000000007E-5
0.91776857	-0.0011968396505174	-4.11699999999999	-6.48014004E-5	0.925	-0.00104915256940476	-4.213	-1.33901485714286E-4
0.94244289	-0.00108278989441558	-4.09199999999999	-9.09273816000004E-5	0.95	-9.72534897976191E-4	-4.188	9.29611428571423E-5
0.9671172	-9.93089415042077E-4	-4.06699999999998	-3.016612368E-4	0.975	-9.43925528595238E-4	-4.16299999999999	3.16709714285712E-5
0.9917915	-9.61106601671688E-4	-4.04200000000001	-2.332188144E-4	1	-9.13844235071429E-4	-4.13800000000002	-9.59474285714412E-6
1.0164659	-9.45763629961558E-4	-4.01699999999999	-1.046782836E-4	1.025	-9.37238390261905E-4	-4.113	-8.02582857142962E-6
1.0411402	-8.58636271118961E-4	-3.99199999999998	-6.75618371999996E-5	1.05	-9.61962407738095E-4	-4.08799999999999	-2.22387657142857E-4
1.0658145	-8.10655227861818E-4	-3.96699999999999	6.84863783999997E-5	1.075	-9.82278269761905E-4	-4.063	3.15654857142843E-5
1.0904888	-8.13989219398441E-4	-3.94199999999998	-1.471925268E-4	1.1	-9.40145346904762E-4	-4.03799999999999	-1.086384E-4
1.1151631	-7.67692081352727E-4	-3.91700000000001	1.001288376E-4	1.125	-8.98563451761905E-4	-4.01300000000002	-9.52966857142865E-5
1.1398375	-6.65056902751169E-4	-3.892	-8.10167688E-5	1.15	-8.42677731238095E-4	-3.98800000000001	4.53098285714273E-5
1.1645118	-6.21015267587532E-4	-3.86700000000001	-1.032995304E-4	1.175	-7.9259992952381E-4	-3.96300000000002	5.49075428571425E-5
1.1891861	-5.87425413116883E-4	-3.842	-1.94886252000004E-5	1.2	-7.64820503333333E-4	-3.93800000000001	-1.40495085714286E-4
1.2138604	-5.15422185282078E-4	-3.81699999999998	-1.02656307600001E-4	1.225	-7.95071134523809E-4	-3.91299999999999	-2.32333028571429E-4
1.2385348	-5.20076890332467E-4	-3.79200000000001	6.79413240000006E-5	1.25	-7.86200517404762E-4	-3.88800000000002	-2.24489942857144E-4
1.2632091	-5.36144417763117E-4	-3.767	-3.56462647200001E-4	1.275	-8.15224080523809E-4	-3.86300000000001	1.19087428571428E-4
1.2878834	-5.14698598778182E-4	-3.74199999999999	1.328672664E-4	1.3	-8.11481223404762E-4	-3.838	-1.10844685714287E-4
1.3125577	-4.6887789153974E-4	-3.717	-2.32659107999998E-5	1.325	-7.58117808904762E-4	-3.81300000000001	5.36877714285714E-5
1.337232	-5.15949392253506E-4	-3.692	-1.35152978399999E-4	1.35	-6.87436483119048E-4	-3.78800000000001	2.09204914285715E-4
1.3619064	-5.26939154306493E-4	-3.66699999999998	-3.81230387999993E-5	1.375	-6.47874246380952E-4	-3.76299999999999	8.82514285713684E-7
1.3865807	-4.99476861974026E-4	-3.642	1.35062136000001E-5	1.4	-5.65382447666667E-4	-3.73800000000001	5.03642285714279E-5
1.411255	-4.83548043278961E-4	-3.617	1.31166169200001E-4	1.425	-5.18296482785714E-4	-3.713	-4.5299428571425E-6
1.4359293	-4.73485567271688E-4	-3.592	1.19391822E-4	1.45	-5.28543970428572E-4	-3.68800000000001	-1.08001028571429E-4
1.4606037	-4.45671589277922E-4	-3.567	5.60893212000004E-5	1.475	-5.12122500214286E-4	-3.66300000000001	-4.10963428571429E-5
1.485278	-4.84592765055584E-4	-3.54199999999999	-4.62080123999998E-5	1.5	-5.15390300857143E-4	-3.638	1.69931542857142E-4
1.5099523	-5.47279608218182E-4	-3.517	-1.88761715999987E-5	1.525	-5.31839961452381E-4	-3.61300000000001	5.74570285714291E-5
1.5346266	-6.43972524517402E-4	-3.492	-9.79486200000029E-6	1.55	-5.31996788714286E-4	-3.588	7.07185142857139E-5
1.5593009	-6.84766680118441E-4	-3.467	4.22915328000012E-5	1.575	-5.27163475404762E-4	-3.56300000000001	2.20940571428566E-5
1.5839753	-6.40931055656104E-4	-3.442	5.14197288000004E-5	1.6	-5.12202563714286E-4	-3.53800000000001	-6.61811428571441E-5
1.6086496	-5.78791364331428E-4	-3.41699999999999	1.41223302E-4	1.625	-4.52390809357143E-4	-3.513	-7.13737142857157E-5
1.6333239	-5.66511401270649E-4	-3.392	1.17626256000003E-5	1.65	-4.26772713190476E-4	-3.48800000000001	2.11001142857137E-5
1.6579982	-5.11496961010909E-4	-3.367	2.04908220000003E-5	1.675	-4.03808882714286E-4	-3.463	5.39863999999987E-5
1.6826726	-4.33704991383896E-4	-3.34199999999999	7.32394872000002E-5	1.7	-3.97575004619048E-4	-3.438	-1.19200342857144E-4
1.7073469	-3.75708227591688E-4	-3.317	-8.67266532000002E-5	1.725	-4.33782792928571E-4	-3.41300000000001	1.02179999999999E-4
1.7320212	-2.58334090447169E-4	-3.29199999999999	-1.834738092E-4	1.75	-4.64067098785714E-4	-3.388	5.35451428571419E-5
1.7566955	-1.66008048430379E-4	-3.26699999999999	-7.02519443999994E-5	1.775	-4.79676789952381E-4	-3.363	-4.15509714285718E-5
1.7813698	-1.75211200709112E-4	-3.242	-2.20138974E-4	1.8	-4.87820083404762E-4	-3.338	-5.97702857142941E-6
1.8060442	-2.37376236480249E-4	-3.21699999999999	1.82282601600001E-4	1.825	-4.64705167404762E-4	-3.313	-5.99961142857147E-5
1.8307185	-1.96981674940675E-4	-3.192	-5.92732007999995E-5	1.85	-4.17609065238095E-4	-3.28800000000001	-2.776384E-4
1.8553928	-1.61900849144104E-4	-3.16699999999999	-5.74900524000002E-5	1.875	-3.45747493666667E-4	-3.263	4.83258285714287E-5
1.8800671	-9.4795674148987E-5	-3.14199999999999	6.65200800000002E-5	1.9	-2.60833515642857E-4	-3.238	-1.61942857142858E-4
1.9047415	-5.77650127006753E-5	-3.117	1.75692132000004E-5	1.925	-2.04377077561905E-4	-3.213	-3.79228571428574E-5
1.9294158	-1.68775595498182E-5	-3.09199999999999	-1.76087735999999E-5	1.95	-1.69597710280952E-4	-3.188	-1.12508685714287E-4
1.9540901	-7.45188307044156E-5	-3.06700000000001	1.314079272E-4	1.975	-1.93856495538095E-4	-3.16300000000002	2.62406857142843E-5
1.9787644	-1.40331417670753E-4	-3.04199999999999	1.20175703999995E-5	2	-2.83578271428571E-4	-3.138	-6.59122285714284E-5
2.0034387	-1.6188301189839E-4	-3.01699999999999	-2.91721320000009E-5	2.025	-3.7535345047619E-4	-3.113	-1.94194742857143E-4
2.0281131	-1.28110957640416E-4	-2.99200000000001	1.207852272E-4	2.05	-4.33157976166667E-4	-3.08800000000002	3.67610285714283E-5
2.0527874	-1.66563495735273E-4	-2.96699999999999	-1.0615374E-4	2.075	-4.65696881571429E-4	-3.063	-8.98990857142861E-5
2.0774617	-1.87937956041974E-4	-2.94199999999998	-6.6256343999998E-6	2.1	-4.61378732309524E-4	-3.03799999999999	1.30074285714274E-5
2.102136	-2.224270992E-4	-2.91700000000001	1.48767616800001E-4	2.125	-4.53088447690476E-4	-3.01300000000002	1.70424799999999E-4
2.1268104	-2.48862743607273E-4	-2.89199999999999	4.47457428000006E-5	2.15	-4.43210461047619E-4	-2.988	6.83339428571424E-5
2.1514847	-2.6163092615439E-4	-2.86699999999998	8.02900296E-5	2.175	-4.18572988428571E-4	-2.96299999999999	1.11884685714285E-4
2.176159	-2.32335480422649E-4	-2.842	-7.49024892000005E-5	2.2	-3.72608525142857E-4	-2.93800000000001	-1.5451428571543E-7
2.2008333	-2.80778572005818E-4	-2.81699999999998	1.359720252E-4	2.225	-3.36474988142857E-4	-2.91299999999999	-2.47469485714287E-4
2.2255076	-2.83415747385974E-4	-2.79200000000001	4.41875016000009E-5	2.25	-3.14363657404762E-4	-2.88800000000002	-7.02014857142868E-5
2.250182	-2.34032809332467E-4	-2.767	-7.36204391999992E-5	2.275	-2.97298655761905E-4	-2.86300000000001	1.236144E-4
2.2748563	-1.87219001295584E-4	-2.74199999999998	-1.15018200000003E-5	2.3	-2.68021173357143E-4	-2.83799999999999	-7.59645714285739E-6
2.2995306	-1.66204398151169E-4	-2.717	1.157156352E-4	2.325	-2.47704901452381E-4	-2.81300000000001	1.22275771428571E-4
2.3242049	-1.57570380024935E-4	-2.692	1.75782974400001E-4	2.35	-2.37226315333333E-4	-2.78800000000001	-6.64931428571436E-5
2.3488793	-2.47201498834597E-4	-2.66700000000001	3.32746920000007E-5	2.375	-1.89708754976191E-4	-2.76300000000002	-9.64481142857147E-5
2.3735536	-2.98390590974961E-4	-2.642	-2.49406343999991E-5	2.4	-1.41841307090476E-4	-2.73800000000001	6.5384799999999E-5
2.3982279	-3.02143526669922E-4	-2.617	4.84541640000007E-5	2.425	-6.93649045047619E-5	-2.713	-2.88406857142856E-5
2.4229022	-3.23735031144935E-4	-2.592	-1.974899124E-4	2.45	-5.96874826952381E-5	-2.68800000000001	-7.00752000000006E-5
2.4475765	-3.09269090089714E-4	-2.567	2.24058384000001E-5	2.475	-6.97014928761905E-5	-2.66300000000001	1.07087314285714E-4
2.4722509	-1.90459338974088E-4	-2.54199999999999	-5.31852947999988E-5	2.5	-1.45187574714286E-4	-2.638	-1.92007771428571E-4
2.4969252	-8.56322794603948E-5	-2.517	5.09171652000006E-5	2.525	-1.70156610119048E-4	-2.61300000000001	3.75231999999993E-5
2.5215995	4.0299939864561E-5	-2.492	-7.26284988000003E-5	2.55	-1.55101292028571E-4	-2.588	2.4605657142857E-4
2.5462738	1.27840642722857E-4	-2.46699999999999	-5.76116639999985E-6	2.575	-8.65704698047619E-5	-2.563	-5.00314285714304E-5
2.5709482	1.15421627687688E-4	-2.442	-1.690240068E-4	2.6	-2.12174069380952E-5	-2.53800000000001	1.18307428571424E-5
2.5956225	1.8979342553361E-4	-2.41699999999999	1.349053596E-4	2.625	2.07632225952381E-5	-2.513	2.23255314285713E-4
2.6202968	2.11272172168519E-4	-2.392	7.32775824000005E-5	2.65	-7.60392264761905E-6	-2.48800000000001	-1.27007771428573E-4
2.6449711	1.57492571898701E-4	-2.367	5.60981124000008E-5	2.675	-6.74178491380953E-5	-2.463	-9.12659428571441E-5
2.6696454	1.3996901544E-4	-2.34199999999999	9.0300276E-5	2.7	-1.08079642157143E-4	-2.438	-6.36806857142861E-5
2.6943198	1.1703851164987E-4	-2.317	-1.13996955600001E-4	2.725	-1.428652005E-4	-2.41300000000001	-3.06266628571429E-4
2.7189941	6.87963709371428E-5	-2.29199999999999	-4.41538019999996E-5	2.75	-1.50725185809524E-4	-2.388	1.46038285714286E-4
2.7436684	8.00492883054545E-5	-2.267	-1.90398344399999E-4	2.775	-1.49202887952381E-4	-2.36300000000001	6.92327999999994E-5
2.7683427	7.28857368109091E-5	-2.242	-1.494254916E-4	2.8	-1.27942101833333E-4	-2.338	-3.71027428571431E-5
2.7930171	7.12433672671168E-5	-2.21699999999999	6.93156816000004E-5	2.825	-1.48588311142857E-4	-2.313	1.37808914285713E-4
2.8176914	5.68425458029091E-5	-2.192	3.60072900000009E-5	2.85	-1.1758225652381E-4	-2.28800000000001	-2.69954285714332E-6
2.8423657	5.87881480101818E-5	-2.16699999999999	-4.73391467999992E-5	2.875	-6.16649225238095E-5	-2.263	3.06606857142851E-5
2.86704	1.65124713690701E-4	-2.14199999999999	-1.79029857600001E-4	2.9	-1.17762350095238E-5	-2.238	1.84452914285713E-4
2.8917143	1.87558969741091E-4	-2.117	6.71691636000004E-5	2.925	7.72882769999999E-6	-2.213	8.70108571428559E-5
2.9163887	1.30272664142338E-4	-2.09199999999999	1.68175656000008E-5	2.95	2.79738760714286E-5	-2.188	4.81861714285716E-5
2.941063	1.16924313789506E-4	-2.06699999999998	6.02871191999996E-5	2.975	-4.06868806666667E-5	-2.16299999999999	-5.96157714285723E-5
2.9657373	7.89059533764156E-5	-2.04199999999999	1.86519960000011E-5	3	-8.93551896809524E-5	-2.138	5.18217142857145E-5
2.9904116	-2.99340977828572E-5	-2.01699999999999	9.84775572000003E-5	3.025	-1.31291709057143E-4	-2.113	-1.57949257142857E-4
3.015086	-2.49256925516883E-5	-1.99200000000001	1.83655494000001E-4	3.05	-1.28717705547619E-4	-2.08800000000002	-5.26670857142856E-5
3.0397603	2.22075792685714E-5	-1.96699999999999	6.17435280000095E-6	3.075	-9.64035782809524E-5	-2.063	1.21058971428571E-4
3.0644346	1.03821968144416E-4	-1.94199999999998	-2.01377087999994E-5	3.1	-3.00952950047619E-5	-2.03799999999999	2.74545142857144E-5
3.0891089	1.39576877585455E-4	-1.91700000000001	1.346240412E-4	3.125	-7.54862454761905E-6	-2.01300000000002	1.93147314285714E-4
3.1137832	1.60675753778182E-4	-1.89199999999999	-9.34460604000002E-5	3.15	1.36282660380952E-5	-1.988	1.2834937142857E-4
3.1384576	1.16822285938286E-4	-1.86700000000001	6.96629340000006E-5	3.175	1.90764127714286E-5	-1.96300000000002	-1.38383885714286E-4
3.1631319	5.4107265763948E-5	-1.842	-4.96512323999997E-5	3.2	2.14169905714286E-5	-1.93800000000001	5.83291428571367E-6
3.1878062	-9.03806983935584E-5	-1.81699999999998	1.133097768E-4	3.225	3.62611333333331E-7	-1.91299999999999	7.35591999999992E-5
3.2124805	-6.40609957944935E-5	-1.79200000000001	-4.53347532000007E-5	3.25	-3.26736766190476E-6	-1.88800000000002	1.53581257142857E-4
3.2371549	-4.34939608669091E-5	-1.767	3.15750600000006E-5	3.275	6.48429351428571E-6	-1.86300000000001	-8.43752000000007E-5
3.2618292	-7.39835520751169E-5	-1.74199999999998	1.36761767999996E-5	3.3	1.37238855809524E-5	-1.83799999999999	-1.53808571428572E-4
3.2865035	-9.33165572509092E-6	-1.717	1.45670183999997E-5	3.325	-2.53779952381007E-8	-1.81300000000001	-9.40843428571426E-5
3.3111778	6.69371114521558E-5	-1.692	1.36663599600001E-4	3.35	4.50730893380952E-5	-1.78800000000001	-3.23291428571493E-6
3.3358521	2.32550215293506E-5	-1.66699999999998	-5.49757691999994E-5	3.375	7.41262241761905E-5	-1.76299999999999	4.20055999999995E-5
3.3605265	-2.89224662945454E-5	-1.642	1.490372136E-4	3.4	8.27660818809524E-5	-1.73800000000001	1.05611999999999E-4
3.3852008	-4.57469032706493E-5	-1.617	1.263163572E-4	3.425	7.75808089047619E-5	-1.713	1.0842297142857E-4
3.4098751	-3.74926717954286E-5	-1.592	1.480540644E-4	3.45	5.90741323333333E-5	-1.68800000000001	-5.02840000000003E-5
3.4345494	-1.77673867374546E-5	-1.567	7.38284976000003E-5	3.475	7.83730488095238E-6	-1.66300000000001	2.01234057142857E-4
3.4592238	3.04465321785974E-5	-1.54199999999999	3.47457528000003E-5	3.5	-2.4927903E-5	-1.638	1.11566742857142E-4
3.4838981	9.60295982468571E-5	-1.517	-1.282606776E-4	3.525	-7.7733975E-5	-1.61300000000001	-1.56858742857143E-4
3.5085724	7.75071370226493E-5	-1.492	-2.20862782799999E-4	3.55	-9.93148184285714E-5	-1.588	2.09701142857142E-4
3.5332467	-9.73207465122079E-6	-1.467	-1.793170368E-4	3.575	-1.60206640104762E-4	-1.56300000000001	-8.94400000000101E-6
3.557921	-1.5582101834026E-5	-1.442	-2.81640744000002E-5	3.6	-1.76633652433333E-4	-1.53800000000001	-7.32070857142873E-5
3.5825954	-4.07860911087585E-5	-1.41699999999999	1.12673880000043E-6	3.625	-1.13115074495238E-4	-1.513	-7.52336000000006E-5
3.6072697	-6.54631686780156E-5	-1.392	1.42011579599999E-4	3.65	-2.50705295761905E-5	-1.48800000000001	-1.27945257142857E-4
3.631944	-9.44658473948883E-5	-1.367	-3.85113167999995E-5	3.675	2.19207586714286E-5	-1.463	-5.47084571428572E-5
3.6566183	-7.30584727870127E-6	-1.34199999999999	-1.61296541999999E-4	3.7	1.26082314285714E-5	-1.438	2.40758514285713E-4
3.6812927	-2.31955419668571E-5	-1.317	-2.7388983599999E-5	3.725	-5.72347981857143E-5	-1.41300000000001	-8.57420571428575E-5
3.705967	-6.8919326932987E-5	-1.29199999999999	3.76600356000003E-5	3.75	-1.25905612590476E-4	-1.388	-1.02591542857143E-4
3.7306413	-2.48478117101299E-5	-1.267	2.59765308000003E-5	3.775	-1.64322429071429E-4	-1.36300000000001	-7.37672000000006E-5
3.7553156	6.51467371044156E-5	-1.242	-1.715734548E-4	3.8	-1.67109546476191E-4	-1.338	9.47246857142847E-5
3.7799899	8.3325573730909E-5	-1.21699999999999	-9.23999075999993E-5	3.825	-1.3008544397619E-4	-1.313	-1.65241142857151E-5
3.8046643	1.23987125473247E-4	-1.192	-6.33962735999999E-5	3.85	-8.8458924452381E-5	-1.28800000000001	2.05266285714286E-4
3.8293386	1.17879050881558E-4	-1.16699999999999	-5.02050779999992E-5	3.875	-4.71009790952381E-5	-1.263	3.54342857142815E-6
3.8540129	8.87660580442598E-5	-1.14199999999999	-1.454841036E-4	3.9	-1.88398435761905E-5	-1.238	2.24402285714288E-5
3.8786872	4.27751954371948E-5	-1.117	6.28849187999997E-5	3.925	-1.45340024238095E-5	-1.213	-3.97562285714291E-5
3.9033616	2.04318400276364E-5	-1.09199999999999	1.52820360000007E-5	3.95	4.65888107666667E-5	-1.188	1.53141485714285E-4
3.9280359	1.25105625052987E-4	-1.06700000000001	-1.86739739999997E-5	3.975	5.5194166447619E-5	-1.16300000000002	7.21537142857136E-5
3.9527102	9.59617975792208E-5	-1.04199999999999	-4.45508712000003E-5	4	7.49833093428571E-5	-1.138	-2.97484571428573E-5
3.9773845	-4.23878077714284E-6	-1.01699999999999	7.47134783999996E-5	4.025	1.16657878228571E-4	-1.113	-5.60099428571435E-5
4.0020588	-1.6513462425974E-5	-0.991999999999995	-3.87984959999996E-5	4.05	1.55795340538095E-4	-1.088	2.94825142857139E-5
4.0267332	1.76860072775065E-5	-0.96699999999999	-2.26666439999988E-5	4.075	1.87313819890476E-4	-1.063	7.18075428571427E-5
4.0514075	-1.17812081030649E-5	-0.941999999999984	-6.96072564000007E-5	4.1	3.09221831547619E-4	-1.03799999999999	-3.52990857142856E-5
4.0760818	1.0305071274826E-4	-0.917000000000007	-1.026123516E-4	4.125	4.17118077095238E-4	-1.01300000000002	2.21416000000002E-5
4.1007561	2.45324989669403E-4	-0.891999999999987	-1.157083092E-4	4.15	4.32311943119048E-4	-0.987999999999996	1.67379085714285E-4
4.1254305	2.61661335767377E-4	-0.86700000000001	-5.20219259999999E-5	4.175	3.73395613642857E-4	-0.963000000000019	-7.96937142857139E-5
4.1501048	1.46313451274805E-4	-0.84199999999999	-4.00146119999962E-6	4.2	2.20783782214286E-4	-0.937999999999999	1.11886171428571E-4
4.1747791	8.59635584181818E-5	-0.816999999999984	-1.44936118799999E-4	4.225	1.66010171904762E-5	-0.912999999999993	9.22747428571428E-5
4.1994534	1.904315088E-5	-0.792000000000007	-8.50900248E-5	4.25	-1.24139998714286E-4	-0.888000000000016	1.24409257142856E-4
4.2241277	-7.51125134477922E-5	-0.767000000000001	1.410152436E-4	4.275	-2.37557065795238E-4	-0.86300000000001	2.49344457142857E-4
4.2488021	-1.77445123262338E-4	-0.741999999999981	-6.26270435999994E-5	4.3	-3.22800531480952E-4	-0.837999999999991	1.51740457142857E-4
4.2734764	-2.06069370205714E-4	-0.717000000000004	1.115881668E-4	4.325	-3.33872203342857E-4	-0.813000000000013	3.357744E-4
4.2981507	-2.62274811686338E-4	-0.691999999999984	2.04306022800001E-4	4.35	-2.99637406095238E-4	-0.787999999999993	1.51400228571428E-4
4.322825	-3.34015630589299E-4	-0.667000000000007	2.221213896E-4	4.375	-2.63896865938095E-4	-0.763000000000016	3.48128114285714E-4
4.3474994	-3.16077480371221E-4	-0.642000000000001	4.88912331600001E-4	4.4	-1.72197161242857E-4	-0.73800000000001	1.68451771428572E-4
4.3721737	-1.5120506946639E-4	-0.616999999999995	4.24549026E-4	4.425	-8.86874796761905E-5	-0.713000000000005	1.64150628571428E-4
4.396848	-1.1921927906961E-4	-0.592000000000004	4.629695004E-4	4.45	-5.19202543095238E-5	-0.688000000000013	3.42418514285714E-4
4.4215223	-8.08094005355844E-5	-0.566999999999998	4.40238387600001E-4	4.475	-8.61334277571429E-5	-0.663000000000007	3.77157485714285E-4
4.4461966	9.02827412521558E-5	-0.541999999999978	6.89502607200001E-4	4.5	-1.37174733509524E-4	-0.637999999999987	5.16322857142857E-4
4.470871	1.76273502778286E-4	-0.517000000000001	7.82682001200001E-4	4.525	-1.57317562233333E-4	-0.61300000000001	7.69955085714286E-4
4.4955453	7.5897009806961E-5	-0.491999999999995	0.0010961278416	4.55	-1.5976966662381E-4	-0.588000000000005	8.68900685714286E-4
4.5202196	8.3625069854026E-5	-0.467000000000004	0.001309910778	4.575	-1.41069173352381E-4	-0.563000000000013	0.0010120136
4.5448939	1.00927827914805E-4	-0.441999999999998	0.0015898621464	4.6	-6.91029449E-5	-0.538000000000007	0.00105886262857143
4.5695683	2.96033034109091E-5	-0.416999999999992	0.0021230660088	4.625	-1.55306368904762E-5	-0.513000000000002	0.00128998777142857
4.5942426	6.47997195101298E-5	-0.392000000000001	0.0022200021756	4.65	-2.1441510252381E-5	-0.48800000000001	0.00146000994285714
4.6189169	1.69879591982338E-4	-0.366999999999995	0.0022270292748	4.675	-1.19369659095238E-5	-0.463000000000005	0.00207833897142857
4.6435912	2.02825860771429E-4	-0.34199999999999	0.0027175181616	4.7	-1.24596716095238E-5	-0.437999999999999	0.00240734594285714
4.6682655	1.80394874663377E-4	-0.316999999999998	0.002854590552	4.725	-2.53675043285714E-5	-0.413000000000007	0.00292793725714286
4.6929399	1.79830102152623E-4	-0.291999999999992	0.0026995401576	4.75	-7.22473886095238E-5	-0.388000000000002	0.00315540308571429
4.7176142	1.22515924721766E-4	-0.267000000000001	0.0023793866316	4.775	-1.03140465738095E-4	-0.36300000000001	0.00351204731428571
4.7422885	8.52249486713766E-5	-0.241999999999995	0.0019748639592	4.8	-1.2166144152381E-4	-0.338000000000005	0.00353469702857143
4.7669628	2.61253789037922E-5	-0.21699999999999	0.001891705068	4.825	-1.47133212547619E-4	-0.312999999999999	0.00344396742857143
4.7916372	1.42507936396675E-4	-0.191999999999998	0.0015276131244	4.85	-1.73376345214286E-4	-0.288000000000007	0.00304002251428571
4.8163115	2.39068942859221E-4	-0.166999999999992	0.001422211032	4.875	-9.76004841428571E-5	-0.263000000000002	0.00283853291428571
4.8409858	1.96322425736104E-4	-0.141999999999987	0.0014524688772	4.9	-7.95535664523809E-5	-0.237999999999996	0.00260411542857143
4.8656601	1.07803273267013E-4	-0.116999999999995	0.0017005902408	4.925	-4.72378149047619E-5	-0.213000000000005	0.00266097371428571
4.8903344	1.13426918301506E-4	-0.0919999999999895	0.0020206045728	4.95	-3.58642829285714E-5	-0.187999999999999	0.0022867416
4.9150088	4.74711322276364E-5	-0.0669999999999981	0.0020310192144	4.975	-5.77271281190476E-5	-0.163000000000007	0.00232681428571429
4.9396831	3.22793776051948E-5	-0.0419999999999924	0.0021247260804	5	-1.08231860104762E-4	-0.138000000000002	0.00238340217142857
