#time (ps)	MgCl2 / 4M	time (ps)	MgCl2 / 3M	time (ps)	MgCl2 / 2M	time (ps)	MgCl2 / 1M
-0.125	-1.47058057142857E-5	-5.03239999999998	2.04109514563108E-5	-5.14599999999999	-1.0558629075456E-4	-5.20399999999999	7.65367080000003E-5
-0.1	1.17290396E-4	-5.0074	-4.77339029126213E-5	-5.12100000000001	-1.0356879638952E-4	-5.17900000000001	3.51800640000005E-5
-0.075	3.076153E-4	-4.98239999999998	-5.2075922330097E-5	-5.09599999999999	-7.77691372827602E-5	-5.15399999999999	2.25786204000001E-4
-0.05	4.98733996285714E-4	-4.95740000000001	-1.93980582524029E-7	-5.07100000000001	1.26124040195979E-6	-5.12900000000001	7.52118960000001E-5
-0.025	6.48621064285714E-4	-4.9324	1.12550679611651E-5	-5.04600000000001	-1.0285053897888E-4	-5.10400000000001	-4.98221520000003E-5
0	7.12599134571429E-4	-4.90739999999998	6.42788737864077E-5	-5.02099999999999	7.79542172639998E-5	-5.07899999999999	-1.26884988E-4
0.025	6.19136192857143E-4	-4.8824	2.72097087378644E-5	-4.99600000000001	-4.22055898941601E-5	-5.05400000000001	-2.52758399999998E-5
0.05	1.65488714857143E-4	-4.8574	3.41300970873806E-6	-4.971	-3.87736432221603E-5	-5.02900000000001	2.58507840000001E-5
0.075	-6.47951940571428E-4	-4.83239999999998	7.89700194174757E-5	-4.94599999999998	7.81883250548399E-5	-5.00399999999999	-3.48315719999999E-5
0.1	-0.00172276034028571	-4.8074	-2.00764660194172E-5	-4.92100000000001	1.0522838774448E-4	-4.97900000000001	4.41594960000005E-5
0.125	-0.00306727353428571	-4.7824	-3.52793009708734E-5	-4.896	8.08762747161601E-5	-4.954	-5.0713044E-5
0.15	-0.00452030974	-4.75739999999998	1.26496310679612E-4	-4.87099999999998	9.72773027225998E-5	-4.92899999999998	-2.65125119999999E-5
0.175	-0.00585441760857143	-4.7324	1.14990640776699E-4	-4.846	-4.51619668130399E-5	-4.90400000000001	8.06603040000003E-5
0.2	-0.00700517751714286	-4.70739999999999	8.21261359223299E-5	-4.821	8.91803599671599E-5	-4.879	-8.54795280000001E-5
0.225	-0.00790857473714286	-4.6824	1.44269126213596E-5	-4.79600000000001	-1.859502248604E-5	-4.85400000000001	-2.34194759999996E-5
0.25	-0.00850398480571428	-4.6574	6.19920000000005E-5	-4.771	-4.04883908629198E-5	-4.829	1.31748960000004E-5
0.275	-0.00884069222571428	-4.63239999999999	9.76435339805826E-5	-4.74599999999999	4.94519001530399E-5	-4.804	2.55402600000006E-5
0.3	-0.00906234710285714	-4.6074	1.01540970873785E-5	-4.721	-7.94103432091201E-5	-4.77900000000001	7.44050760000002E-5
0.325	-0.00927599758571429	-4.58239999999999	1.01394174757282E-4	-4.696	-4.38222819157199E-5	-4.754	6.65728200000004E-5
0.35	-0.00951218554	-4.5574	1.04965514563107E-4	-4.67100000000001	-2.78649555861599E-5	-4.72900000000001	-2.26791E-5
0.375	-0.00972949898	-4.5324	8.81720388349517E-6	-4.646	1.0687694784228E-4	-4.704	-5.97860400000001E-5
0.4	-0.00988487313142857	-4.50739999999999	5.1702640776699E-5	-4.62099999999999	9.50587943382E-5	-4.679	1.09071216E-4
0.425	-0.00987224240285714	-4.4824	5.5407145631068E-5	-4.596	1.6764078936528E-4	-4.65400000000001	-7.82371319999997E-5
0.45	-0.00965511796571428	-4.45739999999999	-6.80316116504855E-5	-4.571	-1.0334081707488E-4	-4.629	9.64427880000002E-5
0.475	-0.0092386542	-4.43239999999999	-1.10442058252427E-4	-4.54599999999999	1.3685867910792E-4	-4.60399999999999	3.09045959999998E-5
0.5	-0.00869781784571429	-4.4074	3.18767766990293E-5	-4.521	4.56694046424002E-5	-4.579	-5.01462359999996E-5
0.525	-0.00807536460285714	-4.38239999999999	-2.37495145631067E-5	-4.49599999999999	6.97236737274E-5	-4.554	7.33731600000041E-6
0.55	-0.00744402806571428	-4.35739999999998	-1.86913398058251E-5	-4.47099999999999	9.650143763568E-5	-4.52899999999999	-1.43654640000001E-5
0.575	-0.00686744703428571	-4.33239999999999	7.45000776699028E-5	-4.446	-5.143875213708E-5	-4.504	1.44385524000001E-4
0.6	-0.00631065100857143	-4.30739999999999	-5.29231456310681E-5	-4.42099999999999	3.33070424517598E-5	-4.47899999999999	6.95343240000006E-5
0.625	-0.00586306318571429	-4.2824	-3.88045048543688E-5	-4.396	4.50761681462398E-5	-4.454	-8.99800919999999E-5
0.65	-0.00547772355714286	-4.25739999999999	-7.52749514563102E-5	-4.37099999999999	2.862120954924E-5	-4.429	-3.75951000000002E-5
0.675	-0.00509768309714286	-4.23239999999998	-7.40229902912617E-5	-4.34599999999999	7.53385836218401E-5	-4.40399999999999	-1.89555239999999E-5
0.7	-0.00473667644857143	-4.20739999999999	-4.97995339805824E-5	-4.321	8.72253760593601E-5	-4.379	1.48872528000001E-4
0.725	-0.00443976470285714	-4.18239999999999	8.83398058252456E-6	-4.29599999999999	-2.14018645856401E-5	-4.35399999999999	2.57504400000011E-6
0.75	-0.00417514809142857	-4.15740000000001	-1.08703572815534E-4	-4.27100000000001	2.59246800212398E-5	-4.32900000000002	-1.35871199999993E-6
0.775	-0.00399368163428571	-4.13239999999999	-5.29493592233009E-5	-4.24599999999999	-5.827813157628E-5	-4.304	-1.8917556E-4
0.8	-0.00384248279714286	-4.10739999999998	-1.29306407766989E-5	-4.22099999999999	-7.38726521148004E-6	-4.27899999999999	-1.71218052E-4
0.825	-0.00367461645428571	-4.08239999999999	-7.36622912621357E-5	-4.196	6.24859433351999E-5	-4.254	5.97182399999999E-5
0.85	-0.00347567734	-4.05739999999999	-2.98918834951452E-5	-4.17099999999999	1.0080975640428E-4	-4.22899999999999	7.13269560000003E-5
0.875	-0.00329011770285714	-4.03239999999998	5.34830679611651E-5	-4.14599999999999	-4.63055404719599E-5	-4.20399999999999	-2.39334000000002E-5
0.9	-0.00317695390285714	-4.0074	-2.79730485436889E-5	-4.12100000000001	4.15142977788001E-5	-4.17900000000001	-6.61755120000002E-5
0.925	-0.00312454708	-3.98239999999998	-6.94209320388349E-5	-4.09599999999999	-4.39166604492002E-5	-4.15399999999999	8.47432200000007E-5
0.95	-0.00306399500857143	-3.95739999999998	-8.5985825242718E-5	-4.07099999999998	1.2697957547352E-4	-4.12899999999999	4.8048504E-5
0.975	-0.00299681621714286	-3.93239999999999	-1.68710679611649E-5	-4.04599999999999	1.40574987075598E-5	-4.10399999999999	2.09946768000001E-4
1	-0.00297541640571429	-3.90739999999998	1.18446640776699E-4	-4.02099999999999	-2.84594177775599E-5	-4.07899999999999	-3.39949199999998E-5
1.025	-0.00295210547714286	-3.8824	4.93004271844663E-5	-3.99600000000001	-1.88511927912002E-5	-4.05400000000001	-9.40670759999993E-5
1.05	-0.00285594460857143	-3.8574	-2.09572427184461E-5	-3.971	9.90361753919992E-6	-4.02900000000001	1.57404480000003E-5
1.075	-0.00277094475428571	-3.83240000000001	-1.12749902912622E-5	-3.94600000000001	2.4507653754276E-4	-4.00400000000001	-1.30496016E-4
1.1	-0.00264688443428571	-3.8074	-3.99589514563108E-5	-3.92100000000001	3.79475246303995E-6	-3.97900000000001	7.34002800000016E-6
1.125	-0.00248900731714286	-3.78239999999998	-1.63656699029125E-5	-3.89599999999999	2.90587827499199E-5	-3.95399999999999	-6.1741392E-5
1.15	-0.00237431128	-3.7574	-3.57375145631066E-5	-3.87100000000001	5.34096700829999E-5	-3.92900000000001	-7.57610759999998E-5
1.175	-0.00233898644	-3.7324	-6.48943689320386E-5	-3.846	1.67062261211986E-6	-3.90400000000001	-5.74998239999997E-5
1.2	-0.00233945121428571	-3.70739999999999	1.00503961165049E-4	-3.821	-4.69355478253203E-5	-3.879	8.01355320000002E-5
1.225	-0.00231663575142857	-3.6824	-3.21210873786406E-5	-3.79600000000001	-4.40490355351201E-5	-3.85400000000001	1.45444560000005E-5
1.25	-0.00225297800571429	-3.6574	-8.04023300970846E-6	-3.771	-6.59460809977201E-5	-3.829	-3.61577399999993E-5
1.275	-0.00220035008285714	-3.63239999999998	1.1861545631068E-4	-3.74599999999998	6.11867063808E-5	-3.80399999999998	1.20896892E-4
1.3	-0.00210278848	-3.6074	1.31460116504855E-4	-3.721	-4.35244379724001E-5	-3.77900000000001	-7.41704879999996E-5
1.325	-0.00200624044	-3.58239999999999	8.22886601941745E-5	-3.696	-3.67438919047202E-5	-3.754	9.47572799999983E-6
1.35	-0.00197091842	-3.5574	-3.88275728155339E-5	-3.67100000000001	-1.0631925650808E-4	-3.72900000000001	-7.99972199999995E-5
1.375	-0.00195038977428571	-3.5324	-1.45296699029126E-5	-3.646	-9.09465868079994E-6	-3.704	9.59912400000015E-6
1.4	-0.00193383449714286	-3.50739999999999	1.15275844660194E-4	-3.62099999999999	-5.225016238596E-5	-3.679	-4.39343999999996E-5
1.425	-0.00191466918571429	-3.4824	1.02497242718447E-4	-3.596	5.02412478876001E-5	-3.65400000000001	-8.40855599999934E-6
1.45	-0.00187753687714286	-3.45739999999999	2.43922718446601E-5	-3.571	-1.57563123102E-5	-3.629	-1.27301279999999E-5
1.475	-0.00187325781714286	-3.4324	-1.2913759223301E-4	-3.54600000000001	1.0012459276512E-4	-3.60400000000001	-1.34163995999999E-4
1.5	-0.00184963583714286	-3.4074	8.30446601941636E-7	-3.521	2.56734124970403E-5	-3.579	1.15382040000004E-5
1.525	-0.00176824511714286	-3.38239999999999	2.28383300970876E-5	-3.49599999999999	4.12899955498799E-5	-3.554	-9.56535959999999E-5
1.55	-0.00173006111714286	-3.3574	5.00071456310682E-5	-3.471	8.36353147013998E-5	-3.52900000000001	-4.81257959999999E-5
1.575	-0.00170095830857143	-3.33239999999999	8.33120388349519E-5	-3.446	3.55169709694799E-5	-3.504	1.49539680000002E-5
1.6	-0.0016738044	-3.30739999999999	5.16648932038838E-5	-3.42099999999999	-7.86687975889203E-5	-3.479	-8.98078799999994E-5
1.625	-0.00164501511142857	-3.2824	-6.97753398058251E-5	-3.396	-1.036447894944E-5	-3.454	-8.15525519999994E-5
1.65	-0.00162131756285714	-3.25739999999999	-4.836827184466E-5	-3.37099999999999	-7.04603165666403E-5	-3.429	3.63204600000001E-5
1.675	-0.00160862590571429	-3.23239999999999	8.38038058252426E-5	-3.34599999999999	-6.20312104011598E-5	-3.40399999999999	9.91480080000001E-5
1.7	-0.00157535727714286	-3.20739999999999	-1.23112660194175E-4	-3.321	1.01058572537998E-5	-3.379	8.37085920000007E-5
1.725	-0.00152648236	-3.18239999999999	-1.19329514563107E-4	-3.29599999999999	6.27065684784002E-5	-3.354	-6.52507199999983E-6
1.75	-0.00149950892571429	-3.1574	6.29377864077671E-5	-3.271	-4.60187277857999E-5	-3.329	1.76578320000002E-5
1.775	-0.00144299560857143	-3.13239999999999	4.69527378640777E-5	-3.24599999999999	6.58627337213998E-5	-3.304	1.03093968E-4
1.8	-0.00135349813714286	-3.10739999999999	1.06227961165048E-4	-3.22099999999999	-6.90054163167599E-5	-3.27899999999999	9.67967040000004E-5
1.825	-0.00133632109428571	-3.08239999999999	1.2717786407767E-5	-3.196	-2.306881011204E-5	-3.254	1.23549228E-4
1.85	-0.0013549084	-3.05739999999999	-8.69158834951454E-5	-3.17099999999999	5.12389638129599E-5	-3.229	1.17280440000004E-5
1.875	-0.00136016714	-3.03240000000001	3.91264077669903E-5	-3.14600000000001	8.45153638837198E-5	-3.20400000000002	9.09686160000001E-5
1.9	-0.00130922831285714	-3.00739999999999	-2.19376310679608E-5	-3.12099999999999	-4.070411322516E-5	-3.179	2.83146360000005E-5
1.925	-0.00124219586514286	-2.98239999999999	-8.68089320388342E-6	-3.09599999999999	-7.436660729652E-5	-3.15399999999999	-1.12661904E-4
1.95	-0.001216157454	-2.95740000000001	9.76089320388382E-6	-3.07100000000001	6.187432141044E-5	-3.12900000000002	-1.63130868E-4
1.975	-0.00117464371371429	-2.93239999999999	1.17752504854369E-4	-3.04599999999999	1.0962495657036E-4	-3.104	-4.19600639999997E-5
2	-0.00113519539142857	-2.90739999999998	3.16471456310681E-5	-3.02099999999999	1.436330966994E-4	-3.07899999999999	1.49363400000001E-5
2.025	-0.00117966841485714	-2.88240000000001	-5.73092038834948E-5	-2.99600000000001	7.14151331586001E-5	-3.05400000000001	-3.79435919999997E-5
2.05	-0.00122914398028571	-2.85739999999999	-6.00668737864079E-5	-2.97099999999999	1.7896866477336E-4	-3.02899999999999	-9.85703519999995E-5
2.075	-0.001240691572	-2.83239999999998	3.90509126213594E-5	-2.94599999999998	1.0479571732476E-4	-3.00399999999999	4.86424320000002E-5
2.1	-0.00123944172285714	-2.8074	2.4092388349515E-5	-2.92100000000001	1.035835047324E-5	-2.97900000000001	-3.54756720000002E-5
2.125	-0.00127407038514286	-2.78239999999998	4.47707184466018E-5	-2.89599999999999	-5.77510826230802E-5	-2.95399999999999	2.67281160000005E-5
2.15	-0.001295371614	-2.75740000000001	1.6753631067961E-5	-2.87100000000001	8.56760972759988E-6	-2.92900000000001	-7.01635079999999E-5
2.175	-0.00127733871371429	-2.7324	-3.37673009708734E-5	-2.846	5.09117031838799E-5	-2.90400000000001	-1.3856286E-4
2.2	-0.00125091362	-2.70739999999998	-7.03258252427182E-5	-2.82099999999998	2.821182733908E-5	-2.87899999999999	-1.74449399999999E-5
2.225	-0.00122501922457143	-2.6824	-6.05544466019417E-5	-2.79600000000001	2.41118767612801E-5	-2.85400000000001	2.93492639999999E-5
2.25	-0.00115855251228571	-2.6574	-1.46007611650485E-4	-2.771	1.2013284186288E-4	-2.829	4.35547200000036E-6
2.275	-0.00110162231171429	-2.63240000000001	-8.8092349514563E-5	-2.74600000000001	7.318258569468E-5	-2.80400000000001	1.70926512E-4
2.3	-0.001113152638	-2.6074	-1.87269902912619E-5	-2.721	-1.0816270214904E-4	-2.77900000000001	4.49920800000057E-6
2.325	-0.00116004373114286	-2.58239999999999	-1.41742135922331E-5	-2.696	2.724475379472E-5	-2.754	1.06595160000007E-5
2.35	-0.00112846078228571	-2.5574	-1.60427184465703E-7	-2.67100000000001	1.233723543822E-4	-2.72900000000001	-4.16278439999999E-5
2.375	-0.00105309957914286	-2.5324	1.61710601941748E-4	-2.646	-4.83414202656002E-5	-2.704	-5.50400399999977E-6
2.4	-9.69968962E-4	-2.50739999999999	7.31820582524274E-5	-2.62099999999999	1.663084586394E-4	-2.679	6.61389E-5
2.425	-9.33516029714286E-4	-2.4824	1.05245475728156E-4	-2.596	-7.26028318461601E-5	-2.65400000000001	9.20520600000002E-5
2.45	-8.56532998E-4	-2.45739999999999	6.49625242718449E-5	-2.571	3.16756420873197E-5	-2.629	1.23976368E-4
2.475	-8.69753975428571E-4	-2.43239999999999	1.26433398058254E-5	-2.54599999999999	6.871982932584E-5	-2.604	1.1250732E-5
2.5	-9.36829638571428E-4	-2.4074	3.5128310679612E-5	-2.521	6.04390322843999E-5	-2.579	-1.00750799999954E-6
2.525	-9.86499108571428E-4	-2.38239999999999	1.06825631067962E-4	-2.49599999999999	4.870545175188E-5	-2.554	1.4528184E-4
2.55	-9.24543501428571E-4	-2.3574	5.86660194174756E-5	-2.471	9.50404089095998E-5	-2.52900000000001	3.04964400000024E-6
2.575	-8.87752063714285E-4	-2.33239999999999	-2.84847378640776E-5	-2.446	1.4274937043136E-4	-2.504	4.08481439999998E-5
2.6	-8.47376794571428E-4	-2.30739999999999	6.56702912621343E-6	-2.42099999999999	1.1195255183112E-4	-2.479	1.32048636E-4
2.625	-7.68055794E-4	-2.2824	4.10829902912623E-5	-2.396	2.65693957174799E-5	-2.454	-4.0612199999994E-6
2.65	-7.03085034E-4	-2.25739999999999	1.10208233009709E-4	-2.37099999999999	-3.42177340150802E-5	-2.429	1.46705640000006E-5
2.675	-7.33774883714286E-4	-2.2324	5.15139029126216E-5	-2.346	1.98654556023E-4	-2.40400000000001	7.49488320000004E-5
2.7	-7.57505122285714E-4	-2.20739999999999	1.16697669902913E-4	-2.321	2.4965205787368E-4	-2.379	-7.50152760000001E-5
2.725	-7.61956882857143E-4	-2.18239999999999	-7.52812427184469E-5	-2.29599999999999	-2.33740082267999E-5	-2.354	3.02523600000015E-6
2.75	-8.00626429428571E-4	-2.1574	4.36403883495146E-5	-2.271	-1.4438935066248E-4	-2.329	3.71923680000005E-5
2.775	-8.19485489714286E-4	-2.13239999999999	-3.74330097087247E-7	-2.24599999999999	-9.15312434374803E-5	-2.304	3.52085400000003E-5
2.8	-8.16168550571428E-4	-2.10739999999999	-6.23034174757279E-5	-2.22099999999999	2.23922263395598E-5	-2.27899999999999	1.71487896E-4
2.825	-7.66798776285714E-4	-2.08239999999999	9.5546446601942E-5	-2.196	1.6798888681344E-4	-2.254	5.88639599999997E-5
2.85	-7.26222807428571E-4	-2.05739999999999	6.98676116504859E-5	-2.17099999999999	1.1446890415884E-4	-2.229	9.56251200000008E-5
2.875	-7.39181651428571E-4	-2.03239999999998	-6.43155728155337E-5	-2.14599999999999	-5.65094533449599E-5	-2.20399999999999	1.85138748E-4
2.9	-7.89969759142857E-4	-2.00739999999999	-4.7295611650485E-5	-2.12099999999999	2.1620773755504E-4	-2.179	8.60924400000074E-6
2.925	-8.18375254571428E-4	-1.98239999999999	-8.37429902912617E-5	-2.09599999999999	2.5577072851176E-4	-2.15399999999999	1.070562E-4
2.95	-8.66695526571429E-4	-1.95740000000001	6.66706019417473E-5	-2.07100000000001	5.71664259935991E-6	-2.12900000000002	-1.5263814E-4
2.975	-8.68002985142857E-4	-1.93239999999999	1.31801941747573E-4	-2.04599999999999	1.1420292829176E-4	-2.104	1.09821084E-4
3	-8.02098031142857E-4	-1.90739999999998	-1.33783689320391E-5	-2.02099999999999	1.161897802758E-4	-2.07899999999999	1.24560804E-4
3.025	-6.62734632571428E-4	-1.88240000000001	1.06892737864078E-4	-1.99600000000001	1.2058880049216E-4	-2.05400000000001	-1.08263039999999E-5
3.05	-6.23073360285714E-4	-1.85739999999999	1.32231844660195E-5	-1.97099999999999	6.09109249518E-5	-2.02899999999999	-1.51831320000002E-5
3.075	-6.40477125142857E-4	-1.83240000000001	3.30039611650489E-5	-1.94600000000001	6.59252441786399E-5	-2.00400000000002	4.79983320000005E-5
3.1	-5.84902574E-4	-1.8074	1.85956077669903E-4	-1.92100000000001	1.0913467847436E-4	-1.97900000000001	1.13757552E-4
3.125	-5.62022617714286E-4	-1.78239999999998	1.27572116504854E-4	-1.89599999999999	4.99139872585201E-5	-1.95399999999999	1.35643392E-4
3.15	-6.05119769142857E-4	-1.75740000000001	5.78911456310683E-5	-1.87100000000001	3.370907049048E-5	-1.92900000000001	7.60593960000004E-5
3.175	-5.85838846857143E-4	-1.7324	1.55220116504854E-4	-1.846	1.386322601202E-4	-1.90400000000001	-1.35464399999999E-4
3.2	-5.56319594857143E-4	-1.70739999999998	-1.46062135922299E-6	-1.82099999999998	9.61937881304401E-5	-1.87899999999999	4.49378400000048E-6
3.225	-5.44207967142857E-4	-1.6824	-3.51157281553395E-5	-1.79600000000001	-7.00092607183201E-5	-1.85400000000001	-5.04445559999996E-5
3.25	-5.28370951142857E-4	-1.6574	1.4063067961165E-5	-1.771	-6.93240970791601E-5	-1.829	8.48991600000004E-5
3.275	-5.08065784285714E-4	-1.63239999999998	7.96536699029129E-5	-1.74599999999998	-1.1972468534796E-4	-1.80399999999998	-1.70584799999951E-6
3.3	-4.87509613142857E-4	-1.6074	1.01283029126214E-4	-1.721	1.534938149052E-5	-1.77900000000001	4.48795320000002E-5
3.325	-4.98339149428571E-4	-1.58239999999999	1.57113786407767E-5	-1.696	-2.65963610127603E-5	-1.754	1.98686544E-4
3.35	-5.4127902E-4	-1.5574	3.47728543689322E-5	-1.67100000000001	8.182373713668E-5	-1.72900000000001	1.33174116000001E-4
3.375	-5.60044231428571E-4	-1.5324	-2.86137087378639E-5	-1.646	2.33948450458801E-5	-1.704	9.47111760000002E-5
3.4	-5.46320793714286E-4	-1.50739999999999	-4.50978640776699E-5	-1.62099999999999	2.1581061229728E-4	-1.679	2.63647080000001E-5
3.425	-5.83936945714286E-4	-1.4824	1.05151106796117E-4	-1.596	2.1001797659304E-4	-1.65400000000001	5.11049280000002E-5
3.45	-6.47845507142857E-4	-1.45739999999999	-2.6250291262136E-5	-1.571	9.83007582479999E-5	-1.629	-6.68901239999998E-5
3.475	-6.29266796E-4	-1.4324	-7.71214368932037E-5	-1.54600000000001	4.86049447422E-5	-1.60400000000001	-7.08455760000002E-5
3.5	-6.15534827714286E-4	-1.4074	1.07399184466019E-4	-1.521	9.27753241060798E-5	-1.579	4.06976280000002E-5
3.525	-6.25313628285714E-4	-1.38239999999999	9.52182524271865E-6	-1.49599999999999	4.56865643757596E-5	-1.554	1.55808468000001E-4
3.55	-6.07279618E-4	-1.3574	4.74224854368933E-5	-1.471	-2.30651330263201E-5	-1.52900000000001	3.71869440000004E-5
3.575	-5.21186478E-4	-1.33239999999999	2.15192621359225E-5	-1.446	-3.00172764276009E-6	-1.504	-3.09520560000001E-5
3.6	-5.12881249428571E-4	-1.30739999999999	-7.28947572815507E-6	-1.42099999999999	6.87651800497201E-5	-1.47899999999999	-7.95416039999999E-5
3.625	-5.15123563428571E-4	-1.2824	-1.15004271844657E-5	-1.396	1.1157136061148E-4	-1.454	2.85031200000001E-5
3.65	-5.07116099428571E-4	-1.25739999999999	2.88810873786408E-5	-1.37099999999999	-8.21215810800173E-7	-1.429	-2.67823559999996E-5
3.675	-4.83858943428571E-4	-1.2324	-1.55499029126218E-6	-1.346	-2.37968730846003E-5	-1.40400000000001	-8.88166439999996E-5
3.7	-4.98496567142857E-4	-1.20739999999999	-1.17686446601941E-4	-1.321	-1.7449977992832E-4	-1.379	-4.49432639999996E-5
3.725	-5.03611320571429E-4	-1.18239999999999	-8.38939805825208E-6	-1.29599999999999	4.83916737704401E-5	-1.35399999999999	-3.53224439999997E-5
3.75	-4.95865226857143E-4	-1.1574	5.57972038834949E-5	-1.271	-4.24421490754802E-5	-1.329	-5.04825239999996E-5
3.775	-4.66450959714286E-4	-1.13239999999999	-2.01697864077667E-5	-1.24599999999999	-1.0889566790256E-4	-1.304	8.8709520000006E-6
3.8	-5.03935716285714E-4	-1.10739999999999	-4.25572427184465E-5	-1.22099999999999	-5.47162612088403E-5	-1.27899999999999	1.57443804E-4
3.825	-5.28924890285714E-4	-1.08239999999999	8.79245825242718E-5	-1.196	3.83765179643996E-6	-1.254	1.36560048E-4
3.85	-5.19244341142857E-4	-1.05739999999999	9.20076116504858E-5	-1.17099999999999	-2.54417560966799E-5	-1.22899999999999	1.92154692E-4
3.875	-4.97623306571429E-4	-1.03240000000001	-2.26275728155333E-6	-1.14600000000001	1.2551977244268E-4	-1.20400000000002	7.0879476E-5
3.9	-5.22193014285714E-4	-1.00739999999999	-6.33047766990293E-5	-1.12099999999999	8.796079320336E-5	-1.179	9.49267800000002E-5
3.925	-5.39749608857143E-4	-0.982399999999985	4.80159611650487E-5	-1.09599999999999	6.43122292428E-5	-1.15399999999999	-1.50137676E-4
3.95	-5.47707210285714E-4	-0.957399999999993	-3.47067961165047E-5	-1.071	3.55929640743598E-5	-1.129	1.80384612E-4
3.975	-5.39025632857143E-4	-0.932399999999988	1.01533631067961E-4	-1.04599999999999	-4.38921465444014E-6	-1.10399999999999	1.17448584E-4
4	-5.36114919714286E-4	-0.907399999999982	-1.54597281553398E-4	-1.02099999999999	-7.074222647184E-5	-1.07899999999999	4.99401240000005E-5
4.025	-4.72614739142857E-4	-0.882400000000005	-7.40775145631068E-5	-0.996000000000009	-1.1464050149244E-4	-1.05400000000001	7.60621080000001E-5
4.05	-3.84874003571429E-4	-0.857399999999985	1.99577708737864E-4	-0.970999999999989	1.653095170188E-5	-1.02899999999999	1.6899828E-4
4.075	-3.24164924828571E-4	-0.832400000000008	1.10745087378641E-4	-0.946000000000012	1.4054802178032E-4	-1.00400000000001	5.58346560000005E-5
4.1	-2.44373333E-4	-0.807399999999988	6.66244660194183E-6	-0.920999999999992	1.2043803997764E-4	-0.978999999999995	9.32060160000003E-5
4.125	-1.71232142085714E-4	-0.782399999999982	7.73667961165051E-5	-0.895999999999986	-3.02611897803603E-5	-0.953999999999989	4.18136160000003E-5
4.15	-9.42217435142857E-5	-0.757400000000005	-3.05314951456309E-5	-0.871000000000009	9.69132712363201E-5	-0.929000000000012	5.59038120000006E-5
4.175	-7.25878617142857E-5	-0.732399999999999	-8.37178252427181E-5	-0.846000000000003	2.12118818234396E-5	-0.904000000000006	-8.64870359999996E-5
4.2	-8.23796270857143E-5	-0.707399999999979	4.06184854368936E-5	-0.820999999999983	-3.214630905948E-5	-0.878999999999986	-9.7016376E-5
4.225	-1.05357446257143E-4	-0.682400000000002	3.20980194174755E-5	-0.796000000000006	5.46231083705999E-5	-0.854000000000009	-6.64751879999994E-5
4.25	-1.326730238E-4	-0.657399999999982	3.48231844660194E-5	-0.770999999999986	-1.2287227072428E-4	-0.828999999999989	9.51111960000002E-5
4.275	-2.40645205742857E-4	-0.632400000000005	4.8360932038835E-5	-0.746000000000009	-4.18587181412401E-5	-0.804000000000012	-2.19400800000014E-6
4.3	-3.68948684085714E-4	-0.607399999999999	9.45356504854371E-5	-0.721000000000003	-1.289921670576E-5	-0.779000000000006	1.69811879999999E-5
4.325	-4.52383229028571E-4	-0.582399999999993	1.47876116504856E-5	-0.695999999999997	1.3174140148092E-4	-0.754000000000001	-5.51715719999997E-5
4.35	-5.16565468142857E-4	-0.557400000000002	-4.20382135922328E-5	-0.671000000000006	9.70444206269999E-5	-0.729000000000009	7.96473720000001E-5
4.375	-5.90689485142857E-4	-0.532399999999996	1.09142912621358E-5	-0.646	-5.80342182235203E-5	-0.704000000000003	3.0027942E-4
4.4	-6.10068921142857E-4	-0.507399999999976	1.12811766990292E-4	-0.62099999999998	1.0257353185464E-4	-0.678999999999984	1.081071E-4
4.425	-6.01761506E-4	-0.482399999999999	-2.59944466019414E-5	-0.596000000000003	1.2683004065424E-4	-0.654000000000006	-1.71154319999999E-5
4.45	-6.37427779142857E-4	-0.457399999999993	8.80053203883497E-5	-0.570999999999997	-3.475581422544E-5	-0.629000000000001	1.55179284E-4
4.475	-6.3688807E-4	-0.432400000000002	1.20073980582525E-4	-0.546000000000006	-8.97208915680041E-7	-0.604000000000009	2.65822104E-4
4.5	-6.10287986E-4	-0.407399999999996	7.77579029126213E-5	-0.521	2.91286473785998E-5	-0.579000000000003	3.29818524E-4
4.525	-5.75479658571429E-4	-0.382399999999991	1.32990990291262E-4	-0.495999999999995	1.008195619662E-4	-0.553999999999998	2.81592384E-4
4.55	-5.42128323142857E-4	-0.357399999999999	1.42230757281554E-4	-0.471000000000003	2.3962587081048E-4	-0.529000000000006	3.8712444E-4
4.575	-5.15997952E-4	-0.332399999999993	2.24564504854369E-4	-0.445999999999997	2.6034134606172E-4	-0.504000000000001	4.72880592000001E-4
4.6	-4.37054287285714E-4	-0.307399999999988	3.32652582524272E-4	-0.420999999999992	2.0057644615932E-4	-0.478999999999995	6.45355656E-4
4.625	-3.30063083742857E-4	-0.282399999999996	2.96133902912622E-4	-0.396	3.7520002130688E-4	-0.454000000000003	7.37274828E-4
4.65	-2.793971914E-4	-0.257399999999991	4.07806951456311E-4	-0.370999999999995	3.2194846590984E-4	-0.428999999999998	8.21330556E-4
4.675	-2.86018160542857E-4	-0.232399999999999	3.75774990291262E-4	-0.346000000000003	3.5515867843764E-4	-0.404000000000006	0.00104852022
4.7	-2.57577258028571E-4	-0.207399999999993	2.7162104854369E-4	-0.320999999999997	4.7845994249592E-4	-0.379000000000001	0.001541820816
4.725	-2.67692250142857E-4	-0.182399999999988	3.95904932038835E-4	-0.295999999999992	6.6697064471268E-4	-0.353999999999995	0.001783352892
