#time (ps)	MgCl2 / 4M	time (ps)	MgCl2 / 3M	time (ps)	MgCl2 / 2M	time (ps)	MgCl2 / 1M
-4.175	-2.35580082857143E-5	-9.08239999999998	1.29133398058253E-4	-9.19599999999998	7.60629695086799E-5	-9.25399999999999	-3.10754519999999E-5
-4.15	1.64158755714286E-5	-9.0574	-3.56609708737874E-6	-9.171	4.871893439952E-5	-9.22900000000001	-6.4450679999996E-6
-4.125	-1.64989421142857E-5	-9.03239999999998	2.14647378640779E-5	-9.14599999999998	-2.53473775632031E-6	-9.20399999999999	8.34726480000002E-5
-4.1	-7.06670328571428E-5	-9.0074	5.35491262135907E-6	-9.12100000000001	5.71590718221598E-5	-9.17900000000001	2.191296E-4
-4.075	-1.01984330085714E-4	-8.9824	-1.12194174757284E-5	-9.096	-5.54994804671994E-6	-9.15400000000001	1.19723952E-4
-4.05	-7.51163770285714E-5	-8.95739999999998	4.45201165048547E-5	-9.07099999999998	-6.29431276597201E-5	-9.12899999999999	-4.13878319999998E-5
-4.025	-7.82790141885714E-5	-8.9324	8.50368932038696E-7	-9.046	-3.99944356811998E-5	-9.10400000000001	-1.46692079999996E-5
-4	-1.02901247314286E-4	-8.9074	3.85643883495144E-5	-9.021	-1.1323217766168E-4	-9.079	3.81320760000004E-5
-3.975	-1.62404260462857E-4	-8.8824	-3.8918796116505E-5	-8.99600000000001	1.90166616486E-5	-9.05400000000001	-1.1504304E-4
-3.95	-2.01293213777143E-4	-8.8574	7.71707184466022E-5	-8.971	-1.589665441518E-4	-9.02900000000001	-5.79011999999996E-5
-3.925	-2.31894376685714E-4	-8.83239999999999	7.97522330097117E-6	-8.946	-3.37568726048401E-5	-9.004	6.05074320000003E-5
-3.9	-2.07923508457143E-4	-8.8074	-2.41804660194175E-5	-8.921	5.14939084228799E-5	-8.97900000000001	-9.38596079999997E-5
-3.875	-9.41888900571428E-5	-8.7824	4.38846990291263E-5	-8.896	7.73450467297202E-5	-8.954	-8.31824639999995E-5
-3.85	1.36763845714286E-5	-8.75739999999999	8.5833786407767E-5	-8.87099999999999	-7.9866301838403E-6	-8.929	-2.28106319999995E-5
-3.825	-3.43851685714286E-6	-8.7324	-1.44625631067959E-5	-8.846	-1.9710650293488E-4	-8.90400000000001	-1.11540492E-4
-3.8	-5.48639832857143E-5	-8.70739999999999	2.41626407766989E-5	-8.821	-2.35002548365202E-5	-8.879	5.41233840000004E-5
-3.775	-8.51550408571428E-5	-8.68239999999999	3.53495533980581E-5	-8.79599999999999	-2.870455682556E-5	-8.85399999999999	5.46237480000004E-5
-3.75	-1.24863153428571E-4	-8.6574	5.2939922330097E-5	-8.771	-1.1213150333616E-4	-8.829	-1.28403708E-4
-3.725	-1.36759552E-4	-8.63239999999999	-3.01267572815535E-5	-8.74599999999999	7.49598437926798E-5	-8.804	1.04603196E-4
-3.7	-5.35911528571429E-5	-8.6074	-2.63928932038835E-5	-8.721	8.29097031193201E-5	-8.77900000000001	-5.89480319999996E-5
-3.675	8.91532857142899E-8	-8.58239999999999	-4.7526291262136E-5	-8.696	1.28636715437999E-5	-8.754	-1.43612604E-4
-3.65	-3.45012508571429E-5	-8.55739999999999	-5.07662912621358E-5	-8.67099999999999	4.27093506377999E-5	-8.72899999999999	-5.54604E-6
-3.625	-5.28663407142857E-5	-8.5324	-1.94966213592231E-5	-8.646	1.27913555246402E-5	-8.704	-1.1987718E-4
-3.6	-7.98559941428571E-5	-8.50739999999999	8.62301359223302E-5	-8.62099999999999	-4.06599881965198E-5	-8.679	6.89146320000004E-5
-3.575	-1.11858214771429E-4	-8.4824	-2.41888543689317E-5	-8.596	-1.069173957852E-5	-8.65400000000001	-7.37080919999995E-5
-3.55	-1.04472921485714E-4	-8.45739999999999	-2.81093592233011E-5	-8.571	-1.0411177938084E-4	-8.629	-2.2951656E-5
-3.525	-7.58244754857143E-5	-8.43239999999999	4.36624077669906E-5	-8.54599999999999	-7.02421428139201E-5	-8.60399999999999	7.2072756E-5
-3.5	-3.48754203428571E-5	-8.4074	-1.44122330097086E-5	-8.521	-1.1378986899588E-4	-8.579	4.4901228E-5
-3.475	-1.07605533428571E-5	-8.38239999999999	-3.73826796116502E-5	-8.49599999999999	6.91402427931599E-5	-8.554	1.55899320000001E-5
-3.45	-1.32625871428571E-5	-8.35739999999998	-3.85444660194173E-5	-8.47099999999999	-8.08505351161201E-5	-8.52899999999999	-2.67281159999999E-5
-3.425	-2.01548220857143E-5	-8.33239999999999	-4.53075728155323E-6	-8.446	2.087849271816E-5	-8.504	-3.406272E-5
-3.4	-4.56019197142856E-6	-8.30739999999999	7.32816699029127E-5	-8.42099999999999	4.32462051529199E-5	-8.47899999999999	3.66581040000006E-5
-3.375	7.92598248571429E-6	-8.28239999999998	1.84176699029128E-5	-8.39599999999998	-9.28022894013602E-5	-8.45399999999999	-1.1096148E-4
-3.35	2.18406377142857E-5	-8.25739999999999	6.15809708737863E-6	-8.37099999999999	6.34530168795599E-5	-8.429	6.6267720000004E-6
-3.325	6.05009032571428E-5	-8.23239999999998	-3.27418252427185E-5	-8.34599999999999	3.91817997370802E-5	-8.40399999999999	-6.39720119999997E-5
-3.3	8.55608382E-5	-8.20740000000001	1.8133514563107E-5	-8.32100000000001	-1.3595779310652E-4	-8.37900000000001	5.27823E-5
-3.275	7.10393598E-5	-8.18239999999999	2.34968155339807E-5	-8.29599999999999	-4.48837339935601E-5	-8.35399999999999	-3.05777999999948E-6
-3.25	4.42312837142857E-5	-8.15739999999998	-5.06656310679613E-5	-8.27099999999998	-6.18240679056002E-5	-8.32899999999999	-6.39665879999996E-5
-3.225	3.29748564571429E-5	-8.1324	1.9952737864078E-5	-8.24600000000001	7.955252385696E-5	-8.30400000000001	-3.84371759999998E-5
-3.2	-3.82966928285714E-5	-8.10739999999998	1.0455867961165E-4	-8.22099999999999	1.77701295895199E-5	-8.27899999999999	1.3597968E-4
-3.175	-9.43309534285714E-5	-8.08240000000001	4.49321941747576E-5	-8.19600000000001	4.85608197135598E-5	-8.25400000000001	-7.55847960000003E-5
-3.15	-1.44820221171429E-4	-8.0574	3.57448543689321E-5	-8.171	-1.02566177683202E-5	-8.22900000000001	-1.79204891999999E-4
-3.125	-1.67225227285714E-4	-8.03239999999998	-3.60048932038836E-5	-8.14599999999998	4.11465892067999E-5	-8.20399999999999	-1.23177684E-4
-3.1	-1.90528837142857E-4	-8.0074	-7.16228737864079E-5	-8.12100000000001	-8.64691220962803E-5	-8.17900000000001	-1.26836172E-4
-3.075	-1.68570562285714E-4	-7.9824	4.72358446601943E-5	-8.096	1.684840676904E-4	-8.15400000000001	-7.3817928E-5
-3.05	-1.56355073942857E-4	-7.95739999999998	4.44173592233009E-5	-8.07099999999998	1.7467750573812E-4	-8.12899999999999	1.41918960000003E-5
-3.025	-1.32305212114286E-4	-7.9324	-4.86356504854369E-5	-8.046	-2.2082493152412E-4	-8.10400000000001	8.54090160000001E-5
-3	-1.25172631085714E-4	-7.9074	4.14342524271848E-5	-8.021	3.971987994744E-5	-8.079	6.69226680000003E-5
-2.975	-1.07621812857143E-4	-7.88239999999998	-5.45756504854366E-5	-7.99599999999998	-1.0524554747784E-4	-8.05399999999998	7.73177640000002E-5
-2.95	-1.61113150685714E-4	-7.8574	3.56882330097091E-5	-7.971	-1.1458779659712E-4	-8.02900000000001	-1.2554526E-4
-2.925	-1.715398982E-4	-7.83239999999999	1.36397708737864E-4	-7.946	3.94208103088801E-5	-8.004	-9.2803284E-5
-2.9	-1.421884392E-4	-7.8074	8.28265631067965E-5	-7.921	1.3928555568312E-4	-7.97900000000001	-1.36370208E-4
-2.875	-1.01898567714286E-4	-7.7824	-7.27511067961162E-5	-7.896	-7.16418867780025E-6	-7.954	-5.79378119999997E-5
-2.85	-4.57239235142857E-5	-7.75739999999999	4.23297087378642E-5	-7.87099999999999	1.385464614534E-4	-7.929	-3.38823719999997E-5
-2.825	-2.42090595428571E-5	-7.7324	3.91673009708736E-5	-7.846	7.73254356058801E-5	-7.90400000000001	-1.50071232E-4
-2.8	-7.48019180857143E-5	-7.70739999999999	3.61758058252429E-5	-7.821	6.90605726025598E-5	-7.879	-5.00296199999993E-5
-2.775	-1.06234469985714E-4	-7.6824	5.79739805825219E-6	-7.796	1.03951213304398E-5	-7.85400000000001	-1.27808424E-4
-2.75	-1.03399176828571E-4	-7.6574	1.21490563106796E-4	-7.771	2.526035320116E-5	-7.829	-2.68149000000001E-5
-2.725	-1.27388641957143E-4	-7.63239999999999	9.7186368932039E-5	-7.74599999999999	3.08090755526401E-5	-7.804	-7.77652439999993E-5
-2.7	-1.16044659028571E-4	-7.6074	1.26883223300971E-4	-7.721	2.03342840315972E-6	-7.77900000000001	-6.4883244E-5
-2.675	-1.30096444471429E-4	-7.58239999999999	7.41393786407769E-5	-7.696	-1.05471075402001E-5	-7.754	1.2452148E-4
-2.65	-1.54345181142857E-4	-7.55739999999999	6.13198834951456E-5	-7.67099999999999	6.42141736235998E-5	-7.72899999999999	-1.07435879999994E-5
-2.625	-1.29126960571429E-4	-7.5324	2.98352621359226E-5	-7.646	7.19299251593999E-5	-7.704	1.45314384E-4
-2.6	-9.90245273714286E-5	-7.50739999999999	9.75365825242718E-5	-7.62099999999999	-3.9393845013601E-6	-7.679	8.08026840000001E-5
-2.575	-6.83630436857143E-5	-7.48239999999998	6.26829902912622E-5	-7.59599999999999	-3.25789794792E-5	-7.65399999999999	1.13155488E-4
-2.55	-7.54927550857143E-5	-7.45739999999999	-1.3077332038835E-4	-7.571	-3.075759635256E-5	-7.629	1.81839600000026E-6
-2.525	-7.93484292857143E-5	-7.43239999999999	-4.93759223300958E-6	-7.54599999999999	1.0562551300224E-4	-7.60399999999999	2.03183040000006E-5
-2.5	-1.31918320971429E-4	-7.4074	5.92165048543692E-5	-7.521	-1.19505285900034E-6	-7.579	8.33980680000007E-5
-2.475	-1.54037871914286E-4	-7.38239999999999	3.86398834951457E-5	-7.49599999999999	3.66875099236799E-5	-7.554	-9.70828199999997E-5
-2.45	-1.48120462971429E-4	-7.35739999999998	2.5602291262136E-5	-7.47099999999999	1.7620472200716E-4	-7.52899999999999	-1.080054E-5
-2.425	-1.09908343428571E-4	-7.33239999999999	-8.35794174757284E-5	-7.446	1.66296201687E-4	-7.504	-1.00221959999998E-5
-2.4	-9.89011742857143E-5	-7.30739999999999	-1.10167339805825E-4	-7.42099999999999	2.914948419768E-5	-7.47899999999999	2.20133039999999E-5
-2.375	-3.49826348571428E-5	-7.28240000000001	-1.18333398058252E-4	-7.39600000000001	1.1372735853864E-4	-7.45400000000002	-3.27040080000001E-5
-2.35	-2.91957934285714E-5	-7.25739999999999	1.70514174757281E-5	-7.37099999999999	7.81748424071998E-5	-7.429	5.73018480000004E-5
-2.325	-8.03748745714286E-5	-7.23239999999998	-5.02179029126212E-5	-7.34599999999999	1.1804793425964E-4	-7.40399999999999	1.44853344E-4
-2.3	-1.10845023142857E-4	-7.20739999999999	-1.03699922330097E-4	-7.321	9.74611570086001E-5	-7.379	-8.20868159999993E-5
-2.275	-1.22803804142857E-4	-7.18239999999999	7.73479223300973E-5	-7.29599999999999	-3.00246305990402E-5	-7.35399999999999	4.94180640000001E-5
-2.25	-1.638770848E-4	-7.15739999999998	3.00103689320388E-5	-7.27099999999999	2.66772568986E-5	-7.32899999999999	1.26704640000001E-5
-2.225	-1.46154764542857E-4	-7.1324	-2.22364660194171E-5	-7.24600000000001	4.12863184641597E-5	-7.30400000000001	-3.28396079999993E-5
-2.2	-1.34588273371429E-4	-7.10739999999998	-3.03322718446599E-5	-7.22099999999999	-4.813182637956E-5	-7.27899999999999	9.45362519999999E-5
-2.175	-1.66153275857143E-4	-7.08239999999998	-1.0787627184466E-4	-7.19599999999998	2.15906216525999E-5	-7.25399999999999	-2.56094160000001E-5
-2.15	-1.87168949571429E-4	-7.05739999999999	-9.72471844660194E-5	-7.17099999999999	-1.73779071127201E-5	-7.22899999999999	-9.51627239999995E-5
-2.125	-1.54622936228571E-4	-7.03239999999998	1.20309902912622E-5	-7.14599999999999	-1.7133748620912E-4	-7.20399999999999	-1.29510204E-4
-2.1	-1.23999338971429E-4	-7.0074	-1.23976660194175E-4	-7.12100000000001	2.82155044248001E-5	-7.17900000000001	-6.07542239999998E-5
-2.075	-6.12785408E-5	-6.9824	4.95394951456314E-5	-7.096	1.2705679427364E-4	-7.15400000000001	-1.25603567999999E-4
-2.05	2.61294142857143E-6	-6.95740000000001	1.58749514563105E-5	-7.07100000000001	2.38949287037998E-5	-7.12900000000001	-5.90917679999998E-5
-2.025	3.8521325E-5	-6.9324	-5.62753398058253E-5	-7.04600000000001	2.29008898641599E-5	-7.10400000000001	-1.44858768E-4
-2	3.1159981E-5	-6.90739999999998	-3.25782524271843E-5	-7.02099999999999	-1.5784871009292E-4	-7.07899999999999	-1.29065436E-4
-1.975	5.06794071428572E-6	-6.8824	-1.13425165048543E-4	-6.99600000000001	-9.3796328241E-5	-7.05400000000001	-1.37337036E-4
-1.95	-7.88678562857143E-5	-6.8574	-1.05976310679608E-5	-6.971	-5.16875682707992E-6	-7.02900000000001	-4.4612399999982E-7
-1.925	-1.36852071142857E-4	-6.83239999999999	5.67293592233012E-5	-6.946	-1.0868607401652E-4	-7.004	5.54237880000004E-5
-1.9	-1.40018046885714E-4	-6.8074	4.1867300970874E-5	-6.92100000000001	1.876784551488E-5	-6.97900000000001	4.97896080000003E-5
-1.875	-9.46385131857143E-5	-6.7824	8.1408932038839E-6	-6.896	-2.31202893121201E-5	-6.954	-7.35087599999998E-5
-1.85	-4.85071321314286E-5	-6.75739999999998	-5.57605048543689E-5	-6.87099999999998	9.888786626796E-5	-6.92899999999998	5.1270360000006E-6
-1.825	-1.53079806571429E-6	-6.7324	-3.63477669902914E-5	-6.846	1.4891461748856E-4	-6.90400000000001	-1.13040228E-4
-1.8	-2.83257160171429E-5	-6.70739999999999	-1.7443572815534E-5	-6.821	7.81000749975601E-5	-6.879	-1.42529159999999E-5
-1.775	-2.80756148142857E-5	-6.6824	8.10618640776702E-5	-6.79600000000001	6.47105801958E-5	-6.85400000000001	-7.79618639999999E-5
-1.75	-8.5914531428571E-7	-6.6574	1.32774990291262E-4	-6.771	1.1412570949164E-4	-6.829	-1.34907084E-4
-1.725	3.56491101428571E-5	-6.63239999999999	2.28718834951459E-5	-6.74599999999999	-9.82517304384002E-6	-6.804	-3.70825320000001E-5
-1.7	5.46186682285714E-5	-6.6074	-1.67240621359223E-4	-6.721	3.41037443577601E-5	-6.77900000000001	4.14122400000022E-6
-1.675	5.17514818857143E-5	-6.58239999999999	6.46699805825244E-5	-6.696	-1.3366451731248E-4	-6.754	1.78699104E-4
-1.65	6.39253871428571E-6	-6.5574	1.40504854368934E-5	-6.67100000000001	-3.53968528359601E-5	-6.72900000000001	-6.65429879999996E-5
-1.625	-8.00984417142857E-6	-6.5324	-1.25952116504854E-4	-6.646	7.73045987867999E-5	-6.704	3.11730840000002E-5
-1.6	-1.71625536857143E-5	-6.50739999999999	-9.90768932038826E-6	-6.62099999999999	-4.931952506712E-5	-6.679	7.45908480000001E-5
-1.575	-3.95388748857143E-5	-6.4824	-5.45599223300969E-5	-6.596	1.4415524287164E-4	-6.65400000000001	-1.31880492E-4
-1.55	-9.87301894E-5	-6.45739999999999	-8.9320194174757E-5	-6.571	1.5654702174804E-4	-6.629	-1.93560864E-4
-1.525	-1.18498393257143E-4	-6.43239999999999	4.72138252427188E-5	-6.54599999999999	-3.23571286407601E-5	-6.60399999999999	-3.26259024E-4
-1.5	-1.46608614285714E-4	-6.4074	-5.61799223300969E-5	-6.521	-9.39814082222402E-5	-6.579	-2.66063472E-4
-1.475	-1.01907830857143E-4	-6.38239999999999	3.64274563106796E-5	-6.49599999999999	-4.47096852694798E-5	-6.554	-1.36899047999999E-4
-1.45	-5.57486562857143E-5	-6.35739999999998	-2.99013203883496E-5	-6.47099999999999	7.76600504064002E-5	-6.52899999999999	-1.58287236E-4
-1.425	-6.66423977142857E-5	-6.33239999999999	-4.707227184466E-5	-6.446	7.93478327518798E-5	-6.504	-1.46538852E-4
-1.4	-1.18352563714286E-4	-6.30739999999999	1.38575533980586E-5	-6.42099999999999	7.555430598408E-5	-6.47899999999999	-1.26997536E-4
-1.375	-1.41069423142857E-4	-6.2824	-1.59378640776698E-5	-6.396	1.506502019484E-5	-6.454	6.87166559999999E-5
-1.35	-1.72373539571429E-4	-6.25739999999999	-1.20467184466019E-5	-6.37099999999999	-6.25153600209601E-5	-6.429	6.17630880000004E-5
-1.325	-1.26592364314286E-4	-6.23239999999998	-3.47246213592233E-5	-6.34599999999999	1.0202564608236E-4	-6.40399999999999	4.64945280000005E-5
-1.3	-7.13128501142857E-5	-6.20739999999999	1.07421203883495E-4	-6.321	-4.895181649512E-5	-6.379	-7.26490560000001E-5
-1.275	-1.30854751714286E-5	-6.18239999999999	4.46155339805813E-6	-6.29599999999999	1.316151548712E-4	-6.35399999999999	1.98762479999998E-5
-1.25	-2.03304232E-5	-6.15740000000001	6.53316116504856E-5	-6.27100000000001	6.061798378944E-5	-6.32900000000002	2.86455000000004E-5
-1.225	-5.50519384857143E-5	-6.13239999999999	4.00942135922329E-5	-6.24599999999999	-4.31812433052E-5	-6.304	-1.4412924E-4
-1.2	-7.23503955714286E-5	-6.10739999999998	4.29850485436892E-5	-6.22099999999999	-8.29342170241202E-5	-6.27899999999999	-2.41788359999998E-5
-1.175	-9.41009112571429E-5	-6.08240000000001	5.43627961165052E-5	-6.19600000000001	-1.59475207676398E-5	-6.25400000000001	5.80761239999998E-5
-1.15	-1.50325790342857E-4	-6.05739999999999	3.22961941747573E-5	-6.17099999999999	-3.50524324735199E-5	-6.22899999999999	6.7122000000013E-7
-1.125	-1.19673370257143E-4	-6.03239999999998	5.72379029126218E-5	-6.14599999999999	-6.352043011776E-5	-6.20399999999999	9.8310000000063E-7
-1.1	-9.68558753142857E-5	-6.0074	1.13049786407767E-4	-6.12100000000001	5.62606372112399E-5	-6.17900000000001	2.38900080000007E-5
-1.075	-7.17709784142857E-5	-5.98239999999998	-1.11722330097088E-5	-6.09599999999999	-1.2650523141564E-4	-6.15399999999999	6.72847200000003E-5
-1.05	-7.29652373828571E-5	-5.95739999999998	-8.12118058252423E-5	-6.07099999999998	-5.54492269623601E-5	-6.12899999999999	-3.90283919999997E-5
-1.025	-3.871875422E-5	-5.9324	-9.25947961165045E-5	-6.04600000000001	7.46203262111997E-5	-6.10400000000001	-1.47125999999997E-5
-1	-8.57270209257143E-5	-5.90739999999998	1.70755339805825E-5	-6.02099999999999	4.084139109204E-5	-6.07899999999999	8.10779519999999E-5
-0.975	-1.28318185471429E-4	-5.8824	-4.34568932038837E-5	-5.99600000000001	5.919862870152E-5	-6.05400000000001	5.57980440000004E-5
-0.95	-1.35211256285714E-4	-5.8574	-1.14573320388349E-4	-5.971	-9.40402415937601E-5	-6.02900000000001	-4.26136559999997E-5
-0.925	-8.8845679E-5	-5.83239999999998	3.77475728155372E-7	-5.94599999999998	-7.39278084005998E-5	-6.00399999999999	-8.54537640000001E-5
-0.9	-8.35154843428571E-5	-5.8074	-3.20655145631068E-5	-5.92100000000001	-9.19663652476801E-5	-5.97900000000001	-2.42239908E-4
-0.875	-8.33665459142857E-5	-5.7824	8.96924271844663E-6	-5.896	3.53564048930399E-5	-5.954	-1.14785399999999E-4
-0.85	-7.93469412857143E-5	-5.7574	3.93791067961167E-5	-5.87100000000001	-5.93530663017601E-5	-5.92900000000001	-2.30003364E-4
-0.825	-3.71883620857143E-5	-5.7324	-6.78198058252424E-5	-5.846	-1.2863426404752E-4	-5.90400000000001	-3.0058452E-5
-0.8	2.91461140000001E-6	-5.70739999999999	-7.33739417475725E-5	-5.821	-3.03433113614399E-5	-5.879	3.56587320000003E-5
-0.775	3.93144620857143E-5	-5.6824	-7.02922718446599E-5	-5.79600000000001	-3.72255901340399E-5	-5.85400000000001	2.71511880000007E-5
-0.75	1.26054293114286E-4	-5.6574	-7.45336310679612E-5	-5.771	1.1017529373312E-4	-5.829	9.5240016E-5
-0.725	1.28084849485714E-4	-5.63239999999999	1.29075728155337E-6	-5.74599999999999	7.94029890376797E-5	-5.804	9.75384360000005E-5
-0.7	8.37799235428571E-5	-5.6074	-1.16707106796116E-4	-5.721	-1.070460937854E-4	-5.77900000000001	2.84258280000002E-5
-0.675	2.564111E-5	-5.58239999999999	5.39307961165048E-5	-5.696	-6.01375112553599E-5	-5.754	1.4023752E-4
-0.65	1.97683314285714E-6	-5.55739999999999	-1.47047766990287E-5	-5.67099999999999	8.23900083375599E-5	-5.72899999999999	6.71830199999997E-5
-0.625	-4.52286742857143E-5	-5.5324	1.41815533980586E-5	-5.646	6.26955372212399E-5	-5.704	-2.14831080000003E-5
-0.6	-8.22624432E-5	-5.50739999999999	5.02262912621359E-5	-5.62099999999999	6.76951481051988E-6	-5.679	1.07749116E-4
-0.575	-9.31332797428572E-5	-5.4824	8.31159611650485E-5	-5.596	-5.48670217233601E-5	-5.65400000000001	1.33612104E-4
-0.55	-5.73024940571428E-5	-5.45739999999999	1.27678019417476E-4	-5.571	-2.56354159446001E-5	-5.629	6.82000200000001E-5
-0.525	-4.69470394285714E-5	-5.43239999999999	6.768559223301E-5	-5.54599999999999	-8.88641305952403E-5	-5.60399999999999	2.78942760000001E-5
-0.5	-4.35715968571429E-6	-5.4074	-1.77424077669903E-5	-5.521	1.70935458170399E-5	-5.579	-8.32448400000002E-5
-0.475	5.38058719428571E-5	-5.38239999999999	-1.87374757281559E-6	-5.49599999999999	5.28078537201601E-5	-5.554	-5.96111159999993E-5
-0.45	5.14062797428571E-5	-5.3574	6.22530873786411E-5	-5.471	8.20541678417999E-5	-5.52900000000001	-2.06396759999996E-5
-0.425	1.07652880285714E-5	-5.33239999999999	-5.94209708737859E-5	-5.446	2.34757409317201E-5	-5.504	3.05967840000001E-5
-0.4	-9.52033494285714E-6	-5.30739999999999	1.03648543689319E-5	-5.42099999999999	1.0919473754112E-4	-5.47899999999999	-1.31534712E-4
-0.375	-3.19773398285714E-5	-5.2824	1.4620054368932E-4	-5.396	-6.32066521363201E-5	-5.454	-3.59123039999997E-5
-0.35	-3.03092770571429E-5	-5.25739999999999	1.11126757281554E-4	-5.37099999999999	-1.3574697352524E-4	-5.429	-4.14257999999998E-5
-0.325	4.58787031428571E-6	-5.23239999999998	1.80716504854369E-4	-5.34599999999999	-1.789882758972E-5	-5.40399999999999	3.54322800000001E-5
-0.3	1.43379139999999E-6	-5.20739999999999	5.77726601941747E-5	-5.321	-3.417360898644E-5	-5.379	-1.06310399999968E-6
-0.275	-2.08540594857143E-5	-5.18239999999999	1.24921398058252E-4	-5.29599999999999	-6.19025124009598E-5	-5.35399999999999	7.60458359999999E-5
-0.25	-2.8307793E-5	-5.15739999999998	9.54069902912649E-6	-5.27099999999999	6.51738929965199E-5	-5.32899999999999	5.76055920000005E-5
-0.225	-8.15112500571429E-5	-5.13239999999999	-1.9216345631068E-4	-5.24599999999999	3.06190927904398E-5	-5.304	-9.05387639999993E-5
-0.2	-1.41923033885714E-4	-5.10739999999998	-3.024E-5	-5.22099999999999	7.84334641028397E-5	-5.27899999999999	-6.38011559999997E-5
-0.175	-1.19157010342857E-4	-5.08240000000001	-3.55875728155341E-5	-5.19600000000001	-8.071938572544E-5	-5.25400000000001	-1.84131239999996E-5
-0.15	-7.51416174285714E-5	-5.05739999999999	1.6542873786408E-5	-5.17099999999999	3.071224562868E-5	-5.22899999999999	2.84041320000004E-5
