time (ps)	Na2CO3 / 0.25M	time (ps)	Na2CO3 / 0.1M
6.065	-6.02026951857143E-4	3.475	-7.14988840571428E-5
6.09	-4.24674513885714E-4	3.45	-9.19844857142863E-7
6.115	-4.00523628942857E-4	3.425	1.63848891428571E-5
6.14	-3.589775156E-4	3.4	1.53291851428571E-5
6.165	-1.71658309E-4	3.375	2.53665248571429E-5
6.19	-5.53298895714286E-5	3.35	3.35983277142857E-5
6.215	-6.28944599428571E-5	3.325	4.90391371428571E-5
6.24	3.76499943142857E-5	3.3	6.90480325142857E-5
6.265	-5.08975639428572E-5	3.275	4.97164685428571E-5
6.29	-2.81551693285714E-4	3.25	3.69757317714286E-5
6.315	-2.11165380571429E-4	3.225	4.61003284857143E-5
6.34	-2.95799285714281E-6	3.2	1.11817960971429E-4
6.365	6.91935377142857E-5	3.175	1.34017817285714E-4
6.39	2.67093566857143E-4	3.15	9.51636185714286E-5
6.415	2.62819475714286E-4	3.125	4.38136354285714E-5
6.44	1.78891037142857E-5	3.1	3.45150417142857E-5
6.465	-6.06549582857143E-5	3.075	1.98886045714286E-5
6.49	5.61945685714286E-5	3.05	7.94803765714286E-5
6.515	-3.76808085714285E-5	3.025	8.41304154285714E-5
6.54	-7.31246988571427E-5	3	7.41616268571429E-5
6.565	-1.77363162E-4	2.975	5.49875461428571E-5
6.59	-4.57814391714286E-4	2.95	5.01881842571429E-5
6.615	-4.30158193428571E-4	2.925	4.37424623714286E-5
6.64	-8.91654845714285E-5	2.9	8.08548242E-5
6.665	-1.30758071714286E-4	2.875	7.60621426E-5
6.69	-7.22780128571428E-5	2.85	1.20689965914286E-4
6.715	1.13978429142857E-4	2.825	8.67735996E-5
6.74	2.64742814285715E-5	2.8	5.55010476285714E-5
6.765	-8.45096771428571E-6	2.775	2.78223317142857E-5
6.79	5.83054831428572E-5	2.75	-5.96900885714285E-7
6.815	-1.42708462857143E-4	2.725	-6.0895286E-5
6.84	-3.36808372571429E-4	2.7	-4.62988119142857E-5
6.865	-1.31564123428571E-4	2.675	-9.2096708E-5
6.89	-8.12897291428571E-5	2.65	-8.13963881142857E-5
6.915	-1.5828644E-4	2.625	-1.08456041085714E-4
6.94	-7.21031542857143E-5	2.6	-1.17148352285714E-4
6.965	-9.11109294285714E-5	2.575	-1.33524879257143E-4
6.99	-3.35453070285714E-4	2.55	-1.70824908571429E-4
7.015	-2.51638702571429E-4	2.525	-2.33968504228571E-4
7.04	-2.43531803714286E-4	2.5	-2.269929108E-4
7.065	-4.82551730285714E-4	2.475	-2.61110939142857E-4
7.09	-4.30443218E-4	2.45	-2.39926663857143E-4
7.115	-3.40374466857143E-4	2.425	-1.89960484571429E-4
7.14	-3.72014602571429E-4	2.4	-1.91990171857143E-4
7.165	-1.65738364857143E-4	2.375	-1.75400437428571E-4
7.19	1.28840800571429E-4	2.35	-1.49103300028571E-4
7.215	8.61776751428571E-5	2.325	-1.331145948E-4
7.24	8.26236312857143E-5	2.3	-1.23687056742857E-4
7.265	1.44984846857143E-5	2.275	-1.19426139142857E-4
7.29	-2.19493318657143E-4	2.25	-1.37709032714286E-4
7.315	-3.48846148742857E-4	2.225	-1.47763553885714E-4
7.34	-2.58022714714286E-4	2.2	-1.713109578E-4
7.365	-2.89370465714286E-4	2.175	-2.25066346171429E-4
7.39	-2.71230409142857E-4	2.15	-3.06294340142857E-4
7.415	-1.70745829857143E-4	2.125	-3.68246613714286E-4
7.44	-1.98121289314286E-4	2.1	-3.84725220285714E-4
7.465	-3.99725418657143E-4	2.075	-3.75030328571428E-4
7.49	-4.52760702742857E-4	2.05	-3.25011951142857E-4
7.515	-4.81093951571429E-4	2.025	-3.50130805142857E-4
7.54	-5.09815360571428E-4	2	-4.06448772285714E-4
7.565	-3.18824956285714E-4	1.975	-4.69033824857143E-4
7.59	-1.40247025428571E-4	1.95	-5.53948201142857E-4
7.615	-2.67571982571429E-4	1.925	-5.57861365428571E-4
7.64	-2.01658243142857E-4	1.9	-5.24293720285714E-4
7.665	-6.298951E-5	1.875	-5.03755729428571E-4
7.69	-6.50300311428571E-5	1.85	-4.81598630571428E-4
7.715	1.15736104285714E-4	1.825	-4.20561268571429E-4
7.74	1.76789001142857E-4	1.8	-4.1724832E-4
7.765	7.19339071428571E-5	1.775	-3.75188638E-4
7.79	9.90848445714285E-5	1.75	-3.75928573142857E-4
7.815	1.94472336571429E-4	1.725	-4.15663676E-4
7.84	1.01008024285714E-4	1.7	-4.64031414285714E-4
7.865	1.31186339142857E-4	1.675	-4.47890662E-4
7.89	8.15967511428571E-5	1.65	-4.09661800857143E-4
7.915	1.25171505428571E-4	1.625	-3.50897440285714E-4
7.94	1.95728178E-4	1.6	-2.95182536571429E-4
7.965	2.45258423571429E-4	1.575	-2.53349860285714E-4
7.99	-1.14692497142854E-6	1.55	-2.61490261142857E-4
8.015	-2.19309651057143E-4	1.525	-2.60166297142857E-4
8.04	-2.913683484E-4	1.5	-2.70727826857143E-4
8.065	-2.98680977571429E-4	1.475	-3.11801754285714E-4
8.09	-3.1001107E-4	1.45	-3.29285118E-4
8.115	-1.44319580857143E-4	1.425	-3.25106999142857E-4
8.14	-8.96365894285714E-5	1.4	-3.78833085714286E-4
8.165	-2.89462818285714E-4	1.375	-4.17413602857143E-4
8.19	-2.57547371142857E-4	1.35	-4.70000827142857E-4
8.215	-2.028689919E-4	1.325	-5.42934444E-4
8.24	-4.36946598868571E-4	1.3	-6.01394157142857E-4
8.265	-5.00302943762857E-4	1.275	-6.56886054857143E-4
8.29	-4.61849320011429E-4	1.25	-7.43253817714286E-4
8.315	-6.17513935328571E-4	1.225	-8.27599770857143E-4
8.34	-6.68278235142857E-4	1.2	-8.88998851714286E-4
8.365	-4.4430852E-4	1.175	-9.08575016E-4
8.39	-5.24884493428571E-4	1.15	-9.27804322E-4
8.415	-4.63405138285714E-4	1.125	-0.00101127273971429
8.44	-3.37491479628571E-4	1.1	-0.0011835404
8.465	-3.07480694057143E-4	1.075	-0.00133170709
8.49	-2.39372118428571E-4	1.05	-0.00140412475428571
8.515	9.44285501142857E-5	1.025	-0.0013852754
8.54	4.68277815714286E-5	1	-0.00131421501428571
8.565	-6.85876868571428E-5	0.975	-0.00121976374285714
8.59	-7.31926457142849E-6	0.95	-0.00119181284857143
8.615	-1.40770574857143E-4	0.925	-0.00120286998
8.64	-2.80465718857143E-4	0.9	-0.00122791307714286
8.665	-2.03997203571429E-4	0.875	-0.00132201859428571
8.69	-2.03877019628571E-4	0.85	-0.00148677667714286
8.715	-3.51854615342857E-4	0.825	-0.00165517638
8.74	-3.17531140142857E-4	0.8	-0.00187900736
8.765	-2.979828706E-4	0.775	-0.00218154890857143
8.79	-3.73408702714286E-4	0.75	-0.00252463544571429
8.815	-2.19742534285714E-4	0.725	-0.00291676065142857
8.84	-1.0745618E-4	0.7	-0.00325870356571429
8.865	-2.61521011428571E-4	0.675	-0.00357611175714286
8.89	-4.50384572857143E-4	0.65	-0.00387990800571429
8.915	-4.93476619428571E-4	0.625	-0.00408654565142857
8.94	-6.03364637142857E-4	0.6	-0.00428365289142857
8.965	-3.48857776571429E-4	0.575	-0.00443028218857143
8.99	-2.96052325714286E-5	0.55	-0.00448165237714286
9.015	8.86256985714285E-5	0.525	-0.00454657538285714
9.04	1.99518801714285E-5	0.5	-0.00459608886571429
9.065	-9.16399891428573E-6	0.475	-0.00454372949428571
9.09	-3.07978270114286E-4	0.45	-0.00440122734285714
9.115	-4.28119508857143E-4	0.425	-0.00411884564285714
9.14	-3.73855287428571E-4	0.4	-0.00365078779714286
9.165	-2.64623442E-4	0.375	-0.00304698362571429
9.19	-9.0449684E-5	0.35	-0.00227720585428571
9.215	1.52592965428571E-4	0.325	-0.00148682177185714
9.24	6.99813428571428E-5	0.3	-6.76300366057143E-4
9.265	5.02927731428571E-5	0.275	1.90993556857143E-5
9.29	2.01256696285714E-4	0.25	5.53966473371429E-4
9.315	2.46810305428571E-4	0.225	8.96447129857143E-4
9.34	1.64585076285714E-4	0.2	0.00121738433428571
9.365	2.21666497714286E-4	0.175	0.00163061328571429
9.39	2.01728192E-4	0.15	0.00232931457428571
9.415	7.28802514285714E-5	0.125	0.00326570099428571
9.44	7.56607158571428E-5	0.1	0.00442082768285714
9.465	5.807871E-5	0.075	0.00561946228571429
9.49	-2.23123024428571E-4	0.05	0.00668972906285714
9.515	-1.95555977142857E-4	0.025	0.00742937699428571
9.54	8.7423435714286E-6	0	0.00772358698571429
9.565	-1.00167756857143E-4	-0.025	0.00752900228
9.59	-1.32049296714286E-4	-0.05	0.00701598822
9.615	-1.96196785257143E-4	-0.075	0.00632836727142857
9.64	-4.80475163914286E-4	-0.1	0.00555935658
9.665	-5.77181060685714E-4	-0.125	0.00475239726285714
9.69	-4.03288774428571E-4	-0.15	0.00400084731428571
9.715	-4.80324231142857E-4	-0.175	0.00326657301714286
9.74	-4.83585902E-4	-0.2	0.00263042321142857
9.765	-2.88801014285714E-4	-0.225	0.00218915914857143
9.79	-2.37514510857143E-4	-0.25	0.00181277501142857
9.815	-2.76808351142857E-4	-0.275	0.0014372766
9.84	-2.42103694285714E-5	-0.3	0.00120311044771429
9.865	9.27930474285714E-5	-0.325	0.00102165539828571
9.89	-3.13111993714286E-5	-0.35	8.42796499142857E-4
9.915	1.23509481314286E-4	-0.375	7.5056957E-4
9.94	1.10622072057143E-4	-0.4	6.75278823428571E-4
9.965	-7.3500264E-5	-0.425	5.11899490671429E-4
9.99	7.986689E-5	-0.45	3.76348880388571E-4
10.015	9.97451571428571E-5	-0.475	2.99286671437143E-4
10.04	-5.07995252857143E-5	-0.5	2.41579187245714E-4
10.065	1.00494426857143E-5	-0.525	2.24943587814286E-4
10.09	-2.76331352285714E-5	-0.55	2.26372832571429E-4
10.115	-2.67588706457143E-4	-0.575	1.89693202E-4
10.14	-2.27783963285714E-4	-0.6	1.39882508242857E-4
10.165	-1.90682403714286E-4	-0.625	1.30274828217143E-4
10.19	-2.10418666857143E-4	-0.65	1.54234880494286E-4
10.215	3.38502477142857E-5	-0.675	1.99091357931429E-4
10.24	1.40755401714286E-4	-0.7	1.89461318671429E-4
10.265	-2.53421385714285E-5	-0.725	2.29257755371429E-4
10.29	-2.69958837142857E-5	-0.75	2.28838042828571E-4
10.315	1.47997789428571E-4	-0.775	2.24823427371429E-4
10.34	5.39102154285714E-5	-0.8	2.1073923E-4
10.365	9.43579642857143E-5	-0.825	2.65097752342857E-4
10.39	1.20785384E-4	-0.85	2.62850411742857E-4
10.415	-1.04931667142857E-4	-0.875	2.92725128628571E-4
10.44	-2.24703293714286E-4	-0.9	2.76583936285714E-4
10.465	-9.47298328571429E-5	-0.925	2.92224229485714E-4
10.49	-1.06808484857143E-4	-0.95	2.89315336885714E-4
10.515	-1.79817830571429E-4	-0.975	2.86615323771429E-4
10.54	-3.5522762E-5	-1	2.75178279571429E-4
10.565	-2.39515537142857E-5	-1.025	2.53227350571428E-4
10.59	-4.95903851428571E-5	-1.05	1.46209764285714E-4
10.615	7.89386348571428E-5	-1.075	9.51469105714286E-5
10.64	2.17517465142857E-4	-1.1	9.81756642857143E-5
10.665	1.49428598571429E-4	-1.125	8.50047005714286E-5
10.69	3.10638996857143E-4	-1.15	1.183749192E-4
10.715	2.58978680285714E-4	-1.175	1.41996669171429E-4
10.74	4.33497422857143E-5	-1.2	1.71780796171429E-4
10.765	-3.66020285714287E-6	-1.225	2.11792478771429E-4
10.79	9.5062694E-5	-1.25	1.93747634685714E-4
10.815	-5.57876245714286E-5	-1.275	1.76759478428571E-4
10.84	4.34319542857143E-6	-1.3	1.36621852857143E-4
10.865	1.07116108742857E-4	-1.325	3.2508182E-5
10.89	-1.21607622057143E-4	-1.35	-8.52606499999999E-6
10.915	-2.50498662971429E-4	-1.375	-1.94522666857143E-5
10.94	-1.38900622857143E-4	-1.4	-6.74309448571427E-6
10.965	-1.77760365428571E-4	-1.425	8.68083367428571E-5
10.99	-1.91438544142857E-4	-1.45	2.21673623857143E-4
11.015	1.06020223428571E-4	-1.475	3.16433659428571E-4
11.04	1.12129721857143E-4	-1.5	3.26154696E-4
11.065	6.93431214285714E-5	-1.525	2.85860210971429E-4
11.09	7.33021387142857E-5	-1.55	2.14046837057143E-4
11.115	6.82636357142859E-6	-1.575	1.358393952E-4
11.14	-1.39587293828571E-4	-1.6	1.17708952257143E-4
11.165	-6.50717057142845E-7	-1.625	1.76237089657143E-4
11.19	1.04107447428571E-5	-1.65	1.73514005E-4
11.215	1.59860764285714E-5	-1.675	1.368545964E-4
11.24	-6.12520397142857E-5	-1.7	1.310859732E-4
11.265	-6.76376111428571E-5	-1.725	1.34679769257143E-4
11.29	-2.96276537714286E-4	-1.75	1.36827800857143E-4
11.315	-2.56807015428571E-4	-1.775	1.81847375714286E-4
11.34	-1.57207414285714E-4	-1.8	2.51091149142857E-4
11.365	-2.27740463142857E-4	-1.825	2.48627000857143E-4
11.39	-2.45565642285714E-4	-1.85	2.7997198E-4
11.415	-7.13003982857143E-5	-1.875	2.88731060857143E-4
11.44	-7.07184878571429E-5	-1.9	2.36939669285714E-4
11.465	-3.38217339428572E-5	-1.925	1.38743111285714E-4
11.49	1.677183846E-4	-1.95	1.28500909742857E-4
11.515	-3.64239476571429E-5	-1.975	1.37222130371429E-4
11.54	-2.05382355571429E-4	-2	1.42430397028571E-4
11.565	-2.13030529428571E-4	-2.025	1.74567601171429E-4
11.59	-3.4913347E-4	-2.05	1.90896435514286E-4
11.615	-4.79254976571429E-4	-2.075	1.27185166457143E-4
11.64	-3.56175103142857E-4	-2.1	8.67694526571429E-5
11.665	-3.18434639428571E-4	-2.125	9.0260904E-5
11.69	-3.01125621657143E-4	-2.15	3.53757398857143E-5
11.715	-1.27355746971429E-4	-2.175	2.00289130285714E-5
11.74	-1.28322642742857E-4	-2.2	5.29310425714286E-5
11.765	-2.14129978114286E-4	-2.225	5.63697151428571E-5
11.79	-1.19501590228571E-4	-2.25	2.42665001428571E-5
11.815	-7.35306645714286E-5	-2.275	5.26241958285714E-5
11.84	-1.60491310285714E-4	-2.3	1.10263058771429E-4
11.865	-3.85924582857143E-5	-2.325	1.81001586685714E-4
11.89	-6.18032457142859E-6	-2.35	2.35356859571429E-4
11.915	-1.98620122E-4	-2.375	2.37481866428571E-4
11.94	-1.35071120571429E-4	-2.4	1.753703718E-4
11.965	-1.04720181428571E-4	-2.425	1.28682132314286E-4
11.99	-4.20636862057143E-4	-2.45	1.38537180542857E-4
12.015	-3.99235609885714E-4	-2.475	1.152751662E-4
12.04	-2.52125802628571E-4	-2.5	1.00058566428571E-4
12.065	-4.45290442E-4	-2.525	7.4257404E-5
12.09	-3.48807741714286E-4	-2.55	3.47563948571429E-5
12.115	-4.76021254285714E-5	-2.575	1.19659648514286E-4
12.14	-1.26991726571429E-4	-2.6	2.45632561828571E-4
12.165	-1.78211512571429E-4	-2.625	3.26013470228571E-4
12.19	-4.7262158E-5	-2.65	3.76609985142857E-4
12.215	-2.67740285714286E-4	-2.675	3.84714992285714E-4
12.24	-3.10573390857143E-4	-2.7	3.01890741714286E-4
12.265	-4.02090517142857E-5	-2.725	2.60567313714286E-4
12.29	5.22587039999999E-5	-2.75	2.48108988857143E-4
12.315	6.64833818571429E-5	-2.775	2.12114077385714E-4
12.34	2.01353725085714E-4	-2.8	1.8560579936E-4
12.365	1.793523334E-4	-2.825	1.83204007065714E-4
12.39	1.14465502285714E-5	-2.85	1.59316960931429E-4
12.415	6.87393452857143E-5	-2.875	1.21448457728571E-4
12.44	-2.38792448571429E-5	-2.9	1.11095802742857E-4
12.465	-1.99091704285714E-4	-2.925	1.27988387771429E-4
12.49	-9.15005168571428E-5	-2.95	9.96266037142857E-5
12.515	8.88531048571428E-5	-2.975	1.04048478E-4
12.54	-2.59295248571429E-5	-3	1.19691842428571E-4
12.565	1.47664699714286E-4	-3.025	1.35973157714286E-4
12.59	2.54784556571429E-4	-3.05	1.09381505714286E-4
12.615	-3.74508377142857E-5	-3.075	1.21590657157143E-4
12.64	-1.35517005428571E-4	-3.1	1.11128977702857E-4
12.665	-1.40335034657143E-4	-3.125	1.27740044208571E-4
12.69	-3.86482202228571E-4	-3.15	1.35200197817143E-4
12.715	-2.12458620142857E-4	-3.175	2.17081696414286E-4
12.74	2.10881513314286E-4	-3.2	3.056599348E-4
12.765	2.55258525285714E-4	-3.225	3.22811106742857E-4
12.79	3.81339265428571E-4	-3.25	3.38148902285714E-4
12.815	4.79292466571429E-4	-3.275	3.43556650857143E-4
12.84	2.13660994285714E-4	-3.3	2.45601216142857E-4
12.865	6.94223400000004E-6	-3.325	1.57768406571429E-4
12.89	1.63543831428572E-5	-3.35	1.38965408142857E-4
12.915	-8.17917297142857E-5	-3.375	8.56461251428571E-5
12.94	-6.23322254285714E-5	-3.4	8.85975159142857E-5
12.965	1.45167806857143E-4	-3.425	1.58205244457143E-4
12.99	2.19306458571429E-4	-3.45	1.77863320628571E-4
13.015	1.44885982285714E-4	-3.475	1.79184609314286E-4
13.04	1.93869194285714E-4	-3.5	2.25496741085714E-4
13.065	2.58768055142857E-4	-3.525	1.90725976028571E-4
13.09	3.72691202857143E-5	-3.55	1.47206690828571E-4
13.115	4.32186688571428E-5	-3.575	1.55297045228571E-4
13.14	-5.81433454285715E-5	-3.6	1.59197881914286E-4
13.165	-3.04057438E-4	-3.625	1.27454039171429E-4
13.19	-2.03522011714286E-4	-3.65	1.23190593171429E-4
13.215	5.12338897142857E-5	-3.675	1.01223098342857E-4
13.24	-5.83273885714293E-6	-3.7	9.21249202285714E-5
13.265	5.45476811428571E-5	-3.725	1.259389464E-4
13.29	1.40643322857143E-4	-3.75	1.77291033857143E-4
13.315	-9.3267462E-5	-3.775	1.90950624514286E-4
13.34	-1.76419683714286E-4	-3.8	1.92302865114286E-4
13.365	-6.498418E-6	-3.825	2.07140065371429E-4
13.39	-1.30614402285714E-4	-3.85	1.98422415E-4
13.415	-3.28378683428571E-4	-3.875	2.29485474114286E-4
13.44	-2.84005336571429E-4	-3.9	2.86436415771429E-4
13.465	-3.78014295942857E-4	-3.925	2.750512574E-4
13.49	-4.98964102114286E-4	-3.95	2.86022227257143E-4
13.515	-2.07640473657143E-4	-3.975	2.63502603342857E-4
13.54	-1.45236651142857E-4	-4	2.20488143485714E-4
13.565	-1.74296444E-4	-4.025	1.71493950257143E-4
13.59	2.28251177142857E-5	-4.05	1.52440075442857E-4
13.615	8.25622485714287E-6	-4.075	1.59000138E-4
13.64	-2.38992516E-4	-4.1	1.92412489357143E-4
13.665	-1.23336185714286E-4	-4.125	1.5306206E-4
13.69	-6.08971531428571E-5	-4.15	1.466012393E-4
13.715	-1.75138860857143E-4	-4.175	6.96667129714286E-5
13.74	-5.00414257142856E-6	-4.2	2.25543151428573E-6
13.765	2.38857553142857E-4	-4.225	-2.942664E-5
13.79	1.75549410571429E-4	-4.25	-3.3380153E-5
13.815	2.61555835428571E-4	-4.275	1.51406216571429E-5
13.84	4.21455744857143E-4	-4.3	7.93921376857143E-5
13.865	2.54345463142857E-4	-4.325	8.81874268E-5
13.89	8.20851597142857E-5	-4.35	8.57168244285714E-5
13.915	1.44824018857143E-4	-4.375	9.435512E-5
13.94	1.50068742857142E-5	-4.4	1.05593490285714E-4
13.965	1.85908551428571E-5	-4.425	2.07236696285714E-4
13.99	6.6853018E-5	-4.45	2.68051099714286E-4
14.015	-1.38079890571429E-4	-4.475	2.87059556428571E-4
14.04	-2.68107396571429E-4	-4.5	2.62382378342857E-4
14.065	-9.00859717714285E-5	-4.525	2.51121216028571E-4
14.09	-1.70452033885714E-4	-4.55	1.99113240771429E-4
14.115	-2.12475940057143E-4	-4.575	1.997946646E-4
14.14	-1.90017773142857E-4	-4.6	1.7083163E-4
14.165	-3.81451769714286E-4	-4.625	8.86281808057143E-5
14.19	-4.98989379714286E-4	-4.65	5.76113146171428E-5
14.215	-2.02765077485714E-4	-4.675	9.05570040057143E-5
14.24	4.53657655428571E-5	-4.7	7.57592752285714E-5
14.265	1.09293088228571E-4	-4.725	5.76778112857143E-5
14.29	2.019331137E-4	-4.75	1.72985991428572E-5
14.315	1.33391919062857E-4	-4.775	-1.89686797714286E-5
14.34	-4.42119381971429E-5	-4.8	-6.29061956E-5
14.365	-1.56648055085714E-5	-4.825	-4.29571412E-5
14.39	2.30870717E-5	-4.85	-2.62610403428571E-5
14.415	2.69487027142857E-5	-4.875	-2.56158249714286E-5
14.44	9.72208116E-5	-4.9	-2.253782104E-5
14.465	3.0902985E-5	-4.925	-3.252878E-5
