time(fs) H2O            Na2SO4 /1M       MgCl2 /1M       MgCl2 /2M      MgCl2 /4M 

-220	0.00198 	0.00101 	0.00121 	0.00147 	0.00281
-204	0.00204 	8.0646E-4	0.00147 	0.00153 	0.00337
-188	0.00235 	5.1602E-4 	0.00165 	0.00181 	0.00383
-172	0.00217 	0.00106 	0.00202 	0.00167 	0.00419
-156	0.00187 	0.00116 	0.00165 	0.00237 	0.00386
-140	0.00172         0.00193 	0.00158         0.00335 	0.00507
-124	0.00205 	0.00221 	0.00247 	0.0038  	0.00541
-108	0.00203 	0.00249 	0.0027  	0.00402 	0.00639
-92	0.00286 	0.00329 	0.00408 	0.0054  	0.00728
-76	0.00334 	0.00376 	0.00391 	0.00587 	0.00797
-60	0.00315 	0.00399 	0.00456 	0.00594 	0.00907
-44	0.00357 	0.00404 	0.0056  	0.00751 	0.00907
-28	0.00339 	0.00495 	0.00583 	0.00763 	0.00984
-12	0.00381 	0.0052  	0.00646 	0.00841 	0.01066
4	0.00399 	0.0057  	0.00659 	0.00853 	0.01139
20	0.0042  	0.00531 	0.00745 	0.0089  	0.0118
36	0.0043  	0.00602 	0.00712 	0.00892 	0.01138
52	0.00404 	0.00598 	0.00757 	0.00964 	0.01162
68	0.0048  	0.00583 	0.0076  	0.00961 	0.0119
84	0.00404 	0.00623 	0.00842 	0.00983 	0.0119
100	0.00432         0.00596 	0.00796 	0.00973 	0.01203
116	0.00425 	0.00611 	0.00809 	0.00937 	0.01104
132	0.00469 	0.00605 	0.00754 	0.00966 	0.01064
148	0.00464 	0.00613 	0.00746 	0.00949 	0.01116
164	0.00469 	0.00607 	0.00728 	0.00991 	0.01112
180	0.00507 	0.00581 	0.00698 	0.00939 	0.01092
196	0.00461 	0.00611 	0.00741 	0.00908 	0.01079
212	0.00426 	0.00557 	0.0071  	0.00862 	0.01029
228	0.00416 	0.00504 	0.00761 	0.00936 	0.01072
244	0.00463 	0.00577 	0.0064  	0.00943 	0.01143
260	0.00426 	0.00561 	0.00703 	0.009   	0.01156
276	0.00385 	0.00507 	0.00677 	0.00815 	0.01087
292	0.00407 	0.00518 	0.0067  	0.00891 	0.0112
308	0.00389 	0.00576 	0.00724 	0.00882 	0.01125
324	0.00437 	0.00536 	0.00691 	0.00864 	0.01134
340	0.00435 	0.00587 	0.00752 	0.00861 	0.01165
356	0.00385 	0.00547 	0.0079  	0.00858	        0.01254
372	0.00416 	0.00551 	0.0071  	0.00877 	0.01285
388	0.00379 	0.0051  	0.0072  	0.00937 	0.01183
404	0.0037  	0.00545 	0.00665 	0.0094  	0.01177
420	0.00372 	0.00559 	0.00669 	0.00895 	0.0121
436	0.00407 	0.00525 	0.00683 	0.00919 	0.01246
452	0.00335 	0.00602 	0.00657 	0.00972 	0.01204
468	0.00364 	0.00572 	0.00678 	0.00904 	0.01169
484	0.00408 	0.00525 	0.00664 	0.00868 	0.0118
500	0.00394 	0.00512 	0.00688 	0.00901 	0.01077
516	0.00379 	0.00482 	0.00692 	0.0083  	0.01129
532	0.00382 	0.00523 	0.00616 	0.00824 	0.0105
548	0.00361 	0.00511 	0.00622 	0.00877 	0.0113
564	0.00375 	0.00432 	0.0063  	0.00823 	0.01091
580	0.00422 	0.00494 	0.00632 	0.00805 	0.01025
596	0.00413 	0.00562 	0.00527 	0.0081  	0.01103
612	0.00429 	0.00495 	0.00555 	0.00813 	0.01064
628	0.00414 	0.0049  	0.00546 	0.00755 	0.01056
644	0.0032  	0.00486 	0.00535 	0.0075  	0.01102
660	0.00363 	0.00388 	0.00523 	0.00777 	0.01034
676	0.0035  	0.00484 	0.00582 	0.0077  	0.01031
692	0.00285 	0.00378 	0.00527 	0.0077  	0.01008
708	0.00351 	0.00439 	0.00529 	0.00653 	0.01033
724	0.00359 	0.00412 	0.00548 	0.00642 	0.01021
740	0.00326 	0.00394 	0.0056  	0.00675 	0.0098
756	0.0033  	0.00369 	0.00508 	0.00638 	0.00942
772	0.00377 	0.00407 	0.00532 	0.00692 	0.00986
788	0.00383 	0.00358 	0.0052  	0.00719 	0.00979
804	0.00315 	0.00378 	0.00493 	0.00654 	0.00944
820	0.0037  	0.00395 	0.00494 	0.00639 	0.00896
836	0.00378 	0.00421 	0.00489 	0.0068  	0.0087
852	0.00349 	0.00345 	0.00467 	0.00635 	0.00873
868	0.00321 	0.00407 	0.00451 	0.00585 	0.00832
884	0.00342 	0.0037  	0.00464 	0.00611 	0.00821
900	0.00272 	0.00296 	0.00498 	0.00621 	0.0087
916	0.00319 	0.00288 	0.00473 	0.00626 	0.00917
932	0.00347 	0.00309 	0.00465 	0.00573 	0.00861
948	0.00292 	0.00315 	0.00478 	0.00604 	0.00849
964	0.00263 	0.00292 	0.00439 	0.00614 	0.00876
980	0.00278 	0.00256 	0.0046  	0.00537 	0.0091
996	0.00259 	0.00296 	0.00455 	0.00585 	0.0082
1012	0.00271 	0.00241 	0.00435 	0.0051  	0.00852
1028	0.00294 	0.00249 	0.00439 	0.00591 	0.00813
1044	0.00272 	0.00312 	0.00457 	0.00601 	0.00818
1060	0.00306 	0.00267 	0.00375 	0.00565 	0.00759
1076	0.00316 	0.00295 	0.00443 	0.00645 	0.00804
1092	0.00308 	0.00211 	0.0042  	0.00624 	0.00748
1108	0.00321 	0.00297 	0.0039  	0.00569 	0.00795
1124	0.00328 	0.00233 	0.00405 	0.00593 	0.0071
1140	0.00348 	0.00273 	0.00434 	0.00535 	0.00794
1156	0.0027  	0.00255 	0.0044  	0.00538 	0.00813
1172	0.0028  	0.00297 	0.00431 	0.00537 	0.00786
1188	0.00281 	0.00232         0.00389 	0.00557 	0.00753
1204	0.00303         0.00252 	0.00355 	0.0057  	0.00727
1220	0.00282 	0.00237 	0.00392 	0.00499 	0.00728
1236	0.0028  	0.0027  	0.003   	0.00475 	0.00726
1252	0.00275 	0.00298 	0.00346 	0.0046  	0.00727
1268	0.00264 	0.00317 	0.00352 	0.00468 	0.00712
1284	0.00277 	0.00227 	0.00334 	0.00521 	0.00646
1300	0.00297         0.00309 	0.00386 	0.00525 	0.00709
1316	0.00279 	0.00276 	0.00343 	0.00483 	0.00719
1332	0.00274 	0.00305 	0.00358 	0.00479 	0.0061
1348	0.00308 	0.0027  	0.00365 	0.00474 	0.00621
1364	0.00276 	0.00298 	0.00359 	0.00507 	0.0065
1380	0.00269 	0.00324 	0.00371 	0.00428 	0.0061
1396	0.00258 	0.00304 	0.00391 	0.00471 	0.00636
1412	0.00243 	0.00277 	0.00372 	0.00427 	0.00662
1428	0.00253 	0.00322 	0.00349 	0.00413 	0.0064
1444	0.00202 	0.00283 	0.00381 	0.00418 	0.00617
1460	0.00222 	0.00233 	0.00361 	0.00443 	0.00645
1476	0.0019  	0.0022  	0.00365 	0.00439 	0.00622
1492	0.00265 	0.00213 	0.00313 	0.00432 	0.00603
1508	0.00261 	0.0021  	0.00363 	0.00428 	0.00613
1524	0.00265 	0.00168 	0.00327 	0.00455 	0.0059
1540	0.00275 	0.00171 	0.00334 	0.00492 	0.00625
1556	0.00255 	0.00188 	0.00314 	0.00483 	0.00645
1572	0.00204 	0.00239 	0.00344 	0.00411 	0.00595
1588	0.0025  	0.00204 	0.00311 	0.00368 	0.00639
1604	0.00271 	0.00245 	0.00331 	0.00423 	0.00561
1620	0.00219 	0.00207 	0.00327 	0.00353 	0.00488
1636	0.00201 	0.00244 	0.0026  	0.00387 	0.00564
1652	0.0025  	0.00232 	0.00315 	0.00445 	0.0055
1668	0.00232 	0.00292 	0.00334 	0.00449 	0.00491
