time(fs) H2O            Na2SO4 /1M       MgCl2 /1M       MgCl2 /2M      MgCl2 /4M 

-1500	0.00234 	0.00234	         0.00234	 0.00234	0.00234
-1484	-0.00207	-0.00273	-0.00229	-0.00243	-0.0022
-1468	0.00275 	0.00154	         0.00209        0.00171 	0.00191
-1452	-8.4655E-4	-0.00142	-0.00116	-9.3568E-4	2.3939E-4
-1436	0.0017  	9.3786E-4 	0.0014  	0.00134 	0.00146
-1420	3.4531E-4	-5.128E-5	-6.138E-5	-2.814E-4	7.0457E-4
-1404	7.0975E-4	5.4154E-4	5.109E-5	1.4066E-4	0.0012
-1388	5.2566E-4	-1.8434E-4	3.2547E-4	-8.144E-5	8.1494E-4
-1372	0.00108 	9.8042E-4	8.6711E-4	3.4064E-4	7.0359E-4
-1356	2.1045E-4	-5.8036E-4	-2.0737E-4	-3.8802E-4	7.4321E-4
-1340	0.00102 	6.9383E-4	8.2844E-4	3.221E-4	0.00146
-1324	4.003E-4	7.86E-6 	2.3945E-4	7.7403E-4	4.126E-4
-1308	6.0663E-4	1.197E-4	-3.516E-5	9.142E-5	8.0003E-4
-1292	5.4062E-4	1.504E-5	-3.1709E-4	2.2157E-4	6.9859E-4
-1276	9.5647E-4	1.0927E-4	1.664E-5	2.856E-4	4.8895E-4
-1260	0.00125 	1.0337E-4	3.9667E-4	5.58E-6 	9.3914E-4
-1244	3.7514E-4	2.4387E-4	-6.2229E-4	7.1967E-4	9.3568E-4
-1228	7.9214E-4	4.0129E-4	4.2196E-4	2.3667E-4	7.4255E-4
-1212	4.3258E-4	-2.6263E-4	-2.7946E-4	6.8579E-4	0.00136
-1196	-5.93E-6	2.0594E-4	-5.762E-5	-9.149E-5	4.4855E-4
-1180	5.3129E-4	-3.056E-4	1.7634E-4	8.146E-5	3.9534E-4
-1164	9.2012E-4	-4.216E-5	6.4948E-4	2.3255E-4	6.7308E-4
-1148	2.1962E-4	-2.8617E-4	8.671E-5	2.2961E-4	0.00108
-1132	0.00113 	5.4036E-4	4.3764E-4	4.255E-4	0.00128
-1116	5.564E-4	2.4469E-4	1.443E-5	2.8431E-4	0.001
-1100	3.5212E-4	3.6635E-4	4.144E-5	-1.4519E-4	9.817E-4
-1084	2.562E-4	2.2024E-4	1.4806E-4	2.222E-5	9.3476E-4
-1068	8.6396E-4	1.8183E-4	6.7716E-4	-1.74E-4	1.9522E-4
-1052	6.9607E-4	1.9848E-4	1.2286E-4	1.9961E-4	9.3825E-4
-1036	2.056E-5	2.069E-4	4.0018E-4	1.6506E-4	0.00114
-1020	7.7326E-4	1.059E-5	6.2569E-4	3.0585E-4	0.0011
-1004	4.6378E-4	8.437E-5	-2.6009E-4	8.169E-5	6.7454E-4
-988	8.026E-4	-6.472E-5	-2.9912E-4	-5.849E-5	9.1737E-4
-972	5.959E-4	2.2205E-4	2.4979E-4	1.237E-5	9.6887E-4
-956	4.5705E-4	7.1523E-4	-2.9291E-4	-7.987E-5	0.00107
-940	7.8517E-4	-1.917E-5	-1.2369E-4	7.614E-4	6.1561E-4
-924	2.9272E-4	-1.6952E-4	1.6425E-4	6.2241E-4	0.0012
-908	3.2363E-4	4.1353E-4	-2.526E-5	4.9294E-4	9.4808E-4
-892	5.1091E-4	-4.927E-5	-7.7505E-4	-1.2072E-4	2.6607E-4
-876	3.7621E-4	2.0489E-4	3.1936E-4	-8.022E-5	2.9352E-4
-860	1.429E-4	3.402E-4	3.193E-4	3.8969E-4	0.00125
-844	4.1701E-4	-5.0538E-4	2.5731E-4	1.7267E-4	9.6119E-4
-828	4.9448E-4	-7.893E-5	3.9233E-4	1.42E-4 	9.6373E-4
-812	-2.857E-5	-2.2517E-4	4.7939E-4	-7.0515E-4	0.00123
-796	3.4175E-4	-4.3171E-4	3.2428E-4	4.0852E-4	0.00111
-780	4.88E-5 	-3.1879E-4	1.3419E-4	-4.31E-5	0.00136
-764	2.5032E-4	-1.0426E-4	0.00122 	2.0549E-4	0.00148
-748	2.0776E-4	3.1189E-4	3.1554E-4	2.2982E-4	0.0013
-732	5.2888E-4	-2.996E-5	-2.3882E-4	2.9572E-4	0.00166
-716	2.7546E-4	3.0169E-4	2.3903E-4	3.2425E-4	0.00162
-700	0.00151 	-5E-6   	7.047E-5	3.9315E-4	0.00188
-684	6.1321E-4	-4.6493E-4	-2.891E-5	5.9252E-4	0.00165
-668	7.6676E-4	-2.9112E-4	2.4591E-4	8.5924E-4	0.00116
-652	4.8043E-4	-2.4619E-4	2.8482E-4	5.1138E-4	0.00187
-636	4.0013E-4	3.3051E-4	-1.3858E-4	9.3723E-4	0.00182
-620	8.4989E-4	1.286E-4	-1.4302E-4	4.7919E-4	0.00122
-604	9.6489E-4	2.0266E-4	6.2867E-4	2.8034E-4	0.00147
-588	4.8191E-4	-2.3271E-4	2.1775E-4	7.9701E-4	0.00122
-572	8.5541E-4 	-3.3086E-4	4.2774E-4	0.00125 	0.00113
-556	0.00116 	5.4985E-4	2.3866E-4	0.00109 	0.00159
-540	0.00143 	-4.672E-5	7.9846E-4	0.00129 	0.00168
-524	0.0016  	-8.982E-5	2.5693E-4	0.0011  	0.00137
-508	0.0011  	1.4196E-4	2.8101E-4	0.00128         0.0018
-492	0.00142 	1.6397E-4	6.5397E-4	0.00101 	0.00217
-476	0.00165 	3.9158E-4	4.2111E-4	0.00131 	0.0021
-460	0.00113	        1.8706E-4	4.6999E-4	0.00167 	0.00225
-444	0.00129 	2.8736E-4	0.00123 	0.00144 	0.00267
-428	9.8207E-4	-2.953E-5	0.00109 	0.00159 	0.00279
-412	0.00161 	3.7472E-4	0.00104 	0.00128 	0.00278
-396	0.0014  	5.1514E-4	0.00179 	0.00193	        0.00247
-380	0.00198 	2.19E-6 	0.00171 	0.00137 	0.00257
-364	0.00181 	1.9564E-4	8.8309E-4	0.00146 	0.0027
-348	0.00196 	3.825E-5 	0.00127 	0.00204 	0.00237
-332	0.00123 	7.6321E-4	0.00134 	0.00143 	0.00259
-316	0.00111 	7.7663E-4	0.00115 	0.00219 	0.00294
-300	0.00159 	0.00146 	0.00126 	0.00223 	0.00273
-284	0.00142 	6.495E-4	0.00113 	0.00137 	0.00285
-268	0.00133 	0.00119 	0.00105 	0.00154 	0.00252
-252	0.00182 	4.9912E-4 	0.00132 	0.00233 	0.00296
-236	0.00206 	8.8218E-4	0.00124 	0.00161 	0.00266
