#time (ps)	NaSO4 0.75 M	time (ps)	NaSO4 0.35 M
5.975	1.37725201714286E-4	6.125	-5.65243146571428E-5
6	1.15757590857143E-4	6.15	-2.17994166571428E-5
6.025	8.89782085714285E-5	6.175	6.87513649714286E-5
6.05	2.41096237142857E-5	6.2	8.09858971428572E-5
6.075	7.6713648E-5	6.225	4.22294082857143E-5
6.1	8.09627434285714E-5	6.25	-2.60563651428571E-5
6.125	-1.70218828571428E-5	6.275	-1.06979107142857E-4
6.15	2.47861846571429E-4	6.3	-1.39003362228571E-4
6.175	4.48183053142857E-4	6.325	-4.70724652571428E-5
6.2	4.93732711714286E-4	6.35	2.34660850571428E-5
6.225	4.29443964285714E-4	6.375	4.02881542857118E-7
6.25	2.58149540285714E-4	6.4	-1.43792442942857E-4
6.275	-2.47547461428571E-5	6.425	-2.61862279314286E-4
6.3	-1.16033581142857E-5	6.45	-3.78361824714286E-4
6.325	7.40575843714286E-5	6.475	-3.71861361428571E-4
6.35	5.17379698857143E-5	6.5	-2.96238717657143E-4
6.375	7.92930535714285E-5	6.525	-2.19840950114286E-4
6.4	-8.97211665714285E-5	6.55	-1.985362508E-4
6.425	-2.53073472857143E-4	6.575	-1.64281219428571E-4
6.45	-3.37462784857143E-4	6.6	-1.47411885571429E-4
6.475	-4.06143087714286E-4	6.625	-1.12249009485714E-4
6.5	-6.74735661714286E-4	6.65	-1.02965420171429E-4
6.525	-5.29743428857143E-4	6.675	-1.26278655028571E-4
6.55	-4.60798433714286E-4	6.7	-1.27727269914286E-4
6.575	-2.87299642571428E-4	6.725	-9.68600903428571E-5
6.6	-2.25865265714286E-5	6.75	2.92787885714302E-7
6.625	1.64051779428571E-4	6.775	6.36621942E-5
6.65	8.27018968571428E-5	6.8	1.16734523885714E-4
6.675	1.08315036714286E-4	6.825	8.98390776857143E-5
6.7	1.67204036628571E-4	6.85	6.91777623714286E-5
6.725	5.27490266E-5	6.875	2.57449622285714E-5
6.75	5.61076862857144E-6	6.9	4.97497694E-5
6.775	1.99130735714285E-5	6.925	3.75829344285714E-5
6.8	8.82216202857143E-5	6.95	1.31478092285714E-5
6.825	9.68698992857142E-5	6.975	-5.77931779142857E-5
6.85	2.23965041542857E-4	7	-6.04477695714286E-5
6.875	1.94983387457143E-4	7.025	-1.27589996E-5
6.9	1.42394651314286E-4	7.05	6.61207341428571E-5
6.925	1.28775807685714E-4	7.075	6.20230491428571E-5
6.95	2.24775538571429E-4	7.1	1.76275337142857E-5
6.975	2.53767177142857E-4	7.125	-9.33402322857143E-5
7	2.99190012342857E-4	7.15	-1.83542109714286E-4
7.025	2.22869260742857E-4	7.175	-2.24079371714286E-4
7.05	1.20063018057143E-4	7.2	-2.61613315714286E-4
7.075	4.63162348571429E-5	7.225	-3.10512603714286E-4
7.1	1.20034003942857E-4	7.25	-3.12140168142857E-4
7.125	1.01403751257143E-4	7.275	-2.77566162742857E-4
7.15	8.18485839428571E-5	7.3	-1.84252742657143E-4
7.175	-2.40250954285714E-5	7.325	-8.62818959714286E-5
7.2	-1.91598217714286E-4	7.35	-3.10343757142857E-6
7.225	-2.85955436E-4	7.375	2.24778997142857E-6
7.25	-1.71243931714286E-4	7.4	-1.00923827428571E-5
7.275	-1.48845748857143E-4	7.425	-5.25546292857143E-5
7.3	-9.93301817142857E-5	7.45	-7.80261341428571E-5
7.325	1.04020285428571E-4	7.475	-1.46126989657143E-4
7.35	1.39588657142853E-6	7.5	-1.20119882257143E-4
7.375	-5.81595756428571E-5	7.525	-1.813816128E-4
7.4	5.16306822857138E-6	7.55	-2.35201720714286E-4
7.425	-1.36364908957143E-4	7.575	-2.32925070428571E-4
7.45	-1.57109608057143E-4	7.6	-1.51410161885714E-4
7.475	6.70736460714286E-5	7.625	-7.85372415142857E-5
7.5	-4.4459612E-5	7.65	3.26109880285714E-5
7.525	-2.46689022857143E-5	7.675	1.26828436857143E-5
7.55	9.18581034285715E-5	7.7	-7.31455756857143E-5
7.575	-1.86858245714285E-5	7.725	-1.00092061771429E-4
7.6	9.20239971428574E-6	7.75	-1.01432808142857E-4
7.625	2.65723912857143E-4	7.775	-7.22372860571429E-5
7.65	2.07561967428571E-4	7.8	-3.66683210628571E-5
7.675	1.58984632571429E-4	7.825	-7.157813616E-5
7.7	2.30129133142857E-4	7.85	-8.65664887771428E-5
7.725	8.04624462857143E-5	7.875	-9.62141249142857E-5
7.75	1.70218965714286E-5	7.9	-8.78607385714286E-5
7.775	2.36465561714286E-4	7.925	-1.15241104742857E-4
7.8	1.44091742857143E-4	7.95	-1.06854137371429E-4
7.825	-5.83311559999999E-5	7.975	-1.43503929885714E-4
7.85	-9.92759845714285E-5	8	-1.52276856857143E-4
7.875	-2.20404637142857E-4	8.025	-1.79534123142857E-4
7.9	-2.27815924571429E-4	8.05	-1.19982262857143E-4
7.925	7.2238848E-5	8.075	-1.09397208857143E-4
7.95	1.87378391142857E-4	8.1	-6.50991408E-5
7.975	2.05992943628571E-4	8.125	-2.16248317428571E-5
8	1.40230043348571E-4	8.15	4.17925865142857E-5
8.025	1.568579216E-5	8.175	3.98858628285714E-5
8.05	-1.22452959172857E-4	8.2	6.28525984857143E-5
8.075	-1.09756676457143E-4	8.225	6.07912411142857E-5
8.1	4.36745451642857E-5	8.25	4.39594964857143E-5
8.125	1.99982530085714E-4	8.275	7.01638122857143E-6
8.15	2.82010824107143E-4	8.3	-2.21159869428571E-5
8.175	3.88360940571429E-4	8.325	-7.18360950285714E-5
8.2	2.40464567714286E-4	8.35	-1.24474277314286E-4
8.225	7.02293271428571E-5	8.375	-1.668202828E-4
8.25	-1.12909145142858E-5	8.4	-2.338146576E-4
8.275	-1.11307269257143E-4	8.425	-1.89039953857143E-4
8.3	-1.96238305657143E-4	8.45	-2.05021839428571E-4
8.325	1.90726237142857E-5	8.475	-1.798759E-4
8.35	9.98496145714285E-5	8.5	-1.27350752342857E-4
8.375	2.27374686571429E-4	8.525	-2.7264302E-5
8.4	3.30650681142857E-4	8.55	-2.91435026857143E-5
8.425	3.17960531142857E-4	8.575	-1.33557986857143E-5
8.45	8.34888554285714E-5	8.6	-6.68734105714286E-5
8.475	-5.32322724285714E-5	8.625	-1.12740877428571E-4
8.5	-2.09079651257143E-4	8.65	-1.34496380514286E-4
8.525	-2.56262771914286E-4	8.675	-1.19470706171429E-4
8.55	-1.31578186971429E-4	8.7	-5.66142778285714E-5
8.575	-1.86336701428571E-5	8.725	-7.29507689142857E-5
8.6	-3.3085564E-5	8.75	-1.06569186285714E-4
8.625	1.02539864857143E-4	8.775	-1.11277208428571E-4
8.65	1.67220250285714E-4	8.8	-1.26287295885714E-4
8.675	1.13114198857143E-4	8.825	-1.69134076942857E-4
8.7	1.78470208857143E-4	8.85	-1.75655294457143E-4
8.725	1.22119098285714E-4	8.875	-2.21908007571429E-4
8.75	-4.34388248571428E-5	8.9	-2.79811370285714E-4
8.775	-6.38105700285714E-5	8.925	-2.58919174285714E-4
8.8	-1.72927810857143E-5	8.95	-2.74405273771429E-4
8.825	-1.55265404028571E-4	8.975	-3.09599236742857E-4
8.85	-3.71650525714286E-5	9	-3.55041552628571E-4
8.875	1.53527124714286E-4	9.025	-3.39830158857143E-4
8.9	3.03205756285714E-4	9.05	-2.58125345028571E-4
8.925	4.85991341142857E-4	9.075	-1.09021759942857E-4
8.95	7.09989786571429E-4	9.1	-1.22964385142857E-5
8.975	5.01742250571428E-4	9.125	-6.48801067428571E-5
9	4.07556080285714E-4	9.15	-1.53289720628571E-4
9.025	3.45636373071428E-4	9.175	-2.64823998857143E-4
9.05	1.59685310171429E-4	9.2	-3.64914903142857E-4
9.075	-7.31435552714286E-5	9.225	-3.62269841857143E-4
9.1	-1.044155664E-4	9.25	-3.69763839085714E-4
9.125	-2.59034034642857E-4	9.275	-4.25633368257143E-4
9.15	-2.84931217428571E-4	9.3	-4.01812587657143E-4
9.175	-2.01580573142857E-4	9.325	-2.93989767571429E-4
9.2	-1.13800706571429E-4	9.35	-2.59827284285714E-4
9.225	-9.79385576285714E-5	9.375	-1.85618160285714E-4
9.25	7.11234357142857E-5	9.4	-1.45852014571429E-4
9.275	1.21223649742857E-4	9.425	-1.576982724E-4
9.3	4.26548790285714E-5	9.45	-1.75462002342857E-4
9.325	1.11338467285714E-4	9.475	-9.95017678285714E-5
9.35	9.17642465714286E-5	9.5	-6.74403688571428E-5
9.375	8.1526732E-5	9.525	-2.71461894285714E-5
9.4	1.75471382E-4	9.55	2.38560552E-5
9.425	1.78254958714286E-4	9.575	7.331669032E-5
9.45	7.17941803714286E-5	9.6	7.71953403314286E-5
9.475	1.05703144657143E-4	9.625	8.75210089314286E-5
9.5	1.53251280428571E-4	9.65	4.42654665485714E-5
9.525	1.32166814257143E-4	9.675	7.49105838285715E-6
9.55	1.0216308E-4	9.7	-5.64767490285714E-5
9.575	7.20784540571428E-5	9.725	-8.99860491714286E-5
9.6	-1.10240974542857E-4	9.75	-7.44663690285714E-5
9.625	-1.97297713714286E-5	9.775	-6.92041277142857E-5
9.65	5.07342455714285E-5	9.8	-8.44563185714285E-5
9.675	1.31776411428571E-5	9.825	-9.03987322857143E-5
9.7	-1.00351878571429E-4	9.85	-1.13221702571429E-4
9.725	-2.786333E-5	9.875	-8.73359128571428E-5
9.75	-1.55916692285714E-4	9.9	1.00462431428572E-5
9.775	-3.28817542857144E-6	9.925	6.82919191428571E-5
9.8	1.08765054E-4	9.95	5.44740039428572E-5
9.825	7.96558148571428E-5	9.975	-2.23743013142857E-5
9.85	-1.50284051714286E-4	10	-1.33673868914286E-4
9.875	-5.96284931428571E-5	10.025	-1.66455967857143E-4
9.9	-1.29483245142857E-4	10.05	-1.17615736342857E-4
9.925	-1.91028164571429E-4	10.075	-8.83716688857143E-5
9.95	-4.50659694285715E-5	10.1	-3.48669719142857E-5
9.975	-6.8988458E-5	10.125	-1.09279898857143E-5
10	-2.97415862571429E-4	10.15	-1.59918627142857E-5
10.025	-1.85689332571429E-4	10.175	-2.77388896857143E-5
10.05	-1.25994862571429E-4	10.2	8.21068962857143E-6
10.075	-2.44381274E-4	10.225	1.36455566571429E-5
10.1	-6.64960414285714E-5	10.25	8.1771352E-5
10.125	2.58736921428571E-5	10.275	1.77407384E-4
10.15	-1.208066368E-4	10.3	1.75681836857143E-4
10.175	8.02027917142856E-6	10.325	1.49146696285714E-4
10.2	2.32407706057143E-4	10.35	1.09029152E-4
10.225	2.63704552857142E-5	10.375	-1.93573575428571E-5
10.25	1.23399069714286E-4	10.4	-1.43492796057143E-4
10.275	3.11547875142857E-4	10.425	-2.22799729828571E-4
10.3	2.27451520571429E-4	10.45	-2.71861668285714E-4
10.325	4.35194496285714E-4	10.475	-2.41173083E-4
10.35	5.79803051428571E-4	10.5	-1.40364507342857E-4
10.375	1.64222104857143E-4	10.525	-3.92180728285714E-5
10.4	-4.47773377142857E-5	10.55	-3.10829183142857E-5
10.425	-9.09154771428571E-5	10.575	-4.44518098E-5
10.45	-3.97814939142857E-4	10.6	-5.42749218571428E-5
10.475	-4.12317748E-4	10.625	-5.43723688571428E-5
10.5	-2.60183130571428E-4	10.65	-8.12688838857143E-5
10.525	-2.56507699714286E-4	10.675	-7.03989709428571E-5
10.55	-1.19266338285714E-4	10.7	-1.04813446E-4
10.575	1.62547032E-4	10.725	-1.45865557914286E-4
10.6	2.31097804857143E-4	10.75	-2.09238706114286E-4
10.625	1.37193612E-4	10.775	-1.75463429571429E-4
10.65	1.91136513428571E-4	10.8	-1.07431340857143E-4
10.675	1.58784687428571E-4	10.825	8.23061514285714E-5
10.7	1.17773356E-4	10.85	1.96586322E-4
10.725	1.34950786857143E-4	10.875	2.17428369028571E-4
10.75	3.443074E-5	10.9	8.26913096457143E-5
10.775	-1.09258057714286E-4	10.925	-6.88257415771429E-5
10.8	-5.80179728E-5	10.95	-2.9153310064E-4
10.825	5.93650017142854E-6	10.975	-3.64522351828571E-4
10.85	8.90657442E-5	11	-3.78699059142857E-4
10.875	3.53864035885714E-4	11.025	-3.21648137942857E-4
10.9	4.796947518E-4	11.05	-1.91348759257143E-4
10.925	4.48811220457143E-4	11.075	-9.37361688E-5
10.95	3.25073828428571E-4	11.1	-1.08055573428571E-4
10.975	1.81318590857143E-4	11.125	-1.46071765857143E-4
11	-1.09391449542857E-4	11.15	-2.28109182228571E-4
11.025	-1.71524418057143E-4	11.175	-2.51358995114286E-4
11.05	-4.37631821142857E-5	11.2	-1.84079404514286E-4
11.075	-1.0633318E-5	11.225	-1.40482261285714E-4
11.1	1.15485044857143E-4	11.25	-9.39036245714285E-5
11.125	3.01355038E-4	11.275	-2.70451784E-5
11.15	2.52522984E-4	11.3	1.35702011885714E-5
11.175	2.11888262428571E-4	11.325	8.71106433371428E-5
11.2	2.49242667714286E-4	11.35	1.131858096E-5
11.225	1.58986642428571E-4	11.375	-9.22238625142857E-5
11.25	2.03818660857143E-4	11.4	-1.50380908942857E-4
11.275	3.51517747285714E-4	11.425	-1.57943672742857E-4
11.3	2.98886924285714E-4	11.45	-9.34481006571428E-5
11.325	9.56284588571428E-5	11.475	1.03064284E-5
11.35	4.45144474285714E-5	11.5	6.29077341428571E-5
11.375	-4.49187085571429E-6	11.525	1.03206188857143E-4
11.4	-9.05760464548571E-5	11.55	3.84403657142857E-5
11.425	2.98894863454286E-5	11.575	-3.72719748571429E-5
11.45	4.73155144022857E-5	11.6	-1.88099770857143E-4
11.475	-1.87109348284286E-4	11.625	-3.66336527142857E-4
11.5	-1.75557924857143E-4	11.65	-4.52704023714286E-4
11.525	-2.24062187428571E-4	11.675	-3.89246701E-4
11.55	-2.96631737428571E-4	11.7	-3.38161262E-4
11.575	-1.01757615428571E-4	11.725	-2.84020218142857E-4
11.6	7.28503832857143E-5	11.75	-2.00390242E-4
11.625	-2.29367677714286E-5	11.775	-1.65771165857143E-4
11.65	1.39557788285714E-5	11.8	-1.82755049714286E-4
11.675	-3.78763206285714E-5	11.825	-2.08053750857143E-4
11.7	-1.78514520142857E-4	11.85	-2.66872085428571E-4
11.725	-1.34996654285714E-4	11.875	-3.21933711285714E-4
11.75	7.90364857142841E-7	11.9	-3.88829924514286E-4
11.775	-6.02092222857143E-5	11.925	-4.79886112828571E-4
11.8	-4.6336216E-5	11.95	-4.73198325885714E-4
11.825	1.26824061142857E-4	11.975	-4.11056540622857E-4
11.85	8.1666366E-5	12	-3.20650861325714E-4
11.875	7.88592008571428E-5	12.025	-1.62589610022857E-4
11.9	1.45255462571429E-4	12.05	-4.97324008571428E-5
11.925	-7.38891825714285E-5	12.075	-1.47626378285714E-5
11.95	-2.03121538285714E-4	12.1	1.72532437142857E-5
11.975	-1.12048795714286E-4	12.125	7.52547673714285E-5
12	-1.27379549428571E-4	12.15	3.37000106857143E-5
12.025	-1.32236560571429E-4	12.175	-4.54008940571429E-5
12.05	7.73316831428572E-5	12.2	-1.66611223142857E-4
12.075	-4.59439777142857E-5	12.225	-2.77223404571429E-4
12.1	-2.54947070857143E-4	12.25	-2.56476044857143E-4
12.125	-2.25830684E-4	12.275	-1.51751941714286E-4
12.15	-2.28257567714286E-4	12.3	-1.36739984857143E-4
12.175	-3.16531019714286E-4	12.325	-4.28925642857143E-5
12.2	-5.61242885714286E-5	12.35	-4.36986874285714E-5
12.225	-5.58793465714286E-5	12.375	-9.39465614285714E-5
12.25	-1.97537993142857E-4	12.4	-1.18309803714286E-4
12.275	-1.81510846E-4	12.425	-1.78133963428571E-4
12.3	-1.740590372E-4	12.45	-2.65261618285714E-4
12.325	-3.01313929314286E-4	12.475	-2.51701037285714E-4
12.35	-1.83552786914286E-4	12.5	-2.03606000514286E-4
12.375	-7.68015065714286E-5	12.525	-1.02185574257143E-4
12.4	-8.42454148571428E-5	12.55	-2.78565575142857E-5
12.425	7.4523218E-5	12.575	-8.42856522857143E-6
12.45	2.68879654571429E-4	12.6	-4.78728855142857E-5
12.475	2.00957379714286E-4	12.625	-2.28349048571428E-5
12.5	2.25056293714286E-4	12.65	-6.00064062571429E-5
12.525	3.18107137428571E-4	12.675	-1.40926565428571E-4
12.55	1.38919314857143E-4	12.7	-1.98924170285714E-4
12.575	9.00928148571428E-5	12.725	-2.71075144285714E-4
12.6	2.53338288571428E-5	12.75	-3.19184878742857E-4
12.625	-2.41188082285714E-4	12.775	-2.44850782502857E-4
12.65	-2.95470295428571E-4	12.8	-2.11490145565714E-4
12.675	-1.89212417428571E-4	12.825	-1.83377676788571E-4
12.7	-2.66603838E-4	12.85	-1.38973610857143E-4
12.725	-3.01715391428571E-4	12.875	-1.47582284485714E-4
12.75	-3.00388623571429E-4	12.9	-1.88037687657143E-4
12.775	-4.05213467142857E-4	12.925	-1.50919987628571E-4
12.8	-4.28201385E-4	12.95	-1.31843660685714E-4
12.825	-1.36761816285714E-4	12.975	-1.48432500085714E-4
12.85	-2.19512242857145E-6	13	-1.63068741828571E-4
12.875	6.23917714285719E-7	13.025	-1.61348895942857E-4
12.9	2.00353671428571E-4	13.05	-2.47251870285714E-4
12.925	2.32649924E-4	13.075	-2.75807037714286E-4
12.95	3.45471571428571E-5	13.1	-2.88125832857143E-4
12.975	1.19836269428571E-4	13.125	-2.63768736285714E-4
13	1.99463025142857E-4	13.15	-2.26022081257143E-4
13.025	-3.99085111428572E-5	13.175	-1.86264574628571E-4
13.05	6.32410434285715E-5	13.2	-1.55784957542857E-4
13.075	8.74182045714285E-5	13.225	-1.24540994E-4
13.1	-1.44982372857143E-4	13.25	-1.47514945371429E-4
13.125	-1.80168750857143E-4	13.275	-1.22787567971429E-4
13.15	-4.76742965714286E-5	13.3	-9.75449839428571E-5
13.175	-1.37767728E-4	13.325	-5.09706229428571E-5
13.2	9.34189114285714E-5	13.35	-3.44673844E-5
13.225	2.22747562571429E-4	13.375	3.41795844857143E-5
13.25	7.79746562857143E-5	13.4	8.02402534285714E-5
13.275	-4.80919614285714E-5	13.425	1.18018439428571E-4
13.3	9.70100760000001E-6	13.45	1.08085944171429E-4
13.325	-8.71027923428571E-5	13.475	1.31354819645714E-4
13.35	-5.95404466857142E-5	13.5	1.14848107565714E-4
13.375	-1.50452345714285E-5	13.525	6.65587110742857E-5
13.4	-2.54446729371429E-4	13.55	-1.76075815428571E-5
13.425	-4.83420789828571E-4	13.575	-8.95569794285714E-5
13.45	-3.11775680228571E-4	13.6	-1.57213442571429E-4
13.475	-2.37217233714286E-4	13.625	-1.82747834E-4
13.5	-1.88166045714286E-4	13.65	-2.39630851142857E-4
13.525	4.44934837142857E-5	13.675	-3.15773687714286E-4
13.55	-5.69609394285714E-5	13.7	-4.09725592285714E-4
13.575	-3.44304530857143E-4	13.725	-4.55470404E-4
13.6	-3.58129574857143E-4	13.75	-3.70816074285714E-4
13.625	-3.48387223142857E-4	13.775	-2.03264582285714E-4
13.65	-3.94728337142857E-4	13.8	-4.40005611428571E-5
13.675	-7.4899832E-5	13.825	1.35142257428571E-4
13.7	1.13469744428571E-4	13.85	2.36102705142857E-4
13.725	2.94627304E-5	13.875	1.78749465142857E-4
13.75	1.17943002E-5	13.9	3.52736828571428E-5
13.775	-1.73180301714286E-5	13.925	-1.21948666285714E-4
13.8	-3.24937670428571E-4	13.95	-2.78267979714286E-4
13.825	-2.65883488E-4	13.975	-3.20346939714286E-4
13.85	-2.17550570571429E-4	14	-2.95987082285714E-4
13.875	-2.67230744285714E-4	14.025	-2.23401516285714E-4
13.9	-2.42037878285714E-4	14.05	-1.84315007428571E-4
13.925	-1.29349644857143E-4	14.075	-6.18870330857143E-5
13.95	-3.76277468571429E-4	14.1	-7.22543840000001E-6
13.975	-3.66536001714286E-4	14.125	6.18702872E-5
14	-2.04386782457143E-4	14.15	5.41117385714286E-5
14.025	-1.18046114514286E-4	14.175	2.77641881142857E-5
14.05	4.34959372571429E-5	14.2	-2.75405220857143E-5
14.075	3.82514488285714E-4	14.225	9.17598702857144E-6
14.1	2.94778291714286E-4	14.25	-2.16655454285714E-6
14.125	1.56039122285714E-4	14.275	3.67110677142857E-6
14.15	2.37619254E-4	14.3	9.25169985714286E-6
14.175	1.12878650571429E-4	14.325	-7.3242226E-6
14.2	-9.65386671428572E-5	14.35	2.46628931428572E-6
14.225	-2.01584674285715E-5	14.375	1.86870737428571E-5
14.25	-7.97143123857143E-5	14.4	3.03558946857143E-5
14.275	-1.38225048074286E-4	14.425	-9.75603788571429E-6
14.3	9.67550044485714E-5	14.45	-2.44458139428571E-5
14.325	3.1058483804E-4	14.475	-6.03014218857143E-5
14.35	2.43150755271429E-4	14.5	-1.80325565714286E-5
14.375	2.93971361E-4	14.525	-2.77151094285714E-5
14.4	1.58987406285714E-4	14.55	-5.23554614285714E-5
14.425	-1.65963580857143E-4	14.575	-4.25939885714286E-5
14.45	-2.52525835428571E-4	14.6	2.16910128571429E-5
14.475	-4.223842892E-4	14.625	1.11064998E-4
14.5	5.1588938E-4	14.65	2.3813788E-4
