(ps) MgCl2
9.996 2.32486200000001E-5
10.021 -1.77283439999995E-5
10.046 1.62503040000001E-5
10.071 1.7881572E-5
10.096 7.18693560000006E-5
10.121 7.88785199999996E-6
10.146 -1.35910524E-4
10.171 -1.6520148E-4
10.196 -1.09410216E-4
10.221 -2.06662536E-4
10.246 -1.84798392E-4
10.271 1.60224960000006E-5
10.296 5.8011036E-5
10.321 7.6704852E-5
10.346 8.00853600000054E-6
10.371 -4.14393599999938E-6
10.396 4.94261999999999E-5
10.421 -4.39343999999978E-6
10.446 2.16203352E-4
10.471 1.8087006E-4
10.496 7.63956840000004E-5
10.521 2.56633848E-4
10.546 3.76208640000002E-5
10.571 -1.52994768E-4
10.596 -2.28548376E-4
10.621 -3.97275455999999E-4
10.646 -2.72961444E-4
10.671 -1.24859124E-4
10.696 -1.5349242E-4
10.721 -2.19940488E-4
10.746 -2.69395164E-4
10.771 -1.17774024E-4
10.796 1.67380572E-4
10.821 1.30162440000004E-5
10.846 1.19130024000001E-4
10.871 1.94091060000001E-4
10.896 5.07632160000001E-5
10.921 8.41831920000008E-5
10.946 -3.18619319999993E-5
10.971 -6.65660399999999E-5
10.996 -5.33816519999997E-5
11.021 8.36787600000076E-6
11.046 2.6479968E-4
11.071 6.05576039999998E-5
11.096 7.37880959999998E-5
11.121 1.02143412E-4
11.146 -2.42181600000002E-5
11.171 -4.66572479999995E-5
11.196 1.47850104E-4
11.221 -4.24644959999994E-5
11.246 -1.45167936E-4
11.271 3.96182520000003E-5
11.296 -1.33972799999998E-5
11.321 -4.17376799999956E-6
11.346 -6.90122639999996E-5
11.371 -1.77305136E-4
11.396 -3.84331079999996E-5
11.421 1.36903116E-4
11.446 -2.28024959999997E-5
11.471 -7.28633039999996E-5
11.496 -1.58310288E-4
11.521 1.65468612E-4
11.546 9.74082600000002E-5
11.571 1.9459278E-4
11.596 -4.30055399999998E-5
11.621 2.88692400000061E-6
11.646 5.50942799999998E-5
11.671 1.18359816E-4
11.696 -1.56319679999997E-5
11.721 3.57848400000004E-5
11.746 -2.89505999999986E-6
11.771 -9.59885279999994E-5
11.796 -4.08101759999998E-5
11.821 5.62007760000001E-5
11.846 -7.11642360000001E-5
11.871 1.73812079999999E-5
11.896 8.40720000000006E-6
11.921 -8.34156959999996E-5
11.946 8.74525080000001E-5
11.971 -1.22655624E-4
11.996 -9.7994052E-5
12.021 4.57338119999998E-5
12.046 2.09961684E-4
12.071 8.24366640000004E-5
12.096 -9.62570159999998E-5
12.121 1.93989359999999E-5
12.146 2.08908072E-4
12.171 2.79337356E-4
12.196 8.8862748E-5
12.221 1.10368908E-4
12.246 2.0001E-5
12.271 8.05965720000004E-5
12.296 1.05254076E-4
12.321 -3.62323199999942E-6
12.346 -1.99429632E-4
12.371 3.0965616E-5
12.396 -4.12088399999975E-6
12.421 -2.516397E-4
12.446 -3.3491844E-5
12.471 7.2465996E-5
12.496 -9.58420799999977E-6
12.521 9.2270376E-5
12.546 3.49225596E-4
12.571 4.87883376E-4
12.596 4.40759664000001E-4
12.621 2.97090108E-4
12.646 2.90574528E-4
12.671 4.11334464E-4
12.696 3.67895004000001E-4
12.721 2.31017652E-4
12.746 3.22036440000006E-5
12.771 -2.52853319999996E-5
12.796 -1.03668912E-4
12.821 -3.82781172E-4
12.846 -4.36737768E-4
12.871 -3.24709116E-4
12.896 -4.36451652E-4
12.921 -4.12941324E-4
12.946 -3.546279E-4
12.971 -2.24137308E-4
12.996 -1.15269492E-4
13.021 -1.64256348E-4
13.046 -1.36558692E-4
13.071 4.51154760000001E-5
13.096 -1.34912507999999E-4
13.121 1.078698E-5
13.146 -3.68696399999939E-6
13.171 1.57047852E-4
13.196 2.54386956E-4
13.221 8.5417152E-5
13.246 1.08027096E-4
13.271 8.24068320000002E-5
13.296 3.62540160000004E-5
13.321 4.95089160000005E-5
13.346 3.21249960000002E-5
13.371 -2.4398508E-5
13.396 3.63380880000002E-5
13.421 -2.26452000000184E-7
13.446 -7.66750199999992E-5
13.471 3.17941320000003E-5
13.496 3.15880200000006E-5
13.521 -6.92916000000001E-6
13.546 -3.39542399999995E-6
13.571 -3.62797799999998E-5
13.596 -4.98791039999997E-5
13.621 4.94533200000003E-5
13.646 5.36352240000003E-5
13.671 -2.59158719999999E-5
13.696 -1.27888428E-4
13.721 1.34105688000001E-4
13.746 1.56372564E-4
13.771 5.50563119999998E-5
13.796 -4.05444000000003E-6
13.821 -4.00508160000002E-5
13.846 -6.69592799999987E-6
13.871 -3.22999199999999E-5
13.896 1.82232840000001E-5
13.921 1.30121760000002E-5
13.946 -8.47499999999671E-7
13.971 5.66401200000024E-6
13.996 1.35938999999998E-5
14.021 -5.80557839999993E-5
14.046 -6.10132199999999E-5
14.071 2.97492840000004E-5
14.096 1.59428988E-4
14.121 9.26419200000002E-6
14.146 -1.16603796E-4
14.171 -1.05424932E-4
14.196 -6.60371999999959E-7
14.221 5.63743439999999E-5
14.246 -2.45991959999996E-5
14.271 -1.00373832E-4
14.296 -1.0327296E-4
14.321 -5.17015679999996E-5
14.346 -2.57856959999996E-5
14.371 5.57885520000001E-5
14.396 4.59955200000009E-6
14.421 1.01252520000002E-5
14.446 1.6838808E-4
14.471 7.64919600000003E-5
14.496 1.19186976E-4
14.521 2.10775284E-4
14.546 1.18612032E-4
14.571 2.59890960000002E-5
14.596 -9.54610440000001E-5
14.621 -2.30959344E-4
14.646 -3.93972239999996E-5
14.671 2.02233840000006E-5
14.696 2.9639448E-5
14.721 4.91644920000001E-5
14.746 -1.00082291999999E-4
14.771 1.13249052000001E-4
14.796 1.4216982E-4
14.821 2.50293192E-4
14.846 2.27241192E-4
14.871 1.28864748E-4
14.896 6.12505199999985E-6
14.921 1.3680684E-4
14.946 2.76746040000004E-5
14.971 3.92995920000004E-5
14.996 -4.52198879999998E-5
15.021 -1.35551184E-4
15.046 6.52914000000004E-5
15.071 2.27170680000006E-5
15.096 -4.33106399999998E-5
15.121 2.98577639999998E-5
15.146 3.63394440000001E-5
15.171 -3.39352559999995E-5
15.196 -4.08250919999996E-5
15.221 -8.45804999999999E-5
15.246 -4.91197440000001E-5
15.271 -1.86355079999995E-5
15.296 1.37233980000001E-4
15.321 7.40674320000004E-5
15.346 6.61253400000001E-5
15.371 1.48822356000001E-4
15.396 4.01742120000005E-5
15.421 2.05439424E-4
15.446 -4.62301079999997E-5
15.471 -2.14681919999999E-5
15.496 -1.35739668E-4
15.521 -2.54561879999996E-5
15.546 7.42857480000001E-5
15.571 -6.89702279999999E-5
15.596 2.74739160000002E-5
15.621 7.20646200000001E-5
15.646 9.91303800000005E-5
15.671 -2.05773000000001E-5
15.696 -1.1904324E-5
15.721 -1.01443716E-4
15.746 -1.2281292E-4
15.771 5.564346E-5
15.796 2.99553960000002E-5
15.821 -1.86029639999996E-5
15.846 5.73615120000002E-5
15.871 6.95858520000005E-5
15.896 5.852496E-5
15.921 8.58212400000031E-6
15.946 -6.42052439999999E-5
15.971 -8.07891240000002E-5
15.996 -1.4514624E-4
16.021 -7.58275200000001E-6
16.046 9.0468252E-5
16.071 4.03287960000003E-5
16.096 1.31378772E-4
16.121 1.62272519999998E-5
16.146 -1.31743536E-4
16.171 -6.06999840000001E-5
16.196 8.29343160000001E-5
16.221 6.63097560000001E-5
16.246 -1.40318879999998E-5
16.271 8.85318840000001E-5
16.296 6.57293880000004E-5
16.321 -5.58888959999996E-5
16.346 -1.218705E-4
16.371 1.21272504E-4
16.396 2.83634520000001E-5
16.421 -9.36182399999997E-5
16.446 -2.04811596E-4
16.471 -7.88161440000001E-5
16.496 1.46542919999998E-5
16.521 -5.14317239999999E-5
16.546 1.22217636E-4
16.571 1.80304608E-4
16.596 1.01481684E-4
16.621 2.443173E-4
16.646 1.32218136E-4
16.671 -2.12905559999999E-5
16.696 1.13090400000005E-5
16.721 8.88858000000014E-6
16.746 2.49273480000004E-5
16.771 -2.37107447999999E-4
16.796 -3.79822379999999E-4
16.821 -5.084322E-4
16.846 -5.79388968E-4
16.871 -4.17850044E-4
16.896 -3.52615596E-4
16.921 -1.03432968E-4
16.946 1.24017048E-4
16.971 2.21356152E-4
16.996 4.16612016E-4
17.021 4.25270076E-4
17.046 5.30743824E-4
17.071 5.82491496E-4
17.096 4.78937844E-4
17.121 2.16726768E-4
17.146 2.93595696E-4
17.171 2.21273436E-4
17.196 2.49786048E-4
17.221 5.46413760000006E-5
17.246 6.52995360000002E-5
17.271 7.65150119999999E-5
17.296 1.87879224E-4
17.321 1.28539308E-4
17.346 1.990608E-5
17.371 -3.68194679999997E-5
17.396 -7.73828519999995E-5
17.421 2.77776600000003E-5
17.446 6.31624800000036E-6
17.471 9.03543479999999E-5
17.496 1.47070404E-4
17.521 2.4881244E-5
17.546 -6.06023519999997E-5
17.571 -4.0046748E-5
17.596 -4.26475560000001E-5
17.621 1.21676592E-4
17.646 3.53265120000005E-5
17.671 1.84521768E-4
17.696 3.87816000000049E-6
17.721 1.40450412E-4
17.746 4.48808880000001E-5
17.771 3.38457600000036E-6
17.796 -4.83983519999999E-5
17.821 5.38142160000002E-5
17.846 1.54868760000002E-5
17.871 1.066155E-4
17.896 -4.31533439999996E-5
17.921 -1.13635511999999E-4
17.946 5.72123520000005E-5
17.971 4.79237520000004E-5
17.996 6.38987880000001E-5
18.021 -9.08113199999999E-5
18.046 -8.24407319999994E-5
18.071 -5.49017279999994E-5
18.096 2.50656600000005E-5
18.121 -2.57233199999995E-5
18.146 2.82210720000003E-5
18.171 1.6342512E-4
18.196 5.70198000000024E-6
18.221 -1.0612734E-4
18.246 6.90787079999999E-5
18.271 1.12792080000001E-4
18.296 -3.27880799999958E-6
18.321 -1.08234564E-4
18.346 -2.0230842E-4
18.371 -7.49827319999996E-5
18.396 -3.13100399999999E-5
18.421 5.53261560000006E-5
18.446 1.56139332E-4
18.471 -6.3055356E-5
18.496 -1.43708879999996E-5
18.521 -4.88837999999996E-5
18.546 3.61048560000001E-5
18.571 1.66785288E-4
18.596 1.6260474E-4
18.621 1.09406148E-4
18.646 -8.36312999999997E-5
18.671 -1.20385679999999E-5
18.696 1.18932048E-4
18.721 -1.29321719999994E-5
18.746 -5.26195799999998E-5
18.771 2.26858800000029E-6
18.796 7.65136560000006E-5
18.821 2.75493096E-4
18.846 1.33041228E-4
18.871 2.30190492E-4
18.896 5.733168E-5
18.921 -6.63219600000001E-5
18.946 -8.2821768E-5
18.971 7.02123240000001E-5
18.996 -1.69513559999998E-5
19.021 -1.83845124E-4
19.046 -1.31415383999999E-4
19.071 -1.05671724E-4
19.096 -2.29435200000025E-6
19.121 7.13228880000007E-5
19.146 7.9243284E-5
19.171 -1.6898472E-5
19.196 -2.85641399999997E-5
19.221 1.7843604E-5
19.246 -6.76223640000002E-5
19.271 1.90376976E-4
19.296 2.72234628E-4
19.321 1.13371092E-4
19.346 1.00015848E-4
19.371 -7.06855679999997E-5
19.396 -1.80171719999998E-5
19.421 -6.02741999999949E-6
19.446 2.22099240000001E-4
19.471 8.07348840000005E-5
19.496 1.63902432E-4
19.521 2.01542280000005E-5
19.546 1.20180924E-4
19.571 -9.29280359999996E-5
19.596 2.0066766E-4
19.621 -2.28066996E-4
19.646 -1.87757183999999E-4
19.671 4.90302480000001E-5
19.696 3.21372000000032E-6
19.721 -1.42442376E-4
19.746 -8.50537440000001E-5
19.771 1.78012968E-4
19.796 2.82834480000005E-5
19.821 -7.08062519999997E-5
19.846 -1.65825239999998E-5
19.871 2.69545680000001E-5
19.896 -1.16328528E-4
19.921 -3.04177920000002E-5
19.946 1.16251236E-4 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
