(ps) MgCl2
-0.804000000000012 -2.19400800000014E-6
-0.779000000000006 1.69811879999999E-5
-0.754000000000001 -5.51715719999997E-5
-0.729000000000009 7.96473720000001E-5
-0.704000000000003 3.0027942E-4
-0.678999999999984 1.081071E-4
-0.654000000000006 -1.71154319999999E-5
-0.629000000000001 1.55179284E-4
-0.604000000000009 2.65822104E-4
-0.579000000000003 3.29818524E-4
-0.553999999999998 2.81592384E-4
-0.529000000000006 3.8712444E-4
-0.504000000000001 4.72880592000001E-4
-0.478999999999995 6.45355656E-4
-0.454000000000003 7.37274828E-4
-0.428999999999998 8.21330556E-4
-0.404000000000006 0.00104852022
-0.379000000000001 0.001541820816
-0.353999999999995 0.001783352892
-0.329000000000003 0.002066595528
-0.303999999999998 0.002412470448
-0.278999999999992 0.002592741156
-0.254000000000001 0.0027880292928
-0.228999999999995 0.00264332538
-0.204000000000003 0.002393241012
-0.178999999999998 0.002082114948
-0.153999999999992 0.001650763212
-0.129000000000001 0.001281678996
-0.103999999999995 0.001009259952
-0.0790000000000176 0.001233021648
-0.0539999999999977 0.001204197156
-0.028999999999992 0.001300060932
-0.00400000000001477 0.001301978316
0.0210000000000051 0.001138505736
0.0460000000000108 8.52640596000001E-4
0.0709999999999881 3.249993E-4
0.096000000000008 -5.12252052E-4
0.121000000000014 -0.001557059544
0.145999999999991 -0.002818395828
0.171000000000011 -0.003623661852
0.195999999999988 -0.00427186782
0.220999999999994 -0.004802541132
0.246000000000014 -0.005127229908
0.270999999999991 -0.0053959647
0.295999999999997 -0.005676153624
0.320999999999988 -0.00588674856
0.345999999999994 -0.00608081928
0.370999999999999 -0.006199512672
0.395999999999991 -0.006154597884
0.420999999999997 -0.00621816852
0.446000000000002 -0.00595701648
0.470999999999994 -0.005950890072
0.495999999999999 -0.00591801792
0.521000000000005 -0.005394840576
0.545999999999997 -0.005124774192
0.571000000000002 -0.004780439688
0.595999999999994 -0.004508853228
0.620999999999999 -0.004287240792
0.646000000000005 -0.003947744496
0.670999999999997 -0.003676471272
0.696000000000002 -0.003586946796
0.720999999999994 -0.00345259974
0.745999999999999 -0.003279057504
0.771000000000005 -0.00317189418
0.795999999999997 -0.002917473324
0.821000000000002 -0.00285031878
0.846000000000008 -0.002795887584
0.870999999999999 -0.00264510852
0.896000000000005 -0.00273578424
0.921000000000011 -0.002794040712
0.946000000000002 -0.002679479052
0.971000000000008 -0.002488405092
0.995999999999985 -0.002377960248
1.02100000000001 -0.002215153464
1.04600000000001 -0.002311798296
1.07099999999999 -0.00215066346
1.09600000000001 -0.002154858924
1.12099999999999 -0.00185203836
1.14599999999999 -0.002070845232
1.17100000000001 -0.001936529364
1.19599999999999 -0.001772012664
1.22099999999999 -0.001958596908
1.24600000000001 -0.001668755976
1.27099999999999 -0.001390332564
1.296 -0.001597746324
1.32100000000002 -0.001399111308
1.34599999999999 -0.001540623468
1.371 -0.001276248216
1.39599999999999 -0.001313432448
1.421 -0.001350611256
1.446 -0.001393001172
1.47099999999999 -0.001296630252
1.496 -0.001422818256
1.52099999999999 -0.001292833452
1.546 -0.001058008152
1.571 -0.00116771262
1.59599999999999 -9.85243835999999E-4
1.621 -0.001028517864
1.64600000000001 -0.001036413852
1.671 -9.9287676E-4
1.696 -0.00110279412
1.72099999999999 -0.001006737792
1.746 -9.286905E-4
1.77100000000001 -8.93488739999999E-4
1.796 -9.16095972E-4
1.821 -0.001064756964
1.84600000000001 -7.82289959999999E-4
1.871 -9.08833236E-4
1.89600000000001 -7.30383636E-4
1.92099999999998 -7.87997363999999E-4
1.946 -8.3876058E-4
1.97100000000001 -8.2313268E-4
1.996 -9.25857816E-4
2.02100000000001 -6.5460222E-4
2.04600000000001 -6.52850268E-4
2.07099999999999 -6.13160148E-4
2.09600000000001 -7.44065676E-4
2.12099999999999 -5.2231764E-4
2.14600000000001 -5.58526908E-4
2.17100000000001 -7.0255038E-4
2.19599999999999 -9.92819808E-4
2.22099999999999 -7.03216175999999E-4
2.24600000000001 -7.14982188E-4
2.27099999999999 -7.76265251999999E-4
2.29600000000001 -8.9565834E-4
2.32099999999999 -8.9395656E-4
2.34599999999999 -7.1392722E-4
2.371 -6.0975252E-4
2.39599999999999 -5.438916E-4
2.421 -4.95555624E-4
2.44600000000002 -4.34871911999999E-4
2.47099999999999 -4.22909279999999E-4
2.496 -3.39615624E-4
2.52099999999999 -4.02398424E-4
2.546 -4.59705696E-4
2.571 -5.18546604E-4
2.59599999999999 -6.21090036E-4
2.621 -4.90191288E-4
2.646 -4.30397111999999E-4
2.671 -5.23091916E-4
2.696 -4.47745775999999E-4
2.72099999999999 -3.91703652E-4
2.746 -3.5610594E-4
2.771 -4.76821127999999E-4
2.796 -5.32014396E-4
2.821 -3.44855208E-4
2.84600000000001 -2.8850256E-4
2.871 -3.18645084E-4
2.896 -2.95240524E-4
2.921 -3.19240368E-4
2.946 -4.08938412E-4
2.97100000000001 -3.64690776E-4
2.996 -2.66898767999999E-4
3.021 -3.14031972E-4
3.04599999999998 -3.35131332E-4
3.071 -1.67761608E-4
3.09600000000001 -2.25891972E-4
3.12099999999998 -2.91484404E-4
3.146 -3.73986155999999E-4
3.17100000000001 -2.93896728E-4
3.19599999999999 -2.76869436E-4
3.22100000000001 -2.97222996E-4
3.24600000000001 -2.43330132E-4
3.27099999999999 -3.08900868E-4
3.29600000000001 -2.81649336E-4
3.32099999999999 -3.46874292E-4
3.34599999999999 -3.60196992E-4
3.37100000000001 -3.99073512E-4
3.39599999999999 -2.3356422E-4
3.421 -2.74977816E-4
3.44599999999999 -3.69999516E-4
3.47099999999999 -3.03464664E-4
3.496 -3.18312864E-4
3.52099999999999 -1.91023788E-4
3.546 -3.23189039999999E-4
3.571 -3.3750162E-4
3.59599999999999 -4.06324044E-4
3.621 -2.1540738E-4
3.646 -2.28591768E-4
3.671 -1.6696428E-4
3.696 -3.14804892E-4
3.72099999999999 -2.57827128E-4
3.746 -2.47357452E-4
3.771 -2.27257464E-4
3.796 -1.32807996E-4
3.821 -1.68295872E-4
3.84599999999999 -1.01500668E-4
3.871 -1.23248195999999E-4
3.896 -1.81931807999999E-4
3.921 -1.04081136E-4
3.946 -2.34076788E-4
3.97100000000001 -8.38292760000001E-5
3.996 -2.51990904E-4
4.02100000000001 -3.57680256E-4
4.04600000000001 -2.66378064E-4
4.071 -2.10418656E-4
4.09600000000001 -1.90577664E-4
4.12099999999999 -9.16642439999997E-5
4.14600000000001 -6.72060719999994E-5
4.17100000000001 1.02525804E-4
4.19599999999999 3.06710928000001E-4
4.22100000000001 3.87512256E-4
4.24599999999999 2.8376334E-4
4.27099999999999 3.8670408E-4
4.29600000000001 2.05524852E-4
4.32099999999999 2.88326280000001E-5
4.34599999999999 -8.95461719999996E-5
4.37100000000001 -1.95320952E-4
4.39599999999999 -2.20828668E-4
4.421 -4.40267436E-4
4.44599999999999 -6.18631607999999E-4
4.47099999999999 -6.59384832E-4
4.496 -6.21727355999999E-4
4.52099999999999 -7.30101588E-4
4.546 -6.44620704E-4
4.571 -3.31485047999999E-4
4.59599999999999 -2.66540784E-4
4.621 -3.03342624E-4
4.64599999999999 -1.32435096E-4
4.671 -2.3442528E-4
4.696 -1.39734443999999E-4
4.72099999999999 -7.21514039999997E-5
4.746 7.13798400000001E-5
4.77100000000001 -2.07698519999999E-5
4.796 1.75127400000001E-5
4.821 -5.01855599999948E-6
4.84599999999999 1.4408856E-4
4.871 -6.84291839999995E-5
4.89600000000001 -2.29740299999999E-4
4.921 -1.34143656E-4
4.946 -1.54960968E-4
4.97100000000001 -1.7851062E-4
4.996 -9.38935080000001E-5
5.02100000000001 -1.06372776E-4
5.04599999999998 2.84868480000004E-5
5.071 9.90829200000032E-6
5.09600000000001 8.27214240000005E-5
5.121 -9.52725599999999E-5
5.14600000000001 -2.4440544E-4
5.17100000000001 3.63258840000002E-5
5.19599999999999 1.74490080000007E-5
5.22100000000001 -1.75569456E-4
5.24599999999999 -1.52568984E-4
5.27100000000001 -5.72123519999999E-5
5.29600000000001 -7.34952000000105E-7
5.32099999999999 -6.96455159999997E-5
5.34599999999999 4.92553440000005E-5
5.37100000000001 2.80568604E-4
5.39599999999999 1.99304880000007E-5
5.42100000000001 4.79481600000022E-6
5.44599999999999 -3.80005440000003E-5
5.47099999999999 -2.96665679999999E-5
5.496 -8.82091559999994E-5
5.52099999999999 -5.51241119999999E-5
5.546 -6.89105640000002E-5
5.57100000000002 -1.718052E-4
5.59599999999999 2.60270639999996E-5
5.621 -1.1447352E-5
5.64599999999999 -2.68067639999997E-5
5.671 -5.04133679999996E-5
5.696 -1.43285808E-4
5.72099999999999 -2.1175974E-4
5.746 -7.17730799999995E-6
5.77100000000001 -4.2849599999969E-7
5.796 2.50982040000004E-5
5.821 -2.4359184E-4
5.84599999999999 -3.53427839999996E-5
5.871 -3.68899799999997E-5
5.89600000000001 4.62490920000003E-5
5.921 5.09259360000003E-5
5.946 1.09863120000004E-5
5.97100000000001 -1.32681888E-4
5.996 -5.03428560000002E-5
6.02100000000001 4.24902599999999E-5
6.046 -7.18679999999848E-7
6.071 -1.465836E-6
6.09600000000001 5.693844E-5
6.121 2.65396320000003E-5
6.14600000000001 2.54033039999998E-5
6.17100000000001 -1.35117264E-4
6.196 -2.19585216E-4
6.22100000000001 -1.15257288E-4
6.24599999999999 9.04357080000001E-5
6.27100000000001 -1.70786844E-4
6.29600000000001 -1.6089618E-4
6.32099999999999 -1.39880891999999E-4
6.34600000000001 -7.50952799999974E-6
6.37100000000001 6.83003640000002E-5
6.39599999999999 6.35502960000006E-5
6.42100000000001 2.35526352E-4
6.44599999999999 1.54897236E-4
6.47099999999999 1.23604824E-4
6.49600000000001 4.25268720000007E-5
6.52099999999999 -1.08018959999998E-5
6.546 1.69205748E-4
6.57099999999999 3.34118400000027E-6
6.59599999999999 -2.06071319999999E-4
6.621 -1.34934204E-4
6.64599999999999 -7.98290759999998E-5
6.671 -1.54762992E-4
6.696 -7.99334879999995E-5
6.72099999999999 -3.113376E-4
6.746 -2.26828968E-4
6.77100000000001 -1.74080568E-4
6.796 -7.65109440000003E-5
6.821 6.56737920000002E-5
6.84599999999999 -2.65789560000002E-5
6.871 -4.47602039999995E-5
6.89600000000001 -1.30001076E-4
6.921 -3.99694559999995E-5
6.946 3.83192040000001E-5
6.97099999999999 -1.59114396E-4
6.996 -1.48218936E-4
7.02100000000001 -1.27427388E-4
7.046 1.35750516000001E-4
7.071 -2.79105480000003E-5
7.09600000000001 8.65778880000006E-5
7.121 -4.17837839999995E-5
7.14600000000001 -7.13120400000011E-6
7.17099999999998 -2.68786319999995E-5
7.196 1.93257120000003E-5
7.22100000000001 -1.88728079999993E-5
7.24599999999999 -1.080054E-5
7.27100000000001 3.31718280000002E-5
7.29600000000001 1.88104320000004E-5
7.32099999999999 -5.63078999999996E-5
7.34600000000001 -5.7464568E-5
7.37099999999999 -1.01030136E-4
7.39599999999999 -1.32969359999997E-5
7.42100000000001 -1.9283676E-5
7.44599999999999 -1.11764232E-4
7.47099999999999 2.17488840000003E-5
7.49600000000001 9.52467959999999E-5
7.52099999999999 -1.93365599999957E-6
7.546 8.76518399999981E-6
7.57099999999999 -1.69645092E-4
7.59599999999999 -3.25439999999996E-5
7.621 -4.27655280000003E-5
7.64599999999999 5.97589200000003E-5
7.671 -1.29073572E-4
7.696 -1.31319108E-4
7.72099999999999 -6.07352399999998E-5
7.746 1.41702000000005E-5
7.77099999999999 -1.3319988E-4
7.796 -1.26460560000001E-5
7.821 -2.20851719999997E-5
7.84599999999999 -2.59077359999995E-5
7.871 2.85573599999998E-6
7.89600000000001 5.40772800000046E-6
7.921 -7.80405120000003E-5
7.946 -9.70218000000001E-6
7.97099999999999 -1.48559292E-4
7.996 -2.11449216E-4
8.021 -1.20278555999999E-4
8.046 -8.0423004E-5
8.071 -8.73074160000001E-5
8.09600000000001 -1.25960195999999E-4
8.121 1.22473919999999E-5
8.146 8.22183480000006E-5
8.17099999999998 1.1009364E-5
8.196 2.2030932E-4
8.22100000000001 4.66165679999998E-5
8.246 -6.87207240000001E-5
8.271 6.15203640000005E-5
8.29600000000001 -1.40198196E-4
8.32099999999999 -2.51776655999999E-4
8.34600000000001 -1.72617443999999E-4
8.37099999999998 -3.92864387999999E-4
8.396 -5.29372908E-4
8.42100000000001 -6.52463808E-4
8.44599999999999 -6.39744528E-4
8.47099999999999 -2.96446008E-4
8.49600000000001 -3.3353532E-4
8.52099999999999 -1.86322536E-4
8.54600000000001 1.17403836E-4
8.57099999999999 4.24211039999999E-5
8.59599999999999 3.41943876E-4
8.621 4.34516640000001E-4
8.64599999999999 6.11630580000001E-4
8.671 5.16611592E-4
8.69600000000002 4.76731632E-4
8.72099999999999 6.84484392000001E-4
8.746 3.99804396E-4
8.77099999999999 3.4784112E-4
8.796 1.88568072E-4
8.821 1.89365399999999E-5
8.84599999999999 -1.60921943999999E-4
8.871 -3.91680600000003E-5
8.89600000000001 -1.26905328E-4
8.921 -9.44792999999999E-5
8.946 5.66726639999999E-5
8.97099999999999 -1.53457164E-4
8.996 2.11739400000001E-5
9.02100000000001 -7.43101559999996E-5
9.046 -1.28156916E-4
9.071 -1.72377432E-4
9.09600000000001 -9.25483559999995E-5
9.121 -9.11299799999998E-5
9.14600000000001 -2.83295519999997E-5
9.171 -1.3392534E-4
9.196 3.24084000000545E-7
9.22100000000001 1.07149764E-4
9.246 1.59336780000001E-4
9.27100000000001 1.00213824E-4
9.29600000000001 -5.71038719999994E-5
9.321 -5.49722399999999E-5
9.34600000000001 3.07947600000006E-5
9.37099999999999 7.7808636E-5
9.39600000000001 5.36013239999999E-5
9.42100000000001 -9.33199199999997E-5
9.44599999999999 6.93648240000004E-5
9.47100000000001 1.67733132E-4
9.49600000000001 -7.61936400000015E-6
9.52099999999999 6.31651920000004E-5
9.54600000000001 -1.2157896E-4
9.57099999999999 -6.35530079999998E-5
9.59599999999999	-1.25591364E-4
9.62100000000001	-1.62774239999999E-4
9.64599999999999 -1.81888416E-4
9.671 5.46467999999989E-6
9.69600000000002 -1.49820372E-4
9.72099999999999 7.03058880000002E-5
9.746 1.15068804E-4
9.77099999999999 8.28244799999986E-6
9.796 -1.50990599999997E-5
9.821 -1.34713176E-4
9.84599999999999 -8.75447159999992E-5
9.871 1.19688696E-4
9.89600000000001 2.648946E-4
9.921 2.23373880000005E-5
9.946 6.079626E-5
9.97099999999999 5.88192120000003E-5
