0 0.00135459 0 0.00119531 0 0.00459554 0 
1 0.00135681 -4.59801e-05 0.00119725 -3.39792e-05 0.00459717 -0.000102691 
2 0.00136344 -9.1483e-05 0.00120304 -6.75527e-05 0.00460204 -0.000205115 
3 0.00137439 -0.000136039 0.00121261 -0.000100321 0.00461011 -0.000307008 
4 0.00138953 -0.000179193 0.00122585 -0.000131897 0.00462132 -0.000408113 
5 0.00140865 -0.000220513 0.00124259 -0.00016191 0.00463556 -0.000508183 
6 0.00143152 -0.000259596 0.00126264 -0.000190014 0.00465272 -0.000606984 
7 0.00145785 -0.000296074 0.00128576 -0.00021589 0.00467266 -0.000704297 
8 0.0014873 -0.000329617 0.00131167 -0.000239252 0.0046952 -0.000799923 
9 0.00151953 -0.000359943 0.00134008 -0.000259848 0.00472018 -0.000893682 
10 0.00155413 -0.000386816 0.00137067 -0.000277468 0.00474739 -0.000985415 
11 0.00159071 -0.000410053 0.0014031 -0.000291941 0.00477662 -0.00107499 
12 0.00162884 -0.000429521 0.00143701 -0.000303138 0.00480767 -0.00116229 
13 0.0016681 -0.000445142 0.00147204 -0.000310975 0.00484029 -0.00124725 
14 0.00170806 -0.000456888 0.00150785 -0.000315408 0.00487428 -0.00132978 
15 0.00174831 -0.000464785 0.00154406 -0.000316438 0.00490941 -0.00140987 
16 0.00178845 -0.000468905 0.00158035 -0.000314103 0.00494544 -0.00148749 
17 0.00182808 -0.000469365 0.00161637 -0.00030848 0.00498217 -0.00156266 
18 0.00186687 -0.000466323 0.00165182 -0.000299682 0.00501939 -0.0016354 
19 0.00190449 -0.000459975 0.0016864 -0.00028785 0.0050569 -0.00170578 
20 0.00194064 -0.000450544 0.00171987 -0.000273156 0.00509451 -0.00177385 
21 0.00197508 -0.000438283 0.00175197 -0.00025579 0.00513205 -0.0018397 
22 0.00200759 -0.000423461 0.00178251 -0.000235965 0.00516937 -0.00190343 
23 0.00203799 -0.000406361 0.00181132 -0.000213905 0.00520633 -0.00196514 
24 0.00206617 -0.000387274 0.00183826 -0.000189843 0.0052428 -0.00202495 
25 0.00209202 -0.000366492 0.00186321 -0.000164018 0.00527867 -0.00208297 
26 0.00211549 -0.000344305 0.00188611 -0.000136669 0.00531387 -0.00213932 
27 0.00213656 -0.000320992 0.0019069 -0.000108031 0.0053483 -0.00219415 
28 0.00215525 -0.000296819 0.00192556 -7.83304e-05 0.00538191 -0.00224755 
29 0.00217161 -0.000272037 0.0019421 -4.7785e-05 0.00541465 -0.00229967 
30 0.0021857 -0.000246876 0.00195655 -1.65984e-05 0.00544649 -0.00235061 
31 0.00219761 -0.00022154 0.00196895 1.50412e-05 0.00547742 -0.00240048 
32 0.00220746 -0.000196214 0.00197937 4.69627e-05 0.0055074 -0.0024494 
