0 0.00173765 0 0.00163279 0 0.00614419 0 
1 0.00173965 -3.65156e-05 0.00163399 -1.39244e-05 0.00614769 -0.000117883 
2 0.00174561 -7.25788e-05 0.00163756 -2.75835e-05 0.00615817 -0.000235 
3 0.00175546 -0.000107745 0.00164347 -4.07159e-05 0.00617547 -0.000350599 
4 0.00176905 -0.000141584 0.00165163 -5.30686e-05 0.00619938 -0.000463948 
5 0.0017862 -0.000173687 0.00166194 -6.44e-05 0.00622958 -0.00057435 
6 0.00180667 -0.000203676 0.00167427 -7.44845e-05 0.00626569 -0.000681153 
7 0.00183018 -0.000231205 0.00168845 -8.31146e-05 0.00630725 -0.000783756 
8 0.00185642 -0.000255968 0.00170431 -9.01048e-05 0.00635374 -0.00088162 
9 0.00188503 -0.000277704 0.00172165 -9.52934e-05 0.00640456 -0.000974278 
10 0.00191564 -0.000296198 0.00174025 -9.85448e-05 0.00645909 -0.00106133 
11 0.00194785 -0.000311287 0.00175989 -9.97508e-05 0.00651667 -0.00114248 
12 0.00198126 -0.000322858 0.00178034 -9.88315e-05 0.00657659 -0.00121747 
13 0.00201546 -0.000330849 0.00180136 -9.57356e-05 0.00663816 -0.00128618 
14 0.00205004 -0.000335251 0.00182271 -9.04406e-05 0.00670066 -0.00134853 
15 0.00208461 -0.000336104 0.00184416 -8.29516e-05 0.00676337 -0.00140455 
16 0.00211878 -0.000333494 0.00186548 -7.33006e-05 0.00682562 -0.00145435 
17 0.00215218 -0.000327553 0.00188645 -6.15445e-05 0.00688674 -0.00149811 
18 0.00218449 -0.000318451 0.00190686 -4.77632e-05 0.0069461 -0.0015361 
19 0.0022154 -0.000306392 0.00192654 -3.20572e-05 0.00700311 -0.00156862 
20 0.00224464 -0.000291613 0.0019453 -1.45451e-05 0.00705723 -0.00159607 
21 0.00227198 -0.000274372 0.00196299 4.63942e-06 0.007108 -0.00161888 
22 0.00229723 -0.000254945 0.00197949 2.53509e-05 0.007155 -0.00163753 
23 0.00232023 -0.000233622 0.00199468 4.74346e-05 0.00719787 -0.00165254 
24 0.00234088 -0.000210698 0.00200848 7.07301e-05 0.00723634 -0.00166445 
25 0.00235911 -0.00018647 0.00202081 9.50741e-05 0.00727019 -0.00167381 
26 0.00237487 -0.000161228 0.00203163 0.000120303 0.00729929 -0.0016812 
27 0.00238819 -0.000135253 0.00204091 0.000146257 0.00732355 -0.00168717 
28 0.00239908 -0.000108813 0.00204864 0.00017278 0.00734297 -0.00169228 
29 0.00240762 -8.21566e-05 0.00205484 0.000199725 0.0073576 -0.00169707 
30 0.0024139 -5.55106e-05 0.00205952 0.000226951 0.00736755 -0.00170206 
31 0.00241803 -2.9079e-05 0.00206272 0.00025433 0.007373 -0.00170773 
32 0.00242015 -3.04e-06 0.0020645 0.000281747 0.00737414 -0.00171452 
33 0.00242039 2.24546e-05 0.0020649 0.000309095 0.00737125 -0.00172285 
34 0.0024189 4.72798e-05 0.00206398 0.000336284 0.0073646 -0.00173308 
35 0.00241585 7.1337e-05 0.00206183 0.000363234 0.00735452 -0.00174553 
36 0.00241137 9.45526e-05 0.00205849 0.000389878 0.00734134 -0.00176048 
37 0.00240564 0.000116877 0.00205405 0.000416162 0.00732543 -0.00177814 
38 0.00239878 0.000138281 0.00204857 0.000442042 0.00730714 -0.00179869 
39 0.00239093 0.000158756 0.00204212 0.000467483 0.00728684 -0.00182226 
40 0.00238222 0.000178309 0.00203476 0.000492459 0.00726489 -0.00184895 
41 0.00237274 0.000196959 0.00202655 0.000516952 0.00724165 -0.00187878 
42 0.00236261 0.000214737 0.00201753 0.000540949 0.00721747 -0.00191178 
43 0.00235189 0.000231678 0.00200776 0.000564442 0.00719266 -0.00194789 
44 0.00234065 0.000247825 0.00199727 0.000587425 0.00716753 -0.00198707 
45 0.00232894 0.000263218 0.0019861 0.000609894 0.00714238 -0.00202922 
46 0.00231679 0.000277899 0.00197428 0.000631845 0.00711745 -0.00207423 
47 0.00230424 0.000291904 0.00196183 0.000653275 0.00709298 -0.00212197 
48 0.0022913 0.000305264 0.00194878 0.000674176 0.00706918 -0.00217228 
49 0.00227797 0.000318004 0.00193514 0.00069454 0.00704624 -0.00222501 
50 0.00226426 0.00033014 0.00192092 0.000714357 0.0070243 -0.00227999 
51 0.00225017 0.000341679 0.00190616 0.000733612 0.0070035 -0.00233705 
52 0.00223568 0.000352621 0.00189085 0.000752288 0.00698394 -0.00239602 
53 0.00222081 0.000362956 0.00187501 0.000770365 0.00696571 -0.00245672 
54 0.00220554 0.000372668 0.00185867 0.000787819 0.00694888 -0.00251899 
55 0.00218988 0.000381733 0.00184184 0.000804625 0.00693348 -0.00258266 
56 0.00217384 0.000390122 0.00182455 0.000820758 0.00691956 -0.00264759 
57 0.00215743 0.000397802 0.00180682 0.000836189 0.00690712 -0.00271362 
58 0.00214069 0.000404739 0.0017887 0.000850893 0.00689617 -0.00278061 
59 0.00212363 0.000410896 0.00177021 0.000864842 0.00688671 -0.00284844 
60 0.00210631 0.000416241 0.00175139 0.000878013 0.0068787 -0.00291698 
61 0.00208876 0.000420741 0.00173229 0.000890384 0.00687213 -0.00298613 
62 0.00207104 0.000424372 0.00171296 0.000901939 0.00686697 -0.00305577 
63 0.00205321 0.000427112 0.00169345 0.000912663 0.00686318 -0.00312583 
64 0.00203534 0.000428949 0.00167381 0.000922548 0.00686073 -0.00319621 
65 0.00201748 0.000429879 0.0016541 0.000931591 0.00685957 -0.00326683 
66 0.00199972 0.000429905 0.00163437 0.000939795 0.00685966 -0.00333763 
