0.4 0.999863 0.996604 7.73546e-05 -6.08579e-05 -0.000287101 9.31149e-05 -7.69363e-05 3.59615e-05 1.76986e-05 -0.000131806 0.000125346 
0.8 0.999446 0.986597 0.000110135 -6.52135e-05 -0.000289294 4.05098e-05 -4.9555e-05 4.38793e-05 -2.99985e-05 -0.000120567 0.000197203 
1.2 0.99875 0.970543 0.00014241 -6.80725e-05 -0.000290297 -1.47192e-05 -1.95296e-05 5.45898e-05 -8.02936e-05 -0.000110245 0.000271307 
1.6 0.997775 0.949332 0.000174884 -6.90625e-05 -0.000287725 -7.21852e-05 1.35389e-05 6.8551e-05 -0.000134439 -0.000100157 0.000345438 
2 0.996524 0.924104 0.000206654 -6.73351e-05 -0.000283979 -0.000130641 5.05635e-05 8.50739e-05 -0.000191388 -9.09553e-05 0.000419759 
2.4 0.994998 0.896157 0.000239413 -6.20465e-05 -0.000278555 -0.000189211 8.91251e-05 0.000107179 -0.000252162 -8.23308e-05 0.000492808 
2.8 0.9932 0.86685 0.00027331 -5.31851e-05 -0.000271186 -0.000247947 0.000129802 0.000133777 -0.000315018 -7.42131e-05 0.000561813 
3.2 0.991133 0.837506 0.000307777 -3.988e-05 -0.000261316 -0.000307382 0.000172476 0.000163065 -0.000382598 -6.68681e-05 0.000628149 
3.6 0.988799 0.809314 0.000343249 -2.24943e-05 -0.000250439 -0.000365269 0.000215071 0.00019831 -0.000454594 -5.99194e-05 0.000690997 
4 0.986202 0.783257 0.000380431 -1.46931e-06 -0.000238474 -0.000422364 0.000257617 0.000238438 -0.000527797 -5.32939e-05 0.00074865 
4.4 0.983343 0.76004 0.000419333 2.29194e-05 -0.000224988 -0.000479139 0.000299745 0.000280941 -0.000604583 -4.79878e-05 0.000802226 
4.8 0.980227 0.740055 0.000458724 5.06793e-05 -0.000210631 -0.000534898 0.000340878 0.000325215 -0.000683715 -4.3344e-05 0.000851696 
5.2 0.976857 0.723348 0.000499668 8.07642e-05 -0.000194799 -0.000588844 0.000380624 0.000372154 -0.000766192 -3.94366e-05 0.000897115 
5.6 0.973235 0.709633 0.000539892 0.000111447 -0.000179984 -0.000641515 0.000418581 0.000419798 -0.000851168 -3.49901e-05 0.000939719 
6 0.969366 0.698309 0.000579294 0.000143829 -0.000163833 -0.000694776 0.000455968 0.000466642 -0.000938009 -3.23048e-05 0.00098032 
6.4 0.965252 0.688509 0.000618798 0.000177487 -0.000146505 -0.000745731 0.000492075 0.000512181 -0.00102797 -3.01103e-05 0.00101994 
6.8 0.960896 0.679168 0.000655541 0.000212359 -0.00012852 -0.000795911 0.000526645 0.000555184 -0.00112065 -2.68408e-05 0.00105944 
7.2 0.956303 0.669096 0.000690464 0.000248325 -0.000109937 -0.000845521 0.00056133 0.000596391 -0.00121642 -2.51902e-05 0.00110027 
7.6 0.951475 0.65707 0.000723705 0.000285013 -9.06316e-05 -0.000892745 0.000595857 0.00063564 -0.00131523 -2.35808e-05 0.0011418 
8 0.946417 0.641924 0.000752695 0.000323648 -6.98201e-05 -0.000939814 0.000630711 0.000672142 -0.00141803 -2.29603e-05 0.00118427 
8.4 0.941133 0.622644 0.00077959 0.000363738 -4.784e-05 -0.000986768 0.000665526 0.000705791 -0.00152307 -2.2831e-05 0.00122957 
8.8 0.935626 0.598452 0.000804898 0.000405487 -2.51169e-05 -0.00103287 0.000700543 0.000737926 -0.00163065 -2.42174e-05 0.00127592 
9.2 0.929903 0.568873 0.000828799 0.000449856 -1.60818e-06 -0.00107886 0.00073712 0.000768053 -0.00174097 -2.678e-05 0.0013221 
9.6 0.923966 0.533786 0.0008502 0.000496727 2.34546e-05 -0.00112468 0.000773688 0.000796252 -0.00185269 -3.06169e-05 0.00137003 
10 0.917823 0.493438 0.000871691 0.00054564 4.80126e-05 -0.00116999 0.000811268 0.000823407 -0.00196497 -3.5988e-05 0.00141752 
10.4 0.911477 0.448433 0.000893455 0.000597087 7.22039e-05 -0.00121539 0.000848648 0.000849967 -0.00207808 -4.28677e-05 0.00146343 
10.8 0.904935 0.399682 0.000914482 0.000651324 9.61265e-05 -0.00126028 0.000885996 0.000877253 -0.00219185 -5.24722e-05 0.00150784 
11.2 0.898202 0.348339 0.000937017 0.000708054 0.000120151 -0.00130435 0.000924141 0.000903935 -0.00230455 -6.31766e-05 0.00154934 
11.6 0.891285 0.295711 0.000960701 0.000767515 0.00014286 -0.00134726 0.000961781 0.000931415 -0.00241663 -7.5298e-05 0.00158636 
12 0.884188 0.243162 0.000984372 0.000828922 0.000164417 -0.00138775 0.000998159 0.000960908 -0.00252827 -8.8914e-05 0.00161814 
